	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_024383_NC_024383_1	NC_024383	NC_024383	1	81	344	1	E															0
NC_024383_NC_024383_2	NC_024383	NC_024383	2	428	703	1	E															0
NC_024383_NC_024383_3	NC_024383	NC_024383	3	779	1231	1	E															0
NC_024383_NC_024383_4	NC_024383	NC_024383	4	1386	2039	1	E															0
NC_024383_NC_024383_5	NC_024383	NC_024383	5	2056	2283	1	E															0
NC_024383_NC_024383_6	NC_024383	NC_024383	6	2357	2554	1	E															0
NC_024383_NC_024383_7	NC_024383	NC_024383	7	2573	2779	1	E															0
NC_024383_NC_024383_8	NC_024383	NC_024383	8	2912	3055	1	E															0
NC_024383_NC_024383_9	NC_024383	NC_024383	9	3258	3599	1	E															0
NC_024383_NC_024383_10	NC_024383	NC_024383	10	3719	4168	1	E															0
NC_024383_NC_024383_11	NC_024383	NC_024383	11	4270	4812	1	E															0
NC_024383_NC_024383_12	NC_024383	NC_024383	12	4837	5115	1	E															0
NC_024383_NC_024383_13	NC_024383	NC_024383	13	5714	5968	1	E															0
NC_024383_NC_024383_14	NC_024383	NC_024383	14	5965	6225	1	E															0
NC_024383_NC_024383_15	NC_024383	NC_024383	15	6249	6434	1	E															0
NC_024383_NC_024383_16	NC_024383	NC_024383	16	6453	6626	1	E															0
NC_024383_NC_024383_17	NC_024383	NC_024383	17	6783	7043	1	E															0
NC_024383_NC_024383_18	NC_024383	NC_024383	18	7057	7344	1	E															0
NC_024383_NC_024383_19	NC_024383	NC_024383	19	7499	7771	1	E															0
NC_024383_NC_024383_20	NC_024383	NC_024383	20	7788	7985	1	E															0
NC_024383_NC_024383_21	NC_024383	NC_024383	21	8088	8216	1	E															0
NC_024383_NC_024383_22	NC_024383	NC_024383	22	8519	8923	1	D										YopX protein [PF09643.13]					0
NC_024383_NC_024383_23	NC_024383	NC_024383	23	8926	9144	1	E															0
NC_024383_NC_024383_24	NC_024383	NC_024383	24	9146	9367	1	E															0
NC_024383_NC_024383_25	NC_024383	NC_024383	25	9480	9746	1	E															0
NC_024383_NC_024383_26	NC_024383	NC_024383	26	9739	10230	1	E															0
NC_024383_NC_024383_27	NC_024383	NC_024383	27	10233	10739	1	E															0
NC_024383_NC_024383_28	NC_024383	NC_024383	28	10750	11934	1	D										Protein of unknwon function (DUF3310) [PF11753.11]					0
NC_024383_NC_024383_29	NC_024383	NC_024383	29	12097	12522	1	E															0
NC_024383_NC_024383_30	NC_024383	NC_024383	30	12540	12830	1	E															0
NC_024383_NC_024383_31	NC_024383	NC_024383	31	12827	13012	1	E															0
NC_024383_NC_024383_32	NC_024383	NC_024383	32	13012	13359	1	E															0
NC_024383_NC_024383_33	NC_024383	NC_024383	33	13391	13651	1	E															0
NC_024383_NC_024383_34	NC_024383	NC_024383	34	13731	14063	1	E															0
NC_024383_NC_024383_35	NC_024383	NC_024383	35	14094	14459	1	E															0
