	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000907.1_1	QGNH01000907.1	QGNH01000907.1	1	3	458	-1	C	K06908	uncharacterized protein	YP_024713.1	YP_024713.1 head closure [Burkholderia phage BcepMu]	False	0.4	108.0	1.968e-26	Phage tail tube protein FII [PF04985.17]	VOG04371	sp|P22502|TUBE_BPP2 Tail tube protein; XhXpXrXs	Xr;Xp;Xs;Xh	0	False	VF
QGNH01000907.1_2	QGNH01000907.1	QGNH01000907.1	2	468	1979	-1	C	K06907	uncharacterized protein	YP_024712.1	YP_024712.1 tail sheath subtilisin-like domain-containing protein [Burkholderia phage BcepMu]	True	0.412	345.0	4.067e-102	Phage tail sheath protein subtilisin-like domain [PF04984.17]; Phage tail sheath C-terminal domain [PF17482.5]	VOG01001	sp|P85225|VPN1_BPPHE Putative tail sheath protein; Xs	Xs	0	False	VF
QGNH01000907.1_3	QGNH01000907.1	QGNH01000907.1	3	2080	2901	-1	D			YP_024710.1	YP_024710.1 portal protein [Burkholderia phage BcepMu]	False	0.383	100.0	9.012e-22	Gp37 protein [PF09646.13]	VOG24400	REFSEQ portal protein; Xu	Xu	0	False	F
QGNH01000907.1_4	QGNH01000907.1	QGNH01000907.1	4	2903	3337	-1	D			YP_010660039.1	YP_010660039.1 head-tail adaptor [Pseudoalteromonas phage HS6]	False	0.364	90.0	3.9500000000000005e-20	Bacteriophage Mu, Gp36 [PF07030.15]	VOG01664	sp|Q9T1V9|GPJ_BPMU Gene product J; Xh	Xh	0	False	F
QGNH01000907.1_5	QGNH01000907.1	QGNH01000907.1	5	3538	4482	-1	D			YP_009226543.1	YP_009226543.1 major head protein [Ralstonia phage RS138]	False	0.435	244.0	1.508e-70	Mu-like prophage major head subunit gpT [PF10124.12]	VOG04241	sp|Q9T1W1|CAPSD_BPMU Major capsid protein; XhXs	Xs;Xh	0	False	VF
QGNH01000907.1_6	QGNH01000907.1	QGNH01000907.1	6	4532	5014	-1	E			YP_009168762.1	YP_009168762.1 virion structural protein [Pseudomonas phage JBD25]	False	0.309	74.0	2.636e-14		VOG03879	REFSEQ virion structural protein; Xu	Xu	0	False	F
QGNH01000907.1_7	QGNH01000907.1	QGNH01000907.1	7	5069	6184	-1	D			YP_010665088.1	YP_010665088.1 protease [Ochrobactrum phage POA1180]	False	0.294	138.0	1.401e-33	Mu-like prophage I protein [PF10123.12]	VOG01958	sp|Q01267|PRO_BPMU Protease I; XhXs	Xs;Xh	0	False	V
QGNH01000907.1_8	QGNH01000907.1	QGNH01000907.1	8	6436	7242	1	D			YP_009909664.1	YP_009909664.1 ABC transporter [Escherichia phage ev207]	False	0.289	102.0	9.393e-23	ABC transporter [PF00005.30]	VOG06047	sp|G0SEV9|RLI1_CHATD Translation initiation factor RLI1; Xh	Xh	0	False	
QGNH01000907.1_9	QGNH01000907.1	QGNH01000907.1	9	7435	10635	-1	E													0	False	F
QGNH01000907.1_10	QGNH01000907.1	QGNH01000907.1	10	10908	13823	-1	D									Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin [PF15780.8]; SMP-30/Gluconolactonase/LRE-like region [PF08450.15]; NHL repeat [PF01436.24]				0	False	F
QGNH01000907.1_11	QGNH01000907.1	QGNH01000907.1	11	14076	14738	1	E													0	False	F
QGNH01000907.1_12	QGNH01000907.1	QGNH01000907.1	12	14822	15121	-1	D									Deoxyhypusine synthase [PF01916.20]				0	False	F
