Name	Count
Coenzyme transport and metabolism	102
Amino acid transport and metabolism	132
Inorganic ion transport and metabolism	83
Nucleotide transport and metabolism	71
Translation, ribosomal structure and biogenesis	186
Lipid transport and metabolism	53
Carbohydrate transport and metabolism	112
Energy production and conversion	99
Posttranslational modification, protein turnover, chaperones	70
Cell motility	44
Transcription	88
General function prediction only	142
Replication, recombination and repair	85
Secondary metabolites biosynthesis, transport and catabolism	25
Cell wall/membrane/envelope biogenesis	79
Intracellular trafficking, secretion, and vesicular transport	30
Cell cycle control, cell division, chromosome partitioning	47
Signal transduction mechanisms	93
Defense mechanisms	31
Function unknown	120
Mobilome: prophages, transposons	8
Cytoskeleton	2
Extracellular structures	7
