Name	Count
Carbohydrate metabolism	250
Lipid metabolism	58
Glycan biosynthesis and metabolism	48
Amino acid metabolism	188
Signal transduction	85
Endocrine system	14
Cancer: overview	10
Protein families: signaling and cellular processes	461
Energy metabolism	97
Metabolism of other amino acids	34
Metabolism of cofactors and vitamins	112
Biosynthesis of other secondary metabolites	37
Protein families: metabolism	196
Metabolism of terpenoids and polyketides	31
Nucleotide metabolism	81
Xenobiotics biodegradation and metabolism	34
Infectious disease: bacterial	20
Neurodegenerative disease	20
Cardiovascular disease	10
Protein families: genetic information processing	525
Poorly characterized	94
Nervous system	10
Substance dependence	3
Drug resistance: antineoplastic	5
Unclassified: metabolism	141
Folding, sorting and degradation	39
Cell motility	49
Translation	80
Cellular community - prokaryotes	83
Cell growth and death	19
Endocrine and metabolic disease	6
Environmental adaptation	8
Infectious disease: viral	2
Membrane transport	126
Drug resistance: antimicrobial	22
Replication and repair	68
Digestive system	6
Aging	10
Excretory system	1
Infectious disease: parasitic	2
Cancer: specific types	2
Unclassified: signaling and cellular processes	49
Unclassified: genetic information processing	27
Immune system	8
Transcription	5
Immune disease	1
Transport and catabolism	5
Signaling molecules and interaction	1
