	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
MZ334515_MZ334515.1_1	MZ334515	MZ334515.1	1	357	896	-1	D										Halobacterial output domain 1 [PF18545.4]	0
MZ334515_MZ334515.1_2	MZ334515	MZ334515.1	2	1254	2021	1	E											0
MZ334515_MZ334515.1_3	MZ334515	MZ334515.1	3	2014	2277	1	E											0
MZ334515_MZ334515.1_4	MZ334515	MZ334515.1	4	2388	2495	1	E											0
MZ334515_MZ334515.1_5	MZ334515	MZ334515.1	5	2729	2935	1	E											0
MZ334515_MZ334515.1_6	MZ334515	MZ334515.1	6	3027	4718	1	E											0
MZ334515_MZ334515.1_7	MZ334515	MZ334515.1	7	4733	6172	1	E											0
MZ334515_MZ334515.1_8	MZ334515	MZ334515.1	8	6175	6465	1	E											0
MZ334515_MZ334515.1_9	MZ334515	MZ334515.1	9	6462	7223	1	E											0
MZ334515_MZ334515.1_10	MZ334515	MZ334515.1	10	7230	7658	1	E											0
MZ334515_MZ334515.1_11	MZ334515	MZ334515.1	11	7681	8196	1	E											0
MZ334515_MZ334515.1_12	MZ334515	MZ334515.1	12	8238	9194	1	E											0
MZ334515_MZ334515.1_13	MZ334515	MZ334515.1	13	9240	9680	1	E											0
MZ334515_MZ334515.1_14	MZ334515	MZ334515.1	14	9680	10024	1	E											0
MZ334515_MZ334515.1_15	MZ334515	MZ334515.1	15	10027	12492	1	E											0
MZ334515_MZ334515.1_16	MZ334515	MZ334515.1	16	12489	12788	1	E											0
MZ334515_MZ334515.1_17	MZ334515	MZ334515.1	17	12794	13015	1	E											0
MZ334515_MZ334515.1_18	MZ334515	MZ334515.1	18	13052	13558	1	E											0
MZ334515_MZ334515.1_19	MZ334515	MZ334515.1	19	13568	14860	1	E											0
MZ334515_MZ334515.1_20	MZ334515	MZ334515.1	20	14889	15434	1	E											0
MZ334515_MZ334515.1_21	MZ334515	MZ334515.1	21	15489	15959	1	E											0
MZ334515_MZ334515.1_22	MZ334515	MZ334515.1	22	16036	16272	1	E											0
MZ334515_MZ334515.1_23	MZ334515	MZ334515.1	23	16275	18095	1	E											0
MZ334515_MZ334515.1_24	MZ334515	MZ334515.1	24	18096	18659	1	E											0
MZ334515_MZ334515.1_25	MZ334515	MZ334515.1	25	18656	20098	1	E											0
MZ334515_MZ334515.1_26	MZ334515	MZ334515.1	26	20101	20535	1	E											0
MZ334515_MZ334515.1_27	MZ334515	MZ334515.1	27	20532	20897	1	E											0
MZ334515_MZ334515.1_28	MZ334515	MZ334515.1	28	20962	21288	1	E											0
MZ334515_MZ334515.1_29	MZ334515	MZ334515.1	29	21285	22520	1	D										Baseplate J-like protein [PF04865.17]	0
MZ334515_MZ334515.1_30	MZ334515	MZ334515.1	30	22525	23178	1	E											0
MZ334515_MZ334515.1_31	MZ334515	MZ334515.1	31	23179	24588	1	E											0
MZ334515_MZ334515.1_32	MZ334515	MZ334515.1	32	24603	25793	1	E											0
MZ334515_MZ334515.1_33	MZ334515	MZ334515.1	33	25795	26172	1	E											0
MZ334515_MZ334515.1_34	MZ334515	MZ334515.1	34	26194	26685	1	E											0
MZ334515_MZ334515.1_35	MZ334515	MZ334515.1	35	26701	27537	-1	D										Family of unknown function (DUF6065) [PF19541.2]	0
MZ334515_MZ334515.1_36	MZ334515	MZ334515.1	36	27608	27733	1	E											0
MZ334515_MZ334515.1_37	MZ334515	MZ334515.1	37	27973	30393	1	C	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]								Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase, all-alpha domain [PF00317.24]	0
MZ334515_MZ334515.1_38	MZ334515	MZ334515.1	38	30402	30752	-1	E											0
MZ334515_MZ334515.1_39	MZ334515	MZ334515.1	39	30846	34712	-1	C	K07317	adenine-specific DNA-methyltransferase [EC:2.1.1.72]								Eco57I restriction-modification methylase [PF07669.14]; TaqI-like C-terminal specificity domain [PF12950.10]; N-6 DNA Methylase [PF02384.19]; Type I restriction enzyme R protein N terminus (HSDR_N) [PF13588.9]; MmeI, DNA-methyltransferase domain [PF20473.1]; MmeI, helicase spacer domain [PF20465.1]	0
MZ334515_MZ334515.1_40	MZ334515	MZ334515.1	40	34760	34987	-1	E											0
MZ334515_MZ334515.1_41	MZ334515	MZ334515.1	41	34990	35139	-1	E											0
MZ334515_MZ334515.1_42	MZ334515	MZ334515.1	42	35166	35354	-1	E											0
MZ334515_MZ334515.1_43	MZ334515	MZ334515.1	43	35809	37002	1	D										Phage integrase family [PF00589.25]	0
MZ334515_MZ334515.1_44	MZ334515	MZ334515.1	44	37053	37913	1	E											0
MZ334515_MZ334515.1_45	MZ334515	MZ334515.1	45	37910	38365	-1	E											0
MZ334515_MZ334515.1_46	MZ334515	MZ334515.1	46	38497	39861	-1	C	K14415	tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]								tRNA-splicing ligase RtcB [PF01139.20]	0
MZ334515_MZ334515.1_47	MZ334515	MZ334515.1	47	40108	40320	-1	E											0
MZ334515_MZ334515.1_48	MZ334515	MZ334515.1	48	40310	40501	-1	E											0
MZ334515_MZ334515.1_49	MZ334515	MZ334515.1	49	40498	40926	-1	E											0
MZ334515_MZ334515.1_50	MZ334515	MZ334515.1	50	40913	41470	-1	C	K01494	dCTP deaminase [EC:3.5.4.13]								dUTPase [PF00692.22]; 2'-deoxycytidine 5'-triphosphate deaminase (DCD) [PF06559.14]	0
MZ334515_MZ334515.1_51	MZ334515	MZ334515.1	51	41467	42171	-1	C	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]								Thymidylate synthase complementing protein [PF02511.18]	0
MZ334515_MZ334515.1_52	MZ334515	MZ334515.1	52	42168	42335	-1	E											0
MZ334515_MZ334515.1_53	MZ334515	MZ334515.1	53	42426	42854	-1	E											0
MZ334515_MZ334515.1_54	MZ334515	MZ334515.1	54	42854	45418	-1	D										DNA polymerase family B [PF00136.24]; DNA polymerase family B, exonuclease domain [PF03104.22]; Predicted 3'-5' exonuclease related to the exonuclease domain of PolB [PF10108.12]	0
MZ334515_MZ334515.1_55	MZ334515	MZ334515.1	55	45536	46009	-1	E											0
MZ334515_MZ334515.1_56	MZ334515	MZ334515.1	56	46191	47105	-1	D										Family of unknown function (DUF6610) [PF20314.1]	0
MZ334515_MZ334515.1_57	MZ334515	MZ334515.1	57	47119	47292	-1	E											0
MZ334515_MZ334515.1_58	MZ334515	MZ334515.1	58	47285	47413	-1	E											0
MZ334515_MZ334515.1_59	MZ334515	MZ334515.1	59	47406	47606	-1	E											0
MZ334515_MZ334515.1_60	MZ334515	MZ334515.1	60	47606	48613	-1	D										PD-(D/E)XK nuclease superfamily [PF12705.10]	0
MZ334515_MZ334515.1_61	MZ334515	MZ334515.1	61	48606	48806	-1	E											0
