	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_028660_1	NC_028660	NC_028660	1	2	1585	-1	E			YP_009168151.1	YP_009168151.1 terminase [Escherichia phage vB_EcoP_24B]	True	0.981	1094.0	0.0													VOG30053	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_028660_2	NC_028660	NC_028660	2	1566	2372	-1	E			YP_006906873.1	YP_006906873.1 terminase [Escherichia phage P13374]	True	0.929	524.0	3.731e-168													VOG00368	sp|P45915|YQAS_BACSU Uncharacterized protein YqaS; Xu	Xu	0	False	F
NC_028660_3	NC_028660	NC_028660	3	2665	3216	-1	D			YP_006906872.1	YP_006906872.1 Rha-like transcriptional regulator [Escherichia phage P13374]	True	0.972	377.0	5.964e-119								Phage regulatory protein Rha (Phage_pRha) [PF09669.13]; ORF11CD3 domain [PF10549.12]					VOG00448	sp|O34449|YOQD_BACSU SPbeta prophage-derived putative antirepressor protein YoqD; Xu	Xu	0	False	F
NC_028660_4	NC_028660	NC_028660	4	3419	3847	-1	C	K14744	prophage endopeptidase [EC:3.4.-.-]	YP_006906871.1	YP_006906871.1 Rz-like spanin [Escherichia phage P13374]	False	0.91	272.0	1.767e-83	MER0001304	X19	MER0001304 - murein endopeptidase (bacteriophage) () [X19.001]#X19#{peptidase unit: 1-153}~source ENPP_LAMBD~	False	0.455	119.0	6.975e-30	Bacteriophage Rz lysis protein [PF03245.16]					VOG02030	sp|P10305|SPAN1_BPT3 Spanin, inner membrane subunit; XhXp	Xh;Xp	0	False	F
NC_028660_5	NC_028660	NC_028660	5	3859	3993	-1	E			YP_009187862.1	YP_009187862.1 hypothetical protein AU083_gp04 [Escherichia phage phi191]	False	0.868	82.0	2.404e-19													VOG11960	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_028660_6	NC_028660	NC_028660	6	4008	4577	-1	D			YP_009187863.1	YP_009187863.1 anti-repressor Ant [Escherichia phage phi191]	True	0.98	393.0	1.915e-124								P22_AR N-terminal domain [PF10547.12]; ORF11CD3 domain [PF10549.12]								0	False	F
NC_028660_7	NC_028660	NC_028660	7	4850	5383	-1	C	K01185	lysozyme [EC:3.2.1.17]	YP_009187864.1	YP_009187864.1 lysozyme [Escherichia phage phi191]	True	1.0	377.0	2.382e-119								Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm				0	False	F
NC_028660_8	NC_028660	NC_028660	8	5388	5603	-1	D			YP_009187362.1	YP_009187362.1 holin (endogenous virus) [Enterobacteria phage VT2phi_272]	False	0.972	148.0	9.633e-42								Bacteriophage P21 holin S [PF04971.15]					VOG01566	sp|Q6XQ99|HOLIN_BPT1 Holin; XhXp	Xh;Xp	0	False	
NC_028660_9	NC_028660	NC_028660	9	5681	5926	-1	D			YP_001648936.1	YP_001648936.1 DUF826 domain-containing protein [Escherichia phage Min27]	False	0.865	148.0	1.586e-41								Protein of unknown function (DUF826) [PF05696.14]					VOG09564	REFSEQ DUF826 domain-containing protein; Xu	Xu	0	False	
NC_028660_10	NC_028660	NC_028660	10	6283	6828	-1	D			YP_009187867.1	YP_009187867.1 hypothetical protein AU083_gp09 [Escherichia phage phi191]	True	0.96	368.0	7.685e-116								Family of unknown function (DUF6645) [PF20350.1]								0	False	
NC_028660_11	NC_028660	NC_028660	11	6833	8218	-1	D			YP_009187868.1	YP_009187868.1 SASA family carbohydrate esterase [Escherichia phage phi191]	True	0.987	962.0	3.88e-316								Carbohydrate esterase, sialic acid-specific acetylesterase [PF03629.21]; Domain of unknown function (DUF1737) [PF08410.13]					VOG03336	REFSEQ SASA family carbohydrate esterase; Xu	Xu	0	False	
NC_028660_12	NC_028660	NC_028660	12	8705	8974	-1	C	K11007	shiga toxin subunit B	YP_009601925.1	YP_009601925.1 Shiga toxin subunit B [Escherichia phage PA28]	False	0.962	183.0	1.906e-53								Shiga-like toxin beta subunit [PF02258.19]					VOG03705	sp|P69178|STXB_BPH30 Shiga-like toxin 1 subunit B; Xh	Xh	0	False	
NC_028660_13	NC_028660	NC_028660	13	8986	9945	-1	C	K11006	shiga toxin subunit A	YP_009601924.1	YP_009601924.1 Shiga toxin subunit A [Escherichia phage PA28]	True	0.939	630.0	4.47e-204								Ribosome inactivating protein [PF00161.22]					VOG08638	sp|P10149|STXA_BPH30 Shiga-like toxin 1 subunit A; Xh	Xh	0	False	
NC_028660_14	NC_028660	NC_028660	14	10730	11182	-1	D			YP_009187871.1	YP_009187871.1 antitermination protein [Escherichia phage phi191]	False	0.996	318.0	3.235e-99								Phage antitermination protein Q [PF06530.15]					VOG01606	sp|O48429|REGQ_BPH19 Antitermination protein Q; Xu	Xu	0	False	
NC_028660_15	NC_028660	NC_028660	15	11173	11355	-1	D			YP_009187872.1	YP_009187872.1 NinH family protein [Escherichia phage phi191]	False	0.995	128.0	3.032e-35								Phage NinH protein [PF06322.14]					VOG07483	sp|P03771|NINH_LAMBD Protein ninH; Xu	Xu	0	False	
NC_028660_16	NC_028660	NC_028660	16	11352	11702	-1	D			YP_009187873.1	YP_009187873.1 NinG/ Rap DNA junction specific endonuclease [Escherichia phage phi191]	False	1.0	249.0	4.539e-76								Bacteriophage Lambda NinG protein [PF05766.15]								0	False	
NC_028660_17	NC_028660	NC_028660	17	11719	11922	-1	D			YP_009187874.1	YP_009187874.1 NinG protein [Escherichia phage phi191]	False	0.964	138.0	1.573e-38								Bacteriophage Lambda NinG protein [PF05766.15]								0	False	
NC_028660_18	NC_028660	NC_028660	18	11930	12379	-1	D			YP_009907816.1	YP_009907816.1 NinB/ Orf homologous recombination mediator [Escherichia phage Lyz12581Vzw]	False	0.977	309.0	3.1990000000000007e-96								Protein of unknown function (DUF1367) [PF07105.14]					VOG02348	REFSEQ NinB/ Orf homologous recombination mediator; Xu	Xu	0	False	
NC_028660_19	NC_028660	NC_028660	19	12530	13351	-1	D			YP_009187876.1	YP_009187876.1 DNA primase [Escherichia phage phi191]	True	1.0	582.0	2.578e-188								Toprim domain [PF13362.9]; Zinc-binding domain of primase-helicase [PF08273.15]					VOG02382	REFSEQ DNA primase; Xu	Xu	0	False	
NC_028660_20	NC_028660	NC_028660	20	13341	14861	-1	D			YP_006906853.1	YP_006906853.1 DEAD/DEAH box helicase [Escherichia phage P13374]	True	0.998	1069.0	0.0								Type III restriction enzyme, res subunit [PF04851.18]; Helicase conserved C-terminal domain [PF00271.34]; DEAD/DEAH box helicase [PF00270.32]					VOG00107	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	1	False	
NC_028660_21	NC_028660	NC_028660	21	14855	15241	-1	E			YP_009187878.1	YP_009187878.1 hypothetical protein AU083_gp20 [Escherichia phage phi191]	False	0.955	259.0	3.024e-79													VOG10716	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_028660_22	NC_028660	NC_028660	22	15763	15966	-1	D			YP_009180920.1	YP_009180920.1 Cro/CI family transcriptional regulator [Escherichia phage PA2]	False	0.947	136.0	1.444e-37								Cro [PF09048.13]					VOG00867	sp|P03040|RCRO_LAMBD Regulatory protein cro; XhXp	Xh;Xp	0	False	
NC_028660_23	NC_028660	NC_028660	23	16062	16478	1	D			YP_009187880.1	YP_009187880.1 helix-turn-helix domain-containing protein [Escherichia phage phi191]	False	0.922	269.0	2.501e-82	MER0059054	S24	MER0059054 - phage lambda repressor protein (Shigella dysenteriae) [S24.002]#S24#{peptidase unit: 103-236}~source ABB62031~	False	1.0	65.0	2.268e-11	Helix-turn-helix [PF01381.25]								0	False	P
NC_028660_24	NC_028660	NC_028660	24	16563	16799	-1	E			YP_009187881.1	YP_009187881.1 hypothetical protein AU083_gp23 [Escherichia phage phi191]	False	0.955	159.0	1.936e-45																0	False	
NC_028660_25	NC_028660	NC_028660	25	16873	18342	1	C	K07317	adenine-specific DNA-methyltransferase [EC:2.1.1.72]	YP_009180918.1	YP_009180918.1 DNA methyltransferase [Escherichia phage PA2]	True	0.968	998.0	0.0								N-6 DNA Methylase [PF02384.19]; Eco57I restriction-modification methylase [PF07669.14]; Ribosomal RNA adenine dimethylase [PF00398.23]					VOG10715	sp|P00474|MTPS_PROST Type II methyltransferase M.PstI; XhXp	Xh;Xp	0	False	
NC_028660_26	NC_028660	NC_028660	26	18339	19292	1	D			YP_009180917.1	YP_009180917.1 restriction endonuclease [Escherichia phage PA2]	True	0.981	658.0	7.789e-214								BsuBI/PstI restriction endonuclease domain [PF06616.14]; BsuBI/PstI restriction endonuclease HTH domain [PF17728.4]					VOG10714	sp|D4ZX34|T2AP_ARTPN Type II restriction enzyme AplI; Xp	Xp	0	False	
NC_028660_27	NC_028660	NC_028660	27	20046	20693	1	D			YP_007001444.1	YP_007001444.1 transcriptional regulator [Escherichia phage TL-2011c]	True	0.965	439.0	8.473e-140								Phage regulatory protein Rha (Phage_pRha) [PF09669.13]					VOG00448	sp|O34449|YOQD_BACSU SPbeta prophage-derived putative antirepressor protein YoqD; Xu	Xu	0	False	
NC_028660_28	NC_028660	NC_028660	28	20949	21377	1	D			YP_009187885.1	YP_009187885.1 anti-repressor [Escherichia phage phi191]	False	0.936	281.0	1.701e-86								ORF6N domain [PF10543.12]					VOG01357	REFSEQ anti-repressor; Xu	Xu	0	False	
NC_028660_29	NC_028660	NC_028660	29	21394	21627	1	E			YP_009187886.1	YP_009187886.1 hypothetical protein AU083_gp28 [Escherichia phage phi191]	False	0.95	156.0	1.688e-44																0	False	
NC_028660_30	NC_028660	NC_028660	30	21698	21910	1	E			YP_006906842.1	YP_006906842.1 Kil protein for bacterial septation inhibition [Escherichia phage P13374]	False	0.97	145.0	6.122999999999998e-41													VOG09493	sp|P38393|KILR_ECOLI Killing protein KilR; Xh	Xh	0	False	
NC_028660_31	NC_028660	NC_028660	31	21998	22204	1	E			YP_009187888.1	YP_009187888.1 hypothetical protein AU083_gp30 [Escherichia phage phi191]	False	0.956	139.0	8.782e-39													VOG10713	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_028660_32	NC_028660	NC_028660	32	22225	22893	1	E			YP_009187889.1	YP_009187889.1 gam-like host nuclease inhibitor [Escherichia phage phi191]	True	0.954	447.0	1.1450000000000001e-142													VOG03812	sp|P03702|GAM_LAMBD Host-nuclease inhibitor protein gam; Xp	Xp	0	False	
NC_028660_33	NC_028660	NC_028660	33	22997	23476	1	C	K07455	recombination protein RecT	YP_009187890.1	YP_009187890.1 RecT-like ssDNA annealing protein [Escherichia phage phi191]	False	0.952	320.0	7.5e-100								RecT family [PF03837.17]								0	False	
