	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000827.1_1	QGNH01000827.1	QGNH01000827.1	1	126	422	1	E											0	False	F
QGNH01000827.1_2	QGNH01000827.1	QGNH01000827.1	2	447	755	1	E											0	False	F
QGNH01000827.1_3	QGNH01000827.1	QGNH01000827.1	3	851	1024	1	E											0	False	F
QGNH01000827.1_4	QGNH01000827.1	QGNH01000827.1	4	1028	1309	-1	E											0	False	F
QGNH01000827.1_5	QGNH01000827.1	QGNH01000827.1	5	1311	1547	-1	E											0	False	F
QGNH01000827.1_6	QGNH01000827.1	QGNH01000827.1	6	1562	2632	-1	E											0	False	F
QGNH01000827.1_7	QGNH01000827.1	QGNH01000827.1	7	2654	4453	-1	E											0	False	F
QGNH01000827.1_8	QGNH01000827.1	QGNH01000827.1	8	4506	5003	1	E											0	False	F
QGNH01000827.1_9	QGNH01000827.1	QGNH01000827.1	9	5422	5874	1	E											0	False	
QGNH01000827.1_10	QGNH01000827.1	QGNH01000827.1	10	5899	6741	1	E											0	False	
QGNH01000827.1_11	QGNH01000827.1	QGNH01000827.1	11	6754	7377	1	E											0	False	
QGNH01000827.1_12	QGNH01000827.1	QGNH01000827.1	12	7411	7797	1	E											0	False	
QGNH01000827.1_13	QGNH01000827.1	QGNH01000827.1	13	7794	8012	-1	E											0	False	
QGNH01000827.1_14	QGNH01000827.1	QGNH01000827.1	14	8229	9887	-1	E	YP_002122381.1	YP_002122381.1 V20 [Sputnik virophage]	False	0.314	270.0	5.154e-76		VOG05312	sp|B4YNG0|CAPSD_SPTNK Putative capsid protein V20; Xs	Xs	0	False	V
QGNH01000827.1_15	QGNH01000827.1	QGNH01000827.1	15	10309	10821	-1	E								VOG00226	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000827.1_16	QGNH01000827.1	QGNH01000827.1	16	10923	12593	-1	E	YP_008859634.1	YP_008859634.1 minor virion protein [Zamilon virus]	False	0.197	109.0	2.647e-23		VOG03088	sp|B4YNF9|V19_SPTNK Structural protein V19; Xs	Xs	0	False	V
QGNH01000827.1_17	QGNH01000827.1	QGNH01000827.1	17	12623	13159	-1	E	YP_008859641.1	YP_008859641.1 hypothetical protein X812_gp12 [Zamilon virus]	False	0.458	138.0	4.4970000000000006e-36		VOG16709	sp|B4YNE9|V9_SPTNK Uncharacterized protein V9; Xu	Xu	0	False	F
QGNH01000827.1_18	QGNH01000827.1	QGNH01000827.1	18	13104	14150	-1	E	YP_008859647.1	YP_008859647.1 DNA packaging protein [Zamilon virus]	False	0.429	166.0	2.04e-43		VOG05703	sp|B4YNE3|V3_SPTNK Uncharacterized protein V3; Xu	Xu	0	False	F
QGNH01000827.1_19	QGNH01000827.1	QGNH01000827.1	19	14194	14757	1	E											0	False	F
QGNH01000827.1_20	QGNH01000827.1	QGNH01000827.1	20	14744	16564	-1	D	YP_002122382.1	YP_002122382.1 V21 [Sputnik virophage]	False	0.212	98.0	1.193e-19	Phospholipase A2-like domain [PF08398.13]	VOG05732	sp|Q5UQA5|YL544_MIMIV Uncharacterized protein L544; Xs	Xs	0	False	VF
QGNH01000827.1_21	QGNH01000827.1	QGNH01000827.1	21	16587	17636	-1	E											0	False	F
QGNH01000827.1_22	QGNH01000827.1	QGNH01000827.1	22	17665	18087	-1	E											0	False	F
