	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001745.1_1	QGNH01001745.1	QGNH01001745.1	1	1	207	1	E											0	False	F
QGNH01001745.1_2	QGNH01001745.1	QGNH01001745.1	2	204	683	1	E											0	False	F
QGNH01001745.1_3	QGNH01001745.1	QGNH01001745.1	3	683	952	1	E											0	False	F
QGNH01001745.1_4	QGNH01001745.1	QGNH01001745.1	4	953	2797	1	D	YP_007517703.1	YP_007517703.1 head-tail adaptor [Pelagibacter phage HTVC010P]	False	0.276	218.0	6.410000000000001e-58	Bacteriophage head to tail connecting protein [PF12236.11]	VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xs;Xp;Xr	0	False	VF
QGNH01001745.1_5	QGNH01001745.1	QGNH01001745.1	5	2794	3045	1	E											0	False	F
QGNH01001745.1_6	QGNH01001745.1	QGNH01001745.1	6	3047	3460	1	E											0	False	F
QGNH01001745.1_7	QGNH01001745.1	QGNH01001745.1	7	3469	3621	1	E											0	False	F
QGNH01001745.1_8	QGNH01001745.1	QGNH01001745.1	8	3621	4364	1	E											0	False	F
QGNH01001745.1_9	QGNH01001745.1	QGNH01001745.1	9	4374	5438	1	E	YP_010660689.1	YP_010660689.1 major head protein [Pseudomonas phage UFJF_PfDIW6]	False	0.266	128.0	2.5270000000000003e-30		VOG02257	REFSEQ major head protein; Xu	Xu	0	False	F
QGNH01001745.1_10	QGNH01001745.1	QGNH01001745.1	10	5449	6198	1	E											0	False	
QGNH01001745.1_11	QGNH01001745.1	QGNH01001745.1	11	6266	7015	1	E	YP_009800745.1	YP_009800745.1 tail protein [Burkholderia phage vB_BmuP_KL4]	False	0.258	73.0	4.701e-13					0	False	
QGNH01001745.1_12	QGNH01001745.1	QGNH01001745.1	12	7012	9465	1	E	YP_007517711.1	YP_007517711.1 tail protein [Pelagibacter phage HTVC010P]	False	0.203	163.0	3.124e-39					0	False	F
QGNH01001745.1_13	QGNH01001745.1	QGNH01001745.1	13	9459	10145	1	D	YP_009007078.1	YP_009007078.1 tail protein [Pseudomonas phage vB_PaeP_Tr60_Ab31]	False	0.26	66.0	3.85e-11	Ubiquitin-activating enzyme E1 FCCH domain [PF16190.8]				0	False	F
QGNH01001745.1_14	QGNH01001745.1	QGNH01001745.1	14	10145	10642	1	E											0	False	F
QGNH01001745.1_15	QGNH01001745.1	QGNH01001745.1	15	10642	12219	1	E											0	False	F
