	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001564.1_1	QGNH01001564.1	QGNH01001564.1	1	3	338	-1	E											0	False	F
QGNH01001564.1_2	QGNH01001564.1	QGNH01001564.1	2	371	850	-1	E											0	False	F
QGNH01001564.1_3	QGNH01001564.1	QGNH01001564.1	3	847	3684	-1	E											0	False	F
QGNH01001564.1_4	QGNH01001564.1	QGNH01001564.1	4	3689	4249	-1	E											0	False	F
QGNH01001564.1_5	QGNH01001564.1	QGNH01001564.1	5	4246	5475	-1	E											0	False	F
QGNH01001564.1_6	QGNH01001564.1	QGNH01001564.1	6	5478	6110	-1	E											0	False	
QGNH01001564.1_7	QGNH01001564.1	QGNH01001564.1	7	6543	7670	-1	E											0	False	
QGNH01001564.1_8	QGNH01001564.1	QGNH01001564.1	8	7649	8572	-1	E											0	False	
QGNH01001564.1_9	QGNH01001564.1	QGNH01001564.1	9	8932	10329	1	E								VOG04898	sp|D2XNR2|FLOT6_MEDTR Flotillin-like protein 6; Xh	Xh	0	False	
QGNH01001564.1_10	QGNH01001564.1	QGNH01001564.1	10	10852	11505	-1	E											0	False	
QGNH01001564.1_11	QGNH01001564.1	QGNH01001564.1	11	11598	12152	1	E											0	False	F
QGNH01001564.1_12	QGNH01001564.1	QGNH01001564.1	12	12136	12366	-1	E											0	False	F
QGNH01001564.1_13	QGNH01001564.1	QGNH01001564.1	13	12446	12730	-1	E											0	False	F
QGNH01001564.1_14	QGNH01001564.1	QGNH01001564.1	14	12714	12989	-1	E											0	False	F
QGNH01001564.1_15	QGNH01001564.1	QGNH01001564.1	15	13022	13243	-1	E											0	False	F
QGNH01001564.1_16	QGNH01001564.1	QGNH01001564.1	16	13268	13840	-1	E	YP_009831825.1	YP_009831825.1 HNH endonuclease [Streptomyces phage BRock]	False	109.0	6.225000000000001e-26	0.622		VOG00233	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
QGNH01001564.1_17	QGNH01001564.1	QGNH01001564.1	17	13859	14209	-1	D							DNA N-6-adenine-methyltransferase (Dam) [PF05869.14]				0	False	F
QGNH01001564.1_18	QGNH01001564.1	QGNH01001564.1	18	14264	16144	-1	D							Phage P22-like portal protein [PF16510.8]	VOG02069	sp|Q9T1S9|PORTL_BPAPS Portal protein; XhXpXrXs	Xh;Xp;Xs;Xr	0	False	VF
QGNH01001564.1_19	QGNH01001564.1	QGNH01001564.1	19	16483	16707	1	E											0	False	F
QGNH01001564.1_20	QGNH01001564.1	QGNH01001564.1	20	16707	16892	1	E											0	False	F
QGNH01001564.1_21	QGNH01001564.1	QGNH01001564.1	21	16885	17091	1	E											0	False	F
