	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
NC_023601_NC_023601_1	NC_023601	NC_023601	1	649	1122	-1	E											0
NC_023601_NC_023601_2	NC_023601	NC_023601	2	1089	1334	-1	E											0
NC_023601_NC_023601_3	NC_023601	NC_023601	3	1318	1458	-1	E											0
NC_023601_NC_023601_4	NC_023601	NC_023601	4	1458	1655	-1	E											0
NC_023601_NC_023601_5	NC_023601	NC_023601	5	1655	2026	-1	E											0
NC_023601_NC_023601_6	NC_023601	NC_023601	6	2023	2145	-1	E											0
NC_023601_NC_023601_7	NC_023601	NC_023601	7	2145	2537	-1	D										RF-1 domain [PF00472.23]	0
NC_023601_NC_023601_8	NC_023601	NC_023601	8	2530	2985	-1	E											0
NC_023601_NC_023601_9	NC_023601	NC_023601	9	2970	3149	-1	E											0
NC_023601_NC_023601_10	NC_023601	NC_023601	10	3228	3470	-1	E											0
NC_023601_NC_023601_11	NC_023601	NC_023601	11	3636	4028	-1	E											0
NC_023601_NC_023601_12	NC_023601	NC_023601	12	4089	4433	-1	E											0
NC_023601_NC_023601_13	NC_023601	NC_023601	13	4493	5068	-1	D										TerD domain [PF02342.21]	0
NC_023601_NC_023601_14	NC_023601	NC_023601	14	5134	5805	-1	D										Integral membrane protein TerC family [PF03741.19]	0
NC_023601_NC_023601_15	NC_023601	NC_023601	15	5871	6512	-1	D										vWA found in TerF C terminus [PF10138.12]; von Willebrand factor type A domain [PF13768.9]	0
NC_023601_NC_023601_16	NC_023601	NC_023601	16	6528	6782	-1	E											0
NC_023601_NC_023601_17	NC_023601	NC_023601	17	6807	7907	-1	D										Toxic anion resistance protein (TelA) [PF05816.14]	0
NC_023601_NC_023601_18	NC_023601	NC_023601	18	7912	8298	-1	E											0
NC_023601_NC_023601_19	NC_023601	NC_023601	19	8300	8803	-1	E											0
NC_023601_NC_023601_20	NC_023601	NC_023601	20	8800	9120	-1	E											0
NC_023601_NC_023601_21	NC_023601	NC_023601	21	9117	9320	-1	E											0
NC_023601_NC_023601_22	NC_023601	NC_023601	22	9329	9544	-1	E											0
NC_023601_NC_023601_23	NC_023601	NC_023601	23	9544	10122	-1	E											0
NC_023601_NC_023601_24	NC_023601	NC_023601	24	10122	10430	-1	E											0
NC_023601_NC_023601_25	NC_023601	NC_023601	25	10423	10584	-1	E											0
NC_023601_NC_023601_26	NC_023601	NC_023601	26	10565	11071	-1	D										Macro domain [PF01661.24]	0
NC_023601_NC_023601_27	NC_023601	NC_023601	27	11068	11190	-1	E											0
NC_023601_NC_023601_28	NC_023601	NC_023601	28	11236	13011	-1	C	K03462	nicotinamide phosphoribosyltransferase [EC:2.4.2.12]								Nicotinate phosphoribosyltransferase (NAPRTase) family [PF04095.19]; Nicotinamide phosphoribosyltransferase, N-terminal domain [PF18127.4]	0
NC_023601_NC_023601_29	NC_023601	NC_023601	29	13077	13820	-1	E											0
NC_023601_NC_023601_30	NC_023601	NC_023601	30	13834	14238	-1	E											0
NC_023601_NC_023601_31	NC_023601	NC_023601	31	14248	15135	-1	C	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]								N-terminal domain of ribose phosphate pyrophosphokinase [PF13793.9]; Phosphoribosyl synthetase-associated domain [PF14572.9]	0
NC_023601_NC_023601_32	NC_023601	NC_023601	32	15198	15536	-1	E											0
NC_023601_NC_023601_33	NC_023601	NC_023601	33	15523	15729	-1	E											0
NC_023601_NC_023601_34	NC_023601	NC_023601	34	15729	16145	-1	E											0
NC_023601_NC_023601_35	NC_023601	NC_023601	35	16145	17050	-1	D										RNA ligase [PF09511.13]	0
NC_023601_NC_023601_36	NC_023601	NC_023601	36	17053	17274	-1	E											0
NC_023601_NC_023601_37	NC_023601	NC_023601	37	17274	17843	-1	E											0
NC_023601_NC_023601_38	NC_023601	NC_023601	38	17840	18310	-1	D										HD domain [PF13328.9]	0
NC_023601_NC_023601_39	NC_023601	NC_023601	39	18368	18847	-1	E											0
NC_023601_NC_023601_40	NC_023601	NC_023601	40	18858	20015	-1	D										ATP dependent DNA ligase domain [PF01068.24]	0
NC_023601_NC_023601_41	NC_023601	NC_023601	41	20008	20247	-1	E											0
NC_023601_NC_023601_42	NC_023601	NC_023601	42	20244	20564	-1	E											0
NC_023601_NC_023601_43	NC_023601	NC_023601	43	20564	20797	-1	E											0
NC_023601_NC_023601_44	NC_023601	NC_023601	44	20784	21188	-1	C	K01493	dCMP deaminase [EC:3.5.4.12]								Cytidine and deoxycytidylate deaminase zinc-binding region [PF00383.26]; MafB19-like deaminase [PF14437.9]	0
NC_023601_NC_023601_45	NC_023601	NC_023601	45	21379	21585	-1	E											0
NC_023601_NC_023601_46	NC_023601	NC_023601	46	21582	21926	-1	E											0
NC_023601_NC_023601_47	NC_023601	NC_023601	47	21995	22606	-1	D			MER1072471	S49C	MER1072471 - subfamily S49C non-peptidase homologues () [S49.UNC]#S49C#{peptidase unit: 50-102}~source W8EDD8~	False	108.0	4.597e-25	0.945	Clp protease [PF00574.26]; Serine dehydrogenase proteinase [PF01972.19]	0
NC_023601_NC_023601_48	NC_023601	NC_023601	48	22599	23360	-1	D										PhoH-like protein [PF02562.19]	0
NC_023601_NC_023601_49	NC_023601	NC_023601	49	23402	23746	-1	E											0
NC_023601_NC_023601_50	NC_023601	NC_023601	50	23746	24186	-1	E											0
NC_023601_NC_023601_51	NC_023601	NC_023601	51	24683	24877	1	E											0
NC_023601_NC_023601_52	NC_023601	NC_023601	52	25033	25353	1	E											0
NC_023601_NC_023601_53	NC_023601	NC_023601	53	26137	26697	1	E											0
NC_023601_NC_023601_54	NC_023601	NC_023601	54	27118	27246	1	E											0
NC_023601_NC_023601_55	NC_023601	NC_023601	55	27253	27486	1	E											0
NC_023601_NC_023601_56	NC_023601	NC_023601	56	28462	28614	1	E											0
NC_023601_NC_023601_57	NC_023601	NC_023601	57	29286	30563	1	D										GDSL-like Lipase/Acylhydrolase family [PF13472.9]	0
NC_023601_NC_023601_58	NC_023601	NC_023601	58	30579	30842	1	E											0
NC_023601_NC_023601_59	NC_023601	NC_023601	59	30842	32653	1	E											0
NC_023601_NC_023601_60	NC_023601	NC_023601	60	32669	32896	1	E											0
NC_023601_NC_023601_61	NC_023601	NC_023601	61	33048	34517	1	D										Terminase RNaseH-like domain [PF17289.5]; Phage terminase large subunit [PF04466.16]	0
NC_023601_NC_023601_62	NC_023601	NC_023601	62	34529	35986	1	D										Protein of unknown function (DUF935) [PF06074.15]	0
NC_023601_NC_023601_63	NC_023601	NC_023601	63	35996	36451	1	D										Putative phage serine protease XkdF [PF14550.9]	0
NC_023601_NC_023601_64	NC_023601	NC_023601	64	36448	37368	1	E											0
