	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	heme_regulatory_motif_count
NC_026599_NC_026599_1	NC_026599	NC_026599	1	862	1032	1	E											0
NC_026599_NC_026599_2	NC_026599	NC_026599	2	1050	1604	1	E											0
NC_026599_NC_026599_3	NC_026599	NC_026599	3	1816	2034	1	E											0
NC_026599_NC_026599_4	NC_026599	NC_026599	4	2351	2533	1	E											0
NC_026599_NC_026599_5	NC_026599	NC_026599	5	2773	3021	1	E											0
NC_026599_NC_026599_6	NC_026599	NC_026599	6	3035	3190	1	E											0
NC_026599_NC_026599_7	NC_026599	NC_026599	7	3177	3323	1	E											0
NC_026599_NC_026599_8	NC_026599	NC_026599	8	3333	3596	1	E											0
NC_026599_NC_026599_9	NC_026599	NC_026599	9	3634	3867	1	E											0
NC_026599_NC_026599_10	NC_026599	NC_026599	10	4034	4285	1	E											0
NC_026599_NC_026599_11	NC_026599	NC_026599	11	4285	4710	1	E											0
NC_026599_NC_026599_12	NC_026599	NC_026599	12	4841	5053	1	E											0
NC_026599_NC_026599_13	NC_026599	NC_026599	13	5055	5273	1	E											0
NC_026599_NC_026599_14	NC_026599	NC_026599	14	5280	5498	1	E											0
NC_026599_NC_026599_15	NC_026599	NC_026599	15	5508	6332	1	D			MER0798374	I87	MER0798374 - family I87 unassigned peptidase inhibitors (Pseudomonas moraviensis) [I87.UPW]#I87#{inhibitor unit: 101-243}~source V8R775~	False	0.659	189.0	4.796e-52		0
NC_026599_NC_026599_16	NC_026599	NC_026599	16	6344	6472	1	E											0
NC_026599_NC_026599_17	NC_026599	NC_026599	17	6554	7516	1	E											0
NC_026599_NC_026599_18	NC_026599	NC_026599	18	7535	8494	1	E											0
NC_026599_NC_026599_19	NC_026599	NC_026599	19	8491	9291	1	D										Phage phiEco32-like COOH.NH2 ligase-type 2 [PF14395.9]	0
NC_026599_NC_026599_20	NC_026599	NC_026599	20	9284	9853	1	E											0
NC_026599_NC_026599_21	NC_026599	NC_026599	21	9829	11004	1	E											0
NC_026599_NC_026599_22	NC_026599	NC_026599	22	11016	12548	1	D			MER0044865	C44	MER0044865 - glutamine-fructose-6-phosphate transaminase precursor ({Dictyostelium discoideum}) () [C44.A08]#C44#{peptidase unit: 2-189}~source AAL85526~	False	0.832	325.0	7.459e-95	Glutamine amidotransferase domain [PF13522.9]; Glutamine amidotransferase domain [PF13537.9]	0
NC_026599_NC_026599_23	NC_026599	NC_026599	23	12558	12779	1	E											0
NC_026599_NC_026599_24	NC_026599	NC_026599	24	12910	13794	1	E											0
NC_026599_NC_026599_25	NC_026599	NC_026599	25	13794	14192	1	C	K19761	gamma-glutamylaminecyclotransferase [EC:2.3.2.-]								Gamma-glutamyl cyclotransferase, AIG2-like [PF06094.15]	0
NC_026599_NC_026599_26	NC_026599	NC_026599	26	14192	14569	1	E											0
NC_026599_NC_026599_27	NC_026599	NC_026599	27	14570	16279	1	D										DnaB-like helicase C terminal domain [PF03796.18]; Toprim-like [PF13155.9]	0
NC_026599_NC_026599_28	NC_026599	NC_026599	28	16263	16772	1	E											0
NC_026599_NC_026599_29	NC_026599	NC_026599	29	16739	17050	1	E											0
NC_026599_NC_026599_30	NC_026599	NC_026599	30	17086	17319	1	E											0
NC_026599_NC_026599_31	NC_026599	NC_026599	31	17300	17491	1	E											0
NC_026599_NC_026599_32	NC_026599	NC_026599	32	17478	17642	1	E											0
NC_026599_NC_026599_33	NC_026599	NC_026599	33	17633	17917	1	E											0
NC_026599_NC_026599_34	NC_026599	NC_026599	34	17988	18497	1	E											0
NC_026599_NC_026599_35	NC_026599	NC_026599	35	18526	18699	1	E											0
NC_026599_NC_026599_36	NC_026599	NC_026599	36	18700	20337	1	D										DNA polymerase family A [PF00476.23]	0
NC_026599_NC_026599_37	NC_026599	NC_026599	37	20407	20961	1	E											0
NC_026599_NC_026599_38	NC_026599	NC_026599	38	20939	21442	1	D										dATP/dGTP diphosphohydrolase, N-terminal [PF18909.3]	0
NC_026599_NC_026599_39	NC_026599	NC_026599	39	21414	21698	1	E											0
NC_026599_NC_026599_40	NC_026599	NC_026599	40	21698	22147	1	D										HNH endonuclease [PF13392.9]	0
NC_026599_NC_026599_41	NC_026599	NC_026599	41	22232	23062	1	D										5'-3' exonuclease, C-terminal SAM fold [PF01367.23]	0
NC_026599_NC_026599_42	NC_026599	NC_026599	42	23037	24020	1	E											0
