	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001418.1_1	QGNH01001418.1	QGNH01001418.1	1	2	466	-1	E															0	False	F
QGNH01001418.1_2	QGNH01001418.1	QGNH01001418.1	2	471	944	-1	E															0	False	F
QGNH01001418.1_3	QGNH01001418.1	QGNH01001418.1	3	964	1911	-1	E															0	False	F
QGNH01001418.1_4	QGNH01001418.1	QGNH01001418.1	4	1913	2131	-1	E															0	False	F
QGNH01001418.1_5	QGNH01001418.1	QGNH01001418.1	5	2136	4865	-1	E															0	False	F
QGNH01001418.1_6	QGNH01001418.1	QGNH01001418.1	6	4928	5560	-1	E															0	False	F
QGNH01001418.1_7	QGNH01001418.1	QGNH01001418.1	7	5579	5752	-1	E															0	False	
QGNH01001418.1_8	QGNH01001418.1	QGNH01001418.1	8	5767	6153	-1	E															0	False	
QGNH01001418.1_9	QGNH01001418.1	QGNH01001418.1	9	6306	7526	-1	E															0	False	
QGNH01001418.1_10	QGNH01001418.1	QGNH01001418.1	10	7531	9981	-1	E															0	False	
QGNH01001418.1_11	QGNH01001418.1	QGNH01001418.1	11	10023	10541	-1	E															0	False	
QGNH01001418.1_12	QGNH01001418.1	QGNH01001418.1	12	10547	10753	-1	E															0	False	
QGNH01001418.1_13	QGNH01001418.1	QGNH01001418.1	13	10798	11280	-1	E															0	False	
QGNH01001418.1_14	QGNH01001418.1	QGNH01001418.1	14	11313	12269	-1	E															0	False	
QGNH01001418.1_15	QGNH01001418.1	QGNH01001418.1	15	12272	12436	-1	E															0	False	
QGNH01001418.1_16	QGNH01001418.1	QGNH01001418.1	16	12440	12979	-1	E															0	False	
QGNH01001418.1_17	QGNH01001418.1	QGNH01001418.1	17	12976	13815	-1	E															0	False	
QGNH01001418.1_18	QGNH01001418.1	QGNH01001418.1	18	13825	14787	-1	E															0	False	
QGNH01001418.1_19	QGNH01001418.1	QGNH01001418.1	19	15069	15173	-1	E															0	False	
QGNH01001418.1_20	QGNH01001418.1	QGNH01001418.1	20	15193	15450	-1	E															0	False	
QGNH01001418.1_21	QGNH01001418.1	QGNH01001418.1	21	15579	15728	-1	E															0	False	
QGNH01001418.1_22	QGNH01001418.1	QGNH01001418.1	22	15743	16372	-1	E															0	False	
QGNH01001418.1_23	QGNH01001418.1	QGNH01001418.1	23	16377	17192	-1	E															0	False	
QGNH01001418.1_24	QGNH01001418.1	QGNH01001418.1	24	17194	19203	-1	D							Glycosyltransferase family 9 (heptosyltransferase) [PF01075.20]; Glycosyl transferase family 8 [PF01501.23]	GT9	GT9 lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); heptosyltransferase (EC 2.4.-.-).	2.4.1.56,2.4.99.-	GT9.hmm				0	False	
QGNH01001418.1_25	QGNH01001418.1	QGNH01001418.1	25	19307	20758	-1	E	YP_009099063.1	YP_009099063.1 major head protein [Bacillus phage CP-51]	False	0.201	91.0	7.722e-18						VOG02591	sp|Q6Y7S3|CAPSD_BPPGK Major capsid protein; Xs	Xs	0	False	V
QGNH01001418.1_26	QGNH01001418.1	QGNH01001418.1	26	20843	21733	-1	E															0	False	
QGNH01001418.1_27	QGNH01001418.1	QGNH01001418.1	27	21891	23102	-1	E															0	False	F
QGNH01001418.1_28	QGNH01001418.1	QGNH01001418.1	28	23105	23431	-1	E															0	False	F
QGNH01001418.1_29	QGNH01001418.1	QGNH01001418.1	29	23433	24305	-1	E															0	False	F
QGNH01001418.1_30	QGNH01001418.1	QGNH01001418.1	30	24385	27501	-1	D	YP_009792691.1	YP_009792691.1 surperfamily II DNA or RNA helicase [Bordetella phage vB_BbrM_PHB04]	False	0.216	110.0	6.269e-23	SNF2-related domain [PF00176.26]; Type III restriction enzyme, res subunit [PF04851.18]; DEAD/DEAH box helicase [PF00270.32]								0	False	F
