	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	heme_regulatory_motif_count
NC_042125_NC_042125_1	NC_042125	NC_042125	1	232	603	-1	E											1
NC_042125_NC_042125_2	NC_042125	NC_042125	2	603	806	-1	E											0
NC_042125_NC_042125_3	NC_042125	NC_042125	3	889	1080	-1	E											0
NC_042125_NC_042125_4	NC_042125	NC_042125	4	1744	1956	1	E											0
NC_042125_NC_042125_5	NC_042125	NC_042125	5	1969	2364	1	E											0
NC_042125_NC_042125_6	NC_042125	NC_042125	6	2378	2590	1	E											0
NC_042125_NC_042125_7	NC_042125	NC_042125	7	2594	2971	1	E											0
NC_042125_NC_042125_8	NC_042125	NC_042125	8	3127	3321	1	E											0
NC_042125_NC_042125_9	NC_042125	NC_042125	9	3281	3505	1	E											0
NC_042125_NC_042125_10	NC_042125	NC_042125	10	3502	3660	1	E											0
NC_042125_NC_042125_11	NC_042125	NC_042125	11	3672	3893	1	E											0
NC_042125_NC_042125_12	NC_042125	NC_042125	12	3886	4104	1	E											0
NC_042125_NC_042125_13	NC_042125	NC_042125	13	4101	4340	1	E											0
NC_042125_NC_042125_14	NC_042125	NC_042125	14	4337	4534	1	E											0
NC_042125_NC_042125_15	NC_042125	NC_042125	15	4629	6215	1	C	K06919	putative DNA primase/helicase								Family of unknown function (DUF5906) [PF19263.2]; D5 N terminal like [PF08706.14]	0
NC_042125_NC_042125_16	NC_042125	NC_042125	16	6304	6492	1	E											0
NC_042125_NC_042125_17	NC_042125	NC_042125	17	6565	7026	1	E											0
NC_042125_NC_042125_18	NC_042125	NC_042125	18	7075	7347	1	E											0
NC_042125_NC_042125_19	NC_042125	NC_042125	19	7349	7510	1	E											0
NC_042125_NC_042125_20	NC_042125	NC_042125	20	7512	7721	1	E											0
NC_042125_NC_042125_21	NC_042125	NC_042125	21	7724	7915	1	E											0
NC_042125_NC_042125_22	NC_042125	NC_042125	22	7941	8315	1	E											0
NC_042125_NC_042125_23	NC_042125	NC_042125	23	8308	8571	1	D										NUMOD4 motif [PF07463.14]; NUMOD1 domain [PF07453.16]	0
NC_042125_NC_042125_24	NC_042125	NC_042125	24	8561	9859	1	D										SNF2-related domain [PF00176.26]; Helicase conserved C-terminal domain [PF00271.34]	0
NC_042125_NC_042125_25	NC_042125	NC_042125	25	9856	10032	1	E											0
NC_042125_NC_042125_26	NC_042125	NC_042125	26	10092	10286	1	E											0
NC_042125_NC_042125_27	NC_042125	NC_042125	27	10300	10833	1	D										HNH endonuclease [PF13392.9]	0
NC_042125_NC_042125_28	NC_042125	NC_042125	28	10814	11557	1	D										Bifunctional DNA primase/polymerase, N-terminal [PF09250.14]; Primase C terminal 1 (PriCT-1) [PF08708.14]	0
NC_042125_NC_042125_29	NC_042125	NC_042125	29	11508	11756	1	E											0
NC_042125_NC_042125_30	NC_042125	NC_042125	30	11913	12419	1	D										Protein of unknwon function (DUF3310) [PF11753.11]	0
NC_042125_NC_042125_31	NC_042125	NC_042125	31	12421	12627	1	E											0
NC_042125_NC_042125_32	NC_042125	NC_042125	32	12624	13103	1	E											0
NC_042125_NC_042125_33	NC_042125	NC_042125	33	13114	13893	1	E											0
NC_042125_NC_042125_34	NC_042125	NC_042125	34	13866	14027	1	E											0
NC_042125_NC_042125_35	NC_042125	NC_042125	35	14020	14202	1	E											0
NC_042125_NC_042125_36	NC_042125	NC_042125	36	14192	15010	1	D										Protein of unknown function (DUF1351) [PF07083.14]	0
NC_042125_NC_042125_37	NC_042125	NC_042125	37	15011	15265	1	E											0
NC_042125_NC_042125_38	NC_042125	NC_042125	38	15343	16050	1	E											0
NC_042125_NC_042125_39	NC_042125	NC_042125	39	16121	16345	1	E											0
