	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
NC_070722_NC_070722_1	NC_070722	NC_070722	1	104	619	1	E											0
NC_070722_NC_070722_2	NC_070722	NC_070722	2	801	1262	1	D										Phage terminase, small subunit [PF05119.15]	0
NC_070722_NC_070722_3	NC_070722	NC_070722	3	1303	1992	1	D										Terminase large subunit, ATPase domain [PF03354.18]	0
NC_070722_NC_070722_4	NC_070722	NC_070722	4	2165	3184	1	D										Terminase large subunit, endonuclease domain [PF20441.1]	0
NC_070722_NC_070722_5	NC_070722	NC_070722	5	3385	4545	1	D										Phage portal protein [PF04860.15]	0
NC_070722_NC_070722_6	NC_070722	NC_070722	6	4532	5200	1	C	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	MER0048016	S14	MER0048016 - family S14 non-peptidase homologues () [S14.UNW]#S14#{peptidase unit: 34-172}~source AF115102~	False	263.0	2.475e-78	0.898	Clp protease [PF00574.26]; Serine dehydrogenase proteinase [PF01972.19]	0
NC_070722_NC_070722_7	NC_070722	NC_070722	7	5216	6409	1	D										Phage capsid family [PF05065.16]	0
NC_070722_NC_070722_8	NC_070722	NC_070722	8	6424	6738	1	D										Phage gp6-like head-tail connector protein [PF05135.16]	0
NC_070722_NC_070722_9	NC_070722	NC_070722	9	6738	7088	1	E											0
NC_070722_NC_070722_10	NC_070722	NC_070722	10	7095	7517	1	E											0
NC_070722_NC_070722_11	NC_070722	NC_070722	11	7522	7893	1	D										Protein of unknown function (DUF806) [PF05657.14]	0
NC_070722_NC_070722_12	NC_070722	NC_070722	12	7915	8523	1	D										Phage tail tube protein [PF04630.15]	0
NC_070722_NC_070722_13	NC_070722	NC_070722	13	8596	8949	1	D										Phage tail assembly chaperone proteins, TAC [PF06896.14]	0
NC_070722_NC_070722_14	NC_070722	NC_070722	14	9168	13943	1	D										Tape measure protein [PF20155.2]	0
NC_070722_NC_070722_15	NC_070722	NC_070722	15	13949	15505	1	D										Phage tail protein [PF05709.14]	0
NC_070722_NC_070722_16	NC_070722	NC_070722	16	15505	18684	1	D										Prophage endopeptidase tail [PF06605.14]	0
NC_070722_NC_070722_17	NC_070722	NC_070722	17	18684	20732	1	D										Siphovirus protein of unknown function (DUF859) [PF05895.15]	0
NC_070722_NC_070722_18	NC_070722	NC_070722	18	20753	21181	1	D										Protein of unknown function (DUF1366) [PF07104.14]	0
NC_070722_NC_070722_19	NC_070722	NC_070722	19	21135	21353	1	E											0
NC_070722_NC_070722_20	NC_070722	NC_070722	20	21367	21690	1	E											0
