locus_tag	ftype	length_bp	gene	EC_number	COG	product
MMJPLBAP_00001	CDS	198				hypothetical protein
MMJPLBAP_00002	CDS	186				hypothetical protein
MMJPLBAP_00003	CDS	117				hypothetical protein
MMJPLBAP_00004	CDS	249				hypothetical protein
MMJPLBAP_00005	CDS	633				hypothetical protein
MMJPLBAP_00006	CDS	324				hypothetical protein
MMJPLBAP_00007	CDS	540				hypothetical protein
MMJPLBAP_00008	CDS	315				hypothetical protein
MMJPLBAP_00009	CDS	573				hypothetical protein
MMJPLBAP_00010	CDS	576				hypothetical protein
MMJPLBAP_00011	CDS	312				hypothetical protein
MMJPLBAP_00012	CDS	717				hypothetical protein
MMJPLBAP_00013	CDS	225				hypothetical protein
MMJPLBAP_00014	CDS	231				hypothetical protein
MMJPLBAP_00015	CDS	237				hypothetical protein
MMJPLBAP_00016	CDS	150				hypothetical protein
MMJPLBAP_00017	CDS	399				hypothetical protein
MMJPLBAP_00018	CDS	543				hypothetical protein
MMJPLBAP_00019	CDS	501				hypothetical protein
MMJPLBAP_00020	CDS	1341				hypothetical protein
MMJPLBAP_00021	CDS	282				hypothetical protein
MMJPLBAP_00022	CDS	198				hypothetical protein
MMJPLBAP_00023	CDS	135				hypothetical protein
MMJPLBAP_00024	CDS	159				hypothetical protein
MMJPLBAP_00025	CDS	216				hypothetical protein
MMJPLBAP_00026	CDS	2490				hypothetical protein
MMJPLBAP_00027	CDS	135				hypothetical protein
MMJPLBAP_00028	CDS	363				hypothetical protein
MMJPLBAP_00029	CDS	174				hypothetical protein
MMJPLBAP_00030	CDS	348				hypothetical protein
MMJPLBAP_00031	CDS	198				hypothetical protein
MMJPLBAP_00032	CDS	1584				hypothetical protein
MMJPLBAP_00033	CDS	408				hypothetical protein
MMJPLBAP_00034	CDS	1260				hypothetical protein
MMJPLBAP_00035	CDS	624				hypothetical protein
MMJPLBAP_00036	CDS	384				hypothetical protein
MMJPLBAP_00037	CDS	534				hypothetical protein
MMJPLBAP_00038	CDS	246				hypothetical protein
MMJPLBAP_00039	CDS	216				hypothetical protein
MMJPLBAP_00040	CDS	234				hypothetical protein
MMJPLBAP_00041	CDS	1476				hypothetical protein
MMJPLBAP_00042	CDS	189				hypothetical protein
MMJPLBAP_00043	CDS	426				hypothetical protein
MMJPLBAP_00044	CDS	420				hypothetical protein
MMJPLBAP_00045	CDS	141				hypothetical protein
MMJPLBAP_00046	CDS	297				hypothetical protein
MMJPLBAP_00047	CDS	255				hypothetical protein
MMJPLBAP_00048	CDS	270				hypothetical protein
MMJPLBAP_00049	CDS	213				hypothetical protein
MMJPLBAP_00050	CDS	510				hypothetical protein
MMJPLBAP_00051	CDS	387				hypothetical protein
MMJPLBAP_00052	CDS	321				hypothetical protein
MMJPLBAP_00053	CDS	534				hypothetical protein
MMJPLBAP_00054	CDS	213				hypothetical protein
MMJPLBAP_00055	CDS	324				hypothetical protein
MMJPLBAP_00056	CDS	471				hypothetical protein
MMJPLBAP_00057	CDS	468				hypothetical protein
MMJPLBAP_00058	CDS	174				hypothetical protein
MMJPLBAP_00059	CDS	294				hypothetical protein
MMJPLBAP_00060	CDS	213				hypothetical protein
MMJPLBAP_00061	CDS	966				hypothetical protein
MMJPLBAP_00062	CDS	852				hypothetical protein
MMJPLBAP_00063	CDS	453				hypothetical protein
MMJPLBAP_00064	CDS	933				hypothetical protein
MMJPLBAP_00065	CDS	3273				hypothetical protein
MMJPLBAP_00066	CDS	300				hypothetical protein
