	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001330.1_1	QGNH01001330.1	QGNH01001330.1	1	1	699	1	D									C-5 cytosine-specific DNA methylase [PF00145.20]								0	False	F
QGNH01001330.1_2	QGNH01001330.1	QGNH01001330.1	2	696	911	1	E																	0	False	F
QGNH01001330.1_3	QGNH01001330.1	QGNH01001330.1	3	953	1549	1	E																	1	False	F
QGNH01001330.1_4	QGNH01001330.1	QGNH01001330.1	4	1546	1872	1	E																	0	False	F
QGNH01001330.1_5	QGNH01001330.1	QGNH01001330.1	5	2161	2406	1	E																	0	False	F
QGNH01001330.1_6	QGNH01001330.1	QGNH01001330.1	6	2403	2825	1	E			YP_010013838.1	YP_010013838.1 cysteine dioxygenase [Mycobacterium phage Estes]	False	0.588	164.0	6.009e-46						VOG04201	REFSEQ cysteine dioxygenase; Xu	Xu	0	False	F
QGNH01001330.1_7	QGNH01001330.1	QGNH01001330.1	7	2822	3172	1	E																	0	False	F
QGNH01001330.1_8	QGNH01001330.1	QGNH01001330.1	8	3169	3408	1	E																	0	False	F
QGNH01001330.1_9	QGNH01001330.1	QGNH01001330.1	9	3409	3642	1	E														VOG32118	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001330.1_10	QGNH01001330.1	QGNH01001330.1	10	3639	3899	1	C	K07733	prophage regulatory protein							Prophage CP4-57 regulatory protein (AlpA) [PF05930.15]								0	False	F
QGNH01001330.1_11	QGNH01001330.1	QGNH01001330.1	11	3794	5056	-1	D			YP_002321479.1	YP_002321479.1 integrase arm-type DNA-binding domain-containing protein [Stenotrophomonas phage S1]	False	0.384	256.0	7.971e-73	Arm DNA-binding domain [PF13356.9]; Phage integrase family [PF00589.25]					VOG00657	sp|P08320|VINT_BPP4 Integrase; Xr	Xr	0	False	VF
QGNH01001330.1_12	QGNH01001330.1	QGNH01001330.1	12	5302	5946	-1	E														VOG04164	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001330.1_13	QGNH01001330.1	QGNH01001330.1	13	5927	6097	-1	E																	0	False	
QGNH01001330.1_14	QGNH01001330.1	QGNH01001330.1	14	6094	6405	-1	E																	0	False	
QGNH01001330.1_15	QGNH01001330.1	QGNH01001330.1	15	6407	6568	-1	E																	0	False	
QGNH01001330.1_16	QGNH01001330.1	QGNH01001330.1	16	6568	7047	-1	D			YP_009883298.1	YP_009883298.1 endolysin [Salmonella phage SW9]	False	0.385	106.0	2.433e-25		GH104	GH104 peptidoglycan lytic transglycosylase (EC 3.2.1.-)	4.2.2.n1	GH104.hmm				0	False	
QGNH01001330.1_17	QGNH01001330.1	QGNH01001330.1	17	7101	7268	-1	E																	0	False	
QGNH01001330.1_18	QGNH01001330.1	QGNH01001330.1	18	7289	9265	-1	D			YP_009151631.1	YP_009151631.1 hypothetical protein CPT_Moonbeam68 [Bacillus phage Moonbeam]	False	0.242	130.0	2.614e-29	Pectate lyase superfamily protein [PF12708.10]								0	False	
QGNH01001330.1_19	QGNH01001330.1	QGNH01001330.1	19	9262	9420	-1	E																	0	False	
QGNH01001330.1_20	QGNH01001330.1	QGNH01001330.1	20	9420	11507	-1	E																	0	False	
QGNH01001330.1_21	QGNH01001330.1	QGNH01001330.1	21	11508	13112	-1	E																	0	False	
QGNH01001330.1_22	QGNH01001330.1	QGNH01001330.1	22	13113	14195	-1	E			YP_009222579.1	YP_009222579.1 DNA ejection [Rhodoferax phage P26218]	False	0.276	98.0	1.212e-20						VOG01328	sp|Q01074|GP7_BPP22 Internal virion protein gp7; XhXpXrXs	Xp;Xs;Xr;Xh	0	False	V
QGNH01001330.1_23	QGNH01001330.1	QGNH01001330.1	23	14183	14785	-1	D			YP_009324257.1	YP_009324257.1 minor coat protein [Synechococcus phage S-WAM2]	False	0.321	67.0	1.549e-11	Family of unknown function (DUF6445) [PF20043.2]					VOG00392	REFSEQ minor coat protein; Xu	Xu	0	False	
QGNH01001330.1_24	QGNH01001330.1	QGNH01001330.1	24	14773	15069	-1	E																	0	False	
QGNH01001330.1_25	QGNH01001330.1	QGNH01001330.1	25	15066	15404	-1	E																	0	False	
QGNH01001330.1_26	QGNH01001330.1	QGNH01001330.1	26	15401	15811	-1	E																	0	False	
QGNH01001330.1_27	QGNH01001330.1	QGNH01001330.1	27	15825	16859	-1	E																	0	False	
QGNH01001330.1_28	QGNH01001330.1	QGNH01001330.1	28	16856	18436	-1	D			YP_009222582.1	YP_009222582.1 head closure Hc3 [Rhodoferax phage P26218]	False	0.344	286.0	1.0539999999999999e-81	Phage stabilisation protein [PF11134.11]					VOG10156	sp|P26749|VG10_BPP22 Packaged DNA stabilization protein gp10; Xh	Xh	0	False	
QGNH01001330.1_29	QGNH01001330.1	QGNH01001330.1	29	18436	19386	-1	E														VOG12454	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001330.1_30	QGNH01001330.1	QGNH01001330.1	30	19383	19625	-1	E																	0	False	
QGNH01001330.1_31	QGNH01001330.1	QGNH01001330.1	31	19642	20001	-1	E																	0	False	
QGNH01001330.1_32	QGNH01001330.1	QGNH01001330.1	32	20001	20735	-1	E																	0	False	
QGNH01001330.1_33	QGNH01001330.1	QGNH01001330.1	33	20742	21149	-1	E																	0	False	
QGNH01001330.1_34	QGNH01001330.1	QGNH01001330.1	34	21159	22517	-1	D			YP_010676997.1	YP_010676997.1 major head protein [Shewanella phage X14]	False	0.26	161.0	2.013e-40	P22 coat protein - gene protein 5 [PF11651.11]								0	False	
