	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001554.1_1	QGNH01001554.1	QGNH01001554.1	1	3	629	-1	E											0	False	F
QGNH01001554.1_2	QGNH01001554.1	QGNH01001554.1	2	639	1685	-1	E											0	False	F
QGNH01001554.1_3	QGNH01001554.1	QGNH01001554.1	3	1900	2607	-1	E											0	False	F
QGNH01001554.1_4	QGNH01001554.1	QGNH01001554.1	4	2619	3158	-1	E											0	False	F
QGNH01001554.1_5	QGNH01001554.1	QGNH01001554.1	5	3161	3481	-1	E											0	False	F
QGNH01001554.1_6	QGNH01001554.1	QGNH01001554.1	6	3515	4021	-1	E											0	False	F
QGNH01001554.1_7	QGNH01001554.1	QGNH01001554.1	7	4078	5055	-1	E											0	False	F
QGNH01001554.1_8	QGNH01001554.1	QGNH01001554.1	8	5077	5226	-1	E											0	False	
QGNH01001554.1_9	QGNH01001554.1	QGNH01001554.1	9	5226	5387	-1	E											0	False	
QGNH01001554.1_10	QGNH01001554.1	QGNH01001554.1	10	5390	5560	-1	E											0	False	
QGNH01001554.1_11	QGNH01001554.1	QGNH01001554.1	11	5560	5907	-1	E											0	False	
QGNH01001554.1_12	QGNH01001554.1	QGNH01001554.1	12	5978	6835	-1	E											0	False	
QGNH01001554.1_13	QGNH01001554.1	QGNH01001554.1	13	7134	7757	-1	E											0	False	
QGNH01001554.1_14	QGNH01001554.1	QGNH01001554.1	14	7782	8672	-1	E								VOG11300	REFSEQ major head protein; Xu	Xu	0	False	
QGNH01001554.1_15	QGNH01001554.1	QGNH01001554.1	15	8937	9677	-1	E											0	False	
QGNH01001554.1_16	QGNH01001554.1	QGNH01001554.1	16	9949	10278	-1	E											0	False	
QGNH01001554.1_17	QGNH01001554.1	QGNH01001554.1	17	10282	10479	-1	E											0	False	
QGNH01001554.1_18	QGNH01001554.1	QGNH01001554.1	18	10863	11033	-1	E											0	False	
QGNH01001554.1_19	QGNH01001554.1	QGNH01001554.1	19	11030	12859	-1	E											0	False	F
QGNH01001554.1_20	QGNH01001554.1	QGNH01001554.1	20	12875	13504	-1	E											0	False	F
QGNH01001554.1_21	QGNH01001554.1	QGNH01001554.1	21	13697	13882	-1	E											0	False	F
QGNH01001554.1_22	QGNH01001554.1	QGNH01001554.1	22	13896	14087	-1	E											0	False	F
QGNH01001554.1_23	QGNH01001554.1	QGNH01001554.1	23	14118	14318	-1	E											0	False	F
QGNH01001554.1_24	QGNH01001554.1	QGNH01001554.1	24	14330	14419	-1	E											0	False	F
QGNH01001554.1_25	QGNH01001554.1	QGNH01001554.1	25	14433	16598	-1	E	YP_008125177.1	YP_008125177.1 terminase large subunit [Vibrio phage nt-1]	False	114.0	1.923e-24	0.197		VOG00068	sp|P25479|VPP_BPP2 Terminase, ATPase subunit; XhXr	Xh;Xr	0	False	VF
QGNH01001554.1_26	QGNH01001554.1	QGNH01001554.1	26	16599	17201	-1	E											0	False	F
QGNH01001554.1_27	QGNH01001554.1	QGNH01001554.1	27	17198	17644	-1	E											0	False	F
QGNH01001554.1_28	QGNH01001554.1	QGNH01001554.1	28	17708	17851	-1	E											0	False	F
