	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001560.1_1	QGNH01001560.1	QGNH01001560.1	1	1	237	-1	E													0	False	F
QGNH01001560.1_2	QGNH01001560.1	QGNH01001560.1	2	238	435	-1	E													0	False	F
QGNH01001560.1_3	QGNH01001560.1	QGNH01001560.1	3	666	2312	1	E			YP_010738124.1	YP_010738124.1 terminase large subunit [Hafnia phage yong1]	True	0.515	518.0	4.196e-161		VOG00068	sp|P25479|VPP_BPP2 Terminase, ATPase subunit; XhXr	Xh;Xr	0	False	VF
QGNH01001560.1_4	QGNH01001560.1	QGNH01001560.1	4	2316	3983	1	C	K09961	uncharacterized protein	YP_010052939.1	YP_010052939.1 portal protein [Aeromonas phage 2_D05]	True	0.421	364.0	8.107000000000001e-108	Protein of unknown function (DUF1073) [PF06381.14]	VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	F
QGNH01001560.1_5	QGNH01001560.1	QGNH01001560.1	5	4020	4277	1	E										VOG00252	REFSEQ holin; Xu	Xu	0	False	F
QGNH01001560.1_6	QGNH01001560.1	QGNH01001560.1	6	4359	4523	1	E													0	False	F
QGNH01001560.1_7	QGNH01001560.1	QGNH01001560.1	7	4529	4825	1	E													0	False	F
QGNH01001560.1_8	QGNH01001560.1	QGNH01001560.1	8	4828	6351	1	E			YP_009213489.1	YP_009213489.1 DNA transfer protein [Rhodobacter phage RcRhea]	False	0.34	258.0	1.9410000000000005e-72		VOG01525	sp|O64245|VG54_BPMD2 Gene 54 protein; Xu	Xu	0	False	F
QGNH01001560.1_9	QGNH01001560.1	QGNH01001560.1	9	6348	7241	1	E			YP_003169710.1	YP_003169710.1 phosphoadenosine phosphosulfate reductase [Thermus phage P23-77]	False	0.382	184.0	4.685e-50		VOG01424	sp|P03766|Y290_LAMBD Uncharacterized nin region protein ORF290; Xu	Xu	0	False	
QGNH01001560.1_10	QGNH01001560.1	QGNH01001560.1	10	7296	7733	1	D			NP_958167.1	NP_958167.1 gp62 [Burkholderia phage Bcep43]	False	0.601	104.0	3.606e-25	Domain of unknown function (DUF6378) [PF19905.2]				0	False	
QGNH01001560.1_11	QGNH01001560.1	QGNH01001560.1	11	7987	8775	1	D			YP_010052940.1	YP_010052940.1 head morphogenesis [Aeromonas phage 2_D05]	False	0.431	173.0	6.160000000000001e-47	Phage Mu protein F like protein [PF04233.17]				0	False	
QGNH01001560.1_12	QGNH01001560.1	QGNH01001560.1	12	8807	9631	1	C	K09960	uncharacterized protein	YP_010053018.1	YP_010053018.1 head maturation protease [Aeromonas phage 4_D05]	False	0.532	189.0	3.547e-52	Uncharacterized protein conserved in bacteria (DUF2213) [PF09979.12]	VOG02460	sp|P44180|Y1405_HAEIN Uncharacterized protein HI_1405; Xu	Xu	0	False	
QGNH01001560.1_13	QGNH01001560.1	QGNH01001560.1	13	9698	10312	1	E													0	False	
QGNH01001560.1_14	QGNH01001560.1	QGNH01001560.1	14	10355	11275	1	E			YP_010052944.1	YP_010052944.1 minor head protein [Aeromonas phage 2_D05]	False	0.407	86.0	5.027e-17		VOG04729	REFSEQ virion structural protein; Xu	Xu	0	False	
QGNH01001560.1_15	QGNH01001560.1	QGNH01001560.1	15	11316	12347	1	D			YP_010052715.1	YP_010052715.1 major head protein [Ralstonia phage Adzire]	False	0.498	284.0	8.468e-84	Uncharacterized protein conserved in bacteria (DUF2184) [PF09950.12]	VOG02112	sp|A0A0U5AF03|CAPSD_BPK22 Major capsid protein; Xs	Xs	0	False	VF
QGNH01001560.1_16	QGNH01001560.1	QGNH01001560.1	16	12360	12908	1	E													0	False	F
QGNH01001560.1_17	QGNH01001560.1	QGNH01001560.1	17	12923	13381	1	E													0	False	F
QGNH01001560.1_18	QGNH01001560.1	QGNH01001560.1	18	13394	13900	1	D			NP_944316.1	NP_944316.1 virion structural protein [Burkholderia phage Bcep1]	False	0.4	96.0	6.343999999999999e-22	Protein of unknown function (DUF4054) [PF13262.9]	VOG00732	REFSEQ virion structural protein; Xu	Xu	0	False	F
QGNH01001560.1_19	QGNH01001560.1	QGNH01001560.1	19	13890	14399	1	E			YP_010052951.1	YP_010052951.1 tail completion or Neck1 protein [Aeromonas phage 2_D05]	False	0.438	124.0	1.008e-31		VOG02678	REFSEQ tail completion or Neck1 protein; Xu	Xu	0	False	F
QGNH01001560.1_20	QGNH01001560.1	QGNH01001560.1	20	14396	14581	1	E													0	False	F
QGNH01001560.1_21	QGNH01001560.1	QGNH01001560.1	21	14578	14985	1	E			YP_010052823.1	YP_010052823.1 head protein [Edwardsiella phage Edno5]	False	0.342	75.0	4.338e-15		VOG04390	REFSEQ head protein; Xu	Xu	0	False	F
QGNH01001560.1_22	QGNH01001560.1	QGNH01001560.1	22	14985	15509	1	E			YP_010052953.1	YP_010052953.1 hypothetical protein KE335_gp66 [Aeromonas phage 2_D05]	False	0.343	91.0	4.5720000000000005e-20		VOG01549	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001560.1_23	QGNH01001560.1	QGNH01001560.1	23	15588	17309	1	D			YP_007007754.1	YP_007007754.1 tail sheath [Aeromonas phage vB_AsaM-56]	False	0.301	259.0	6.683000000000002e-72	Protein of unknown function (DUF3383) [PF11863.11]	VOG03778	REFSEQ tail sheath; Xu	Xu	0	False	F
