	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001685.1_1	QGNH01001685.1	QGNH01001685.1	1	2	514	1	E											0	False	F
QGNH01001685.1_2	QGNH01001685.1	QGNH01001685.1	2	474	4232	1	D	YP_010115339.1	YP_010115339.1 DarB-like antirestriction [Sinorhizobium phage PBC5]	False	0.434	139.0	1.533e-31	Inorganic Pyrophosphatase [PF18823.4]				0	False	F
QGNH01001685.1_3	QGNH01001685.1	QGNH01001685.1	3	4246	4461	1	D							Phage conserved hypothetical protein BR0599 [PF09356.13]				0	False	F
QGNH01001685.1_4	QGNH01001685.1	QGNH01001685.1	4	4458	4787	1	E											0	False	F
QGNH01001685.1_5	QGNH01001685.1	QGNH01001685.1	5	4826	5713	1	E											0	False	F
QGNH01001685.1_6	QGNH01001685.1	QGNH01001685.1	6	5783	6622	-1	E											0	False	
QGNH01001685.1_7	QGNH01001685.1	QGNH01001685.1	7	6689	6934	-1	E											1	False	
QGNH01001685.1_8	QGNH01001685.1	QGNH01001685.1	8	7007	7345	1	E											0	False	
QGNH01001685.1_9	QGNH01001685.1	QGNH01001685.1	9	7348	7851	1	E											0	False	
QGNH01001685.1_10	QGNH01001685.1	QGNH01001685.1	10	7848	8378	1	E	YP_009099621.1	YP_009099621.1 hypothetical protein PPF1_58 [Rhizobium phage vB_RleM_PPF1]	False	0.463	134.0	9.632e-35		VOG13736	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001685.1_11	QGNH01001685.1	QGNH01001685.1	11	8463	11354	1	D	YP_010104512.1	YP_010104512.1 head morphogenesis [Gordonia phage Keitabear]	False	0.259	132.0	1.791e-29	Phage Mu protein F like protein [PF04233.17]; Intein splicing domain [PF14890.9]	VOG00318	sp|P45918|YQBB_BACSU Uncharacterized protein YqbB; Xu	Xu	0	False	F
QGNH01001685.1_12	QGNH01001685.1	QGNH01001685.1	12	11351	12274	1	E											0	False	F
QGNH01001685.1_13	QGNH01001685.1	QGNH01001685.1	13	12222	12782	1	E											0	False	F
QGNH01001685.1_14	QGNH01001685.1	QGNH01001685.1	14	12809	13459	1	E											0	False	F
