Name	Count
Carbohydrate metabolism	238
Lipid metabolism	53
Glycan biosynthesis and metabolism	43
Amino acid metabolism	177
Signal transduction	88
Endocrine system	13
Cancer: overview	11
Protein families: signaling and cellular processes	451
Energy metabolism	94
Metabolism of other amino acids	33
Metabolism of cofactors and vitamins	107
Biosynthesis of other secondary metabolites	32
Protein families: metabolism	190
Metabolism of terpenoids and polyketides	29
Nucleotide metabolism	80
Xenobiotics biodegradation and metabolism	36
Infectious disease: bacterial	22
Neurodegenerative disease	20
Cardiovascular disease	10
Protein families: genetic information processing	527
Poorly characterized	94
Nervous system	10
Substance dependence	3
Drug resistance: antineoplastic	5
Unclassified: metabolism	126
Folding, sorting and degradation	34
Cell motility	48
Translation	81
Cellular community - prokaryotes	88
Cell growth and death	18
Endocrine and metabolic disease	6
Environmental adaptation	8
Infectious disease: viral	2
Membrane transport	109
Drug resistance: antimicrobial	23
Replication and repair	65
Digestive system	6
Aging	10
Excretory system	1
Infectious disease: parasitic	2
Cancer: specific types	2
Unclassified: signaling and cellular processes	52
Unclassified: genetic information processing	30
Immune system	8
Transcription	5
Immune disease	1
Transport and catabolism	5
Signaling molecules and interaction	1
