Name	Count
Acetyl-coA fermentation to butyrate II (clostridium)	1
Acetoin biosynthesis	10
Starch	25
Xylose	8
Lysine biosynthesis	10
Amino acid biosynthesis precursor pyruvate and oxaloacetate	81
Tryptophan metabolism	7
Bifidobacterium shunt	4
Heterolactic fermentation	8
Homolactic fermentation	4
Pyruvate Fermentation	59
Cysteine and methionine metabolism	22
Histidine degradation	1
Mixed acid fermentation	11
Replenishment of TCA cycle intermediates (necessary because some intermediates serve as precursors for biosysnthesis)	3
Incomplete TCA fork	9
Serine pathway for formaldehyde fixation	3
Cellular response to stress	21
Glycine, serine and threonine metabolism	17
Polysaccharide biosynthesis and assembly of cell surface structure	46
Purine metabolism	50
Methionine biosynthesis	2
Glycolysis	6
EMP	10
Glycolysis III (EMP)	9
Gluconeogenesis in archea	8
Regulation of stress-activated protein kinase signaling cascade	1
Lysine degradation VIII	1
Methionine degradation	2
Methane oxidation to cO2	2
TCA cycle	9
Valine, leucine and isoleucine degradation	9
Fatty acid activation	5
Reductive TCA cycle	3
Fatty acid beta-oxidation I	6
Oxydation deamination	2
Alanine, aspartate and glutamate metabolism (contain asparagin as well)	19
Arginine and proline metabolism	22
Ammonia assimilation	6
Valine, leucine and isoleucine biosynthesis	2
Phenylalanine metabolism	9
Response to osmotic stress	34
From formate	1
From CO2	1
Pyrimidine metabolism	42
Response to oxidative stress	8
Phenylalanine, tyrosine and tryptophan biosynthesis	15
Response to nitrosative stress	10
Reductive acetyl coenzyme A pathway	15
Acetylene degradation	3
Lysine fermentation to acetate and butyrate	3
Acetate formation from acetyl-coA I	1
Glycosyltransferase	10
Disaccaride phosphorylase	25
Histidine biosynthesis, pRpp => histidine	10
Galactose	13
RuMP pathway for formaldehyde fixation (first two steps are common to both RuMP pathway variants)	1
Gluconeogenesis	4
Hexose	2
Pentose	3
EMP  in archea	6
From acetate	3
nan	1
Sulfur compounds cycle	3
Polysaccharide lyase	2
Glycoside hydrolase	18
Chitin	1
Arabinose	2
Carbohydrate esterase	2
D-glutamine and D-glutamate metabolism	4
Other aromatics degradation	1
Degradation of purine bases	1
Formaldehyde oxidation (tetrahydrofolate pathway)	2
Aromatic carboxylic acid degradation	2
Glutamate degradation V (via hydroxyglutarate)	5
Polycyclic aromatic hydrocarbon degradation	1
Pyruvate fermentation to butanol	6
Regulation of translation in response to oxidative stress	1
Fatty acid beta-oxidation II (core pathway)	3
Fatty acid beta-oxidation IV (unsaturated)	2
Fatty acid beta-oxidation III (unsaturated)	1
Degradation of pyrimidine bases	1
Mannose	10
ABC transporters, prokaryotic type	59
Cellular response to osmotic stress	17
Regulation of response to osmotic stress	15
Hydrogen production VII (chlorophyta, cyanobacteria)	1
Phosphotransferase system (pts)	22
Major Facilitator superfamily (MFS)	12
Cellular response to oxidative stress	3
Transamination	1
Regulation of translational initiation in response to osmotic stress	2
BTEX and related aromatics degradation	1
Cellular response to cation stress	2
