locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NC_073204_1		K02334	COG0749		phrog_17	VOG12441	KEGG:K02334	875	8.6e-200	656.7	2.7.7.7	dpo; DNA polymerase bacteriophage-type
NC_073204_2					phrog_112	VOG00262	PHROG:phrog_112	209	7.6e-38	122.1		Gp2.5-like ssDNA binding protein and ssDNA annealing protein
NC_073204_3		K07465	COG2887		phrog_69	VOG00510	PHROG:phrog_69	375	1.7e-95	312.4		exonuclease
NC_073204_4												Hypothetical
NC_073204_5		K22300	COG3620		phrog_3	VOG00002	KEGG:K22300	73	1e-14	46.9		dicA; HTH-type transcriptional regulator, cell division transcriptional repressor
NC_073204_6		K07505	COG3598		phrog_3228	VOG00431	PHROG:phrog_3228	729	0	1114.3		replicative helicase-primase
NC_073204_7												Hypothetical
NC_073204_8		K07733	COG3311		phrog_66	VOG00006	PHROG:phrog_66	57	9.9e-18	56.8		excisionase and transcriptional regulator
NC_073204_9												Hypothetical
NC_073204_10						VOG02625	VOG:VOG02625	40	1.6e-17	53.7		REFSEQ hypothetical protein
NC_073204_11												Hypothetical
NC_073204_12												Hypothetical
NC_073204_13												Hypothetical
NC_073204_14					phrog_1040	VOG00301	PHROG:phrog_1040	145	1.2e-48	157.5		peptidase HslV family
NC_073204_15					phrog_2359	VOG02581	PHROG:phrog_2359	94	4.4e-36	114.8		holin
NC_073204_16					phrog_2508	VOG10519	VOG:VOG10519	97	8.8e-43	136.2		REFSEQ holin
NC_073204_17	K01185	K01185	COG3772	GH24	phrog_33703	VOG00595	PHROG:phrog_33703	163	3.1e-49	156.5		endolysin
NC_073204_18												Hypothetical
NC_073204_19												Hypothetical
NC_073204_20					phrog_3002	VOG01913	VOG:VOG01913	53	9.8e-28	87.8		REFSEQ hypothetical protein
NC_073204_21												Hypothetical
NC_073204_22					phrog_268	VOG07483	VOG:VOG07483	119	2.8e-36	114.5		sp|P03771|NINH_LAMBD Protein ninH
NC_073204_23												Hypothetical
NC_073204_24												Hypothetical
NC_073204_25												Hypothetical
NC_073204_26					phrog_3064	VOG01634	PHROG:phrog_3064	169	7.3e-76	245.5		terminase
NC_073204_27												Hypothetical
NC_073204_28					phrog_145	VOG00109	PHROG:phrog_145	492	2e-157	516.4		portal protein
NC_073204_29					phrog_6095	VOG10588	PHROG:phrog_6095	218	1.4e-126	412.2		amidase
NC_073204_30			COG2369		phrog_241, phrog_241	VOG14588	VOG:VOG14588	620	1.7e-276	906.4		REFSEQ head protein
NC_073204_31					phrog_3945	VOG01555	PHROG:phrog_3945	153	5.9e-89	287.5		Hoc-like head decoration
NC_073204_32					phrog_2536	VOG00150	PHROG:phrog_2536	129	1.3e-59	191.7		Rz-like spanin
NC_073204_33					phrog_206	VOG08006	PHROG:phrog_206	234	6.4e-58	188.5		head scaffolding protein
NC_073204_34					phrog_247	VOG08005	PHROG:phrog_247	350	7.4e-118	385.1		major head protein
NC_073204_35					phrog_4366	VOG06327	PHROG:phrog_4366	95	3.9e-46	147.7		head fiber protein
NC_073204_36	K12567	K12567			phrog_4069	VOG01555	PHROG:phrog_4069	117	2.2e-65	209.7		Hoc-like head decoration
NC_073204_37												Hypothetical
NC_073204_38					phrog_477	VOG01527	PHROG:phrog_477	170	1.7e-56	182.3		head-tail adaptor Ad1
NC_073204_39												Hypothetical
NC_073204_40					phrog_17193	VOG00159	PHROG:phrog_17193	120	7.7e-69	223.7		tail completion or Neck1 protein
NC_073204_41					phrog_17193	VOG00996	PHROG:phrog_17193	132	4.1e-81	263.9		tail completion or Neck1 protein
NC_073204_42					phrog_179	VOG00387	PHROG:phrog_179	140	1.1e-36	117.6		tail terminator
NC_073204_43					phrog_290	VOG00339	PHROG:phrog_290	390	5.9e-89	290.5		minor tail protein
NC_073204_44		K07741	COG3646		phrog_63	VOG27711	VOG:VOG27711	224	2.3e-74	203.0		REFSEQ anti-repressor Ant
NC_073204_45												Hypothetical
NC_073204_46					phrog_704	VOG02246	PHROG:phrog_704	377	7.5e-173	566.6		DNA repair exonuclease
NC_073204_47					phrog_1039	VOG04694	PHROG:phrog_1039	60	5.7e-28	89.9		immunity to superinfection
NC_073204_48					phrog_15027	VOG03810	VOG:VOG03810	139	1.4e-52	170.4		REFSEQ tail assembly chaperone
NC_073204_49												Hypothetical
NC_073204_50			COG3941		phrog_1538	VOG25678	VOG:VOG25678	778	0	1111.3		REFSEQ tail length tape measure protein
NC_073204_51					phrog_384	VOG00317	VOG:VOG00317	148	1.8e-49	160.6		REFSEQ hypothetical protein
NC_073204_52					phrog_396	VOG00951	VOG:VOG00951	172	2.2e-57	185.1		REFSEQ minor tail protein
NC_073204_53					phrog_329	VOG02080	VOG:VOG02080	122	2.7e-54	176.6		REFSEQ hypothetical protein
NC_073204_54					phrog_469	VOG02597	VOG:VOG02597	853	0	1023.9		REFSEQ tail protein
NC_073204_55				GH90	phrog_1819	VOG02052	PHROG:phrog_1819	677	0	1010.7		tail spike protein
NC_073204_56												Hypothetical
NC_073204_57		K14440	COG0553		phrog_62	VOG02058	PHROG:phrog_62	475	4.8e-153	502.0		DNA helicase
NC_073204_58												Hypothetical
NC_073204_59					phrog_93	VOG00231	PHROG:phrog_93	96	1.2e-34	110.8		endonuclease
NC_073204_60		K02334	COG0749		phrog_7766	VOG00693	PHROG:phrog_7766	157	2e-69	224.4		DNA polymerase
