	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000837.1_1	QGNH01000837.1	QGNH01000837.1	1	314	2224	1	E	YP_009186871.1	YP_009186871.1 hypothetical protein AUR69_gp07 [Hydrogenobaculum phage 1]	False	239.0	8.888e-65	0.29		VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01000837.1_2	QGNH01000837.1	QGNH01000837.1	2	2226	2750	1	E											0	False	F
QGNH01000837.1_3	QGNH01000837.1	QGNH01000837.1	3	2747	4465	1	E											0	False	F
QGNH01000837.1_4	QGNH01000837.1	QGNH01000837.1	4	4462	4812	-1	E											0	False	F
QGNH01000837.1_5	QGNH01000837.1	QGNH01000837.1	5	4816	5049	-1	E											0	False	F
QGNH01000837.1_6	QGNH01000837.1	QGNH01000837.1	6	5261	5650	1	E											0	False	
QGNH01000837.1_7	QGNH01000837.1	QGNH01000837.1	7	5650	5820	1	E											0	False	
QGNH01000837.1_8	QGNH01000837.1	QGNH01000837.1	8	5832	6020	1	E											0	False	
QGNH01000837.1_9	QGNH01000837.1	QGNH01000837.1	9	6023	6628	1	E											0	False	
QGNH01000837.1_10	QGNH01000837.1	QGNH01000837.1	10	6642	7685	1	E											0	False	
QGNH01000837.1_11	QGNH01000837.1	QGNH01000837.1	11	7726	8307	1	E											0	False	
QGNH01000837.1_12	QGNH01000837.1	QGNH01000837.1	12	8320	9489	1	E											0	False	
QGNH01000837.1_13	QGNH01000837.1	QGNH01000837.1	13	9493	9714	1	E											0	False	
QGNH01000837.1_14	QGNH01000837.1	QGNH01000837.1	14	9746	10498	1	E											0	False	
QGNH01000837.1_15	QGNH01000837.1	QGNH01000837.1	15	10498	11418	1	E											0	False	
QGNH01000837.1_16	QGNH01000837.1	QGNH01000837.1	16	11418	13043	1	E											0	False	F
QGNH01000837.1_17	QGNH01000837.1	QGNH01000837.1	17	13047	13823	1	E											0	False	F
QGNH01000837.1_18	QGNH01000837.1	QGNH01000837.1	18	13823	14164	1	E											0	False	F
QGNH01000837.1_19	QGNH01000837.1	QGNH01000837.1	19	14169	14636	1	E											0	False	F
QGNH01000837.1_20	QGNH01000837.1	QGNH01000837.1	20	14654	15175	1	D							Acetyltransferase (GNAT) domain [PF13673.10]; Acetyltransferase (GNAT) family [PF00583.28]				0	False	F
QGNH01000837.1_21	QGNH01000837.1	QGNH01000837.1	21	15177	16472	1	E											0	False	F
QGNH01000837.1_22	QGNH01000837.1	QGNH01000837.1	22	16476	17525	1	E											0	False	F
