	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001106.1_1	QGNH01001106.1	QGNH01001106.1	1	1	405	1	E																				0	False	F
QGNH01001106.1_2	QGNH01001106.1	QGNH01001106.1	2	389	2452	1	D			YP_007111916.1	YP_007111916.1 DNA polymerase [Vibrio phage vB_VpaS_MAR10]	False	0.329	340.0	7.872e-98								DNA polymerase family A [PF00476.23]	VOG00075	sp|O64235|DPOL_BPMD2 DNA polymerase; XhXr	Xh;Xr	0	False	VF
QGNH01001106.1_3	QGNH01001106.1	QGNH01001106.1	3	2445	2651	1	E																				0	False	F
QGNH01001106.1_4	QGNH01001106.1	QGNH01001106.1	4	3092	3529	1	E			YP_008058373.1	YP_008058373.1 hypothetical protein M201_gp11 [Haloarcula californiae tailed virus 2]	False	0.573	146.0	1.515e-39												0	False	F
QGNH01001106.1_5	QGNH01001106.1	QGNH01001106.1	5	3542	4468	1	D			YP_009600223.1	YP_009600223.1 clamp loader of DNA polymerase [Dinoroseobacter phage vB_DshS-R5C]	False	0.414	217.0	2.849e-61								DNA polymerase III, delta subunit [PF13177.9]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.15]; ATPase family associated with various cellular activities (AAA) [PF00004.32]; Rad17 P-loop domain [PF03215.18]; AAA domain (dynein-related subfamily) [PF07728.17]; Magnesium chelatase, subunit ChlI [PF01078.24]	VOG02490	sp|Q58294|RFCL_METJA Replication factor C large subunit; XhXr	Xh;Xr	0	False	VF
QGNH01001106.1_6	QGNH01001106.1	QGNH01001106.1	6	4508	5083	1	E																	VOG04282	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001106.1_7	QGNH01001106.1	QGNH01001106.1	7	5614	6249	1	E			YP_009598663.1	YP_009598663.1 hypothetical protein FDH27_gp072 [Vibrio phage SSP002]	False	0.335	72.0	3.807e-13												0	False	F
QGNH01001106.1_8	QGNH01001106.1	QGNH01001106.1	8	6246	6587	1	E																				0	False	F
QGNH01001106.1_9	QGNH01001106.1	QGNH01001106.1	9	6595	8988	1	C	K03553	recombination protein RecA	YP_009598665.1	YP_009598665.1 DNA recombination/repair protein RecA [Vibrio phage SSP002]	False	0.409	203.0	5.052e-52	MER0178386	N10	MER0178386 - family N10 unassigned peptide lyases (Thermomonospora curvata) [N10.UPW]#N10#{peptidase unit: 548-978}~source ACY97162~	False	102.0	1.845e-20	0.204	recA bacterial DNA recombination protein [PF00154.24]; Intein splicing domain [PF14890.9]; LAGLIDADG-like domain [PF14528.9]				0	False	F
QGNH01001106.1_10	QGNH01001106.1	QGNH01001106.1	10	9012	9329	1	E			YP_005098029.1	YP_005098029.1 hypothetical protein phi297_0002 [Pseudomonas phage phi297]	False	0.498	91.0	4.239e-21									VOG02307	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001106.1_11	QGNH01001106.1	QGNH01001106.1	11	9334	9558	1	E																				0	False	F
QGNH01001106.1_12	QGNH01001106.1	QGNH01001106.1	12	9558	10124	1	E																				0	False	F
