	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001734.1_1	QGNH01001734.1	QGNH01001734.1	1	3	173	-1	E											0	False	F
QGNH01001734.1_2	QGNH01001734.1	QGNH01001734.1	2	259	489	-1	E											0	False	F
QGNH01001734.1_3	QGNH01001734.1	QGNH01001734.1	3	491	706	-1	E											0	False	F
QGNH01001734.1_4	QGNH01001734.1	QGNH01001734.1	4	1037	2878	1	D	YP_007007737.1	YP_007007737.1 terminase large subunit [Aeromonas phage vB_AsaM-56]	False	194.0	5.114e-50	0.258	Terminase RNaseH-like domain [PF17289.5]	VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xh;Xr	0	False	VF
QGNH01001734.1_5	QGNH01001734.1	QGNH01001734.1	5	2964	5315	1	E											0	False	F
QGNH01001734.1_6	QGNH01001734.1	QGNH01001734.1	6	5299	5475	1	E											0	False	
QGNH01001734.1_7	QGNH01001734.1	QGNH01001734.1	7	5475	5807	1	E											0	False	
QGNH01001734.1_8	QGNH01001734.1	QGNH01001734.1	8	6063	6254	1	E											0	False	
QGNH01001734.1_9	QGNH01001734.1	QGNH01001734.1	9	6241	6873	1	E											0	False	
QGNH01001734.1_10	QGNH01001734.1	QGNH01001734.1	10	6873	7124	1	E											0	False	
QGNH01001734.1_11	QGNH01001734.1	QGNH01001734.1	11	7124	7312	1	E											0	False	
QGNH01001734.1_12	QGNH01001734.1	QGNH01001734.1	12	7309	7923	1	E											0	False	F
QGNH01001734.1_13	QGNH01001734.1	QGNH01001734.1	13	7923	8144	1	E											0	False	F
QGNH01001734.1_14	QGNH01001734.1	QGNH01001734.1	14	8141	9181	1	E											0	False	F
QGNH01001734.1_15	QGNH01001734.1	QGNH01001734.1	15	9178	9876	1	E											0	False	F
QGNH01001734.1_16	QGNH01001734.1	QGNH01001734.1	16	10012	10632	1	E											0	False	F
QGNH01001734.1_17	QGNH01001734.1	QGNH01001734.1	17	10636	11544	1	E											0	False	F
QGNH01001734.1_18	QGNH01001734.1	QGNH01001734.1	18	11557	12384	1	E											0	False	F
