target	query	e-value	score	length	start	end
NZ_ATCL01000017.1_31291_33075_+	CBM34	1.1e-40	135.9	594	6	138
NZ_ATCL01000014.1_596845_599787_+	CBM41	1.6e-44	83.1	980	45	147
NZ_ATCL01000014.1_596845_599787_+	CBM41	1.6e-44	72.4	980	158	251
NZ_ATCL01000019.1_7052_10480_+	CBM41	3.3e-16	54.5	1142	358	452
NZ_ATCL01000014.1_596845_599787_+	CBM48	1.4e-11	40.0	980	349	437
NZ_ATCL01000009.1_179848_182013_+	CBM48	4.9e-11	38.8	721	110	192
NZ_ATCL01000022.1_303796_305790_+	CBM48	1.2e-07	27.9	664	22	103
NZ_ATCL01000022.1_58958_61348_+	CBM4	5e-79	101.2	796	324	468
NZ_ATCL01000022.1_58958_61348_+	CBM4	5e-79	65.6	796	502	629
NZ_ATCL01000022.1_58958_61348_+	CBM4	5e-79	103.9	796	655	774
NZ_ATCL01000022.1_195434_196504_-	CBM50	1.9e-34	62.4	356	258	301
NZ_ATCL01000022.1_195434_196504_-	CBM50	1.9e-34	55.8	356	312	355
NZ_ATCL01000020.1_684910_685692_+	CBM50	1.2e-27	46.4	260	28	69
NZ_ATCL01000020.1_684910_685692_+	CBM50	1.2e-27	46.3	260	83	122
NZ_ATCL01000014.1_496232_497830_-	CBM50	5.1e-15	49.8	532	32	73
NZ_ATCL01000022.1_113863_117369_-	CBM56	1.9e-06	25.5	1168	413	487
NZ_ATCL01000020.1_546321_547070_-	CE12	6.7e-08	29.8	249	57	229
NZ_ATCL01000020.1_470049_470732_+	CE14	2.3e-21	73.5	227	5	108
NZ_ATCL01000022.1_266989_267642_-	CE14	2.4e-13	46.8	171	9	78
NZ_ATCL01000014.1_236931_237746_-	CE1	3.2e-42	141.9	271	23	263
NZ_ATCL01000003.1_76330_77112_-	CE1	6.9e-34	114.8	260	16	255
NZ_ATCL01000009.1_157966_158721_+	CE1	1.2e-09	35.4	251	36	234
NZ_ATCL01000020.1_546321_547070_-	CE3	3.5e-11	36.9	249	64	242
NZ_ATCL01000022.1_195434_196504_-	CE4	2.4e-35	117.8	356	56	179
NZ_ATCL01000014.1_354312_355040_-	CE4	3.1e-27	92.1	242	33	156
NZ_ATCL01000014.1_487488_488342_-	CE4	3e-25	82.8	276	101	238
NZ_ATCL01000014.1_356339_357055_-	CE4	6.1e-23	78.0	238	30	154
NZ_ATCL01000014.1_424266_425216_+	CE7	1.2e-94	314.0	316	6	312
NZ_ATCL01000022.1_117758_118513_+	CE7	6.5e-10	29.5	251	90	233
NZ_ATCL01000009.1_59636_60400_+	CE7	8.1e-09	25.6	254	83	236
NZ_ATCL01000003.1_37790_38935_+	CE9	3.5e-127	421.3	381	3	371
NZ_ATCL01000021.1_32156_33307_+	CE9	5.4e-16	31.3	383	309	351
NZ_ATCL01000020.1_315408_316688_+	CE9	5.9e-12	27.9	426	12	108
NZ_ATCL01000003.1_53391_55100_+	CE9	1.4e-11	29.3	569	285	344
NZ_ATCL01000014.1_244875_246278_+	GH114	1.8e-10	38.4	467	50	219
NZ_ATCL01000014.1_328387_329787_+	GH117	2.9e-09	30.3	466	95	200
NZ_ATCL01000014.1_202105_203814_+	GH13	5.7e-80	267.3	569	42	390
NZ_ATCL01000022.1_118655_120352_+	GH13	2.1e-79	264.6	565	42	390
NZ_ATCL01000017.1_31291_33075_+	GH13	4.2e-79	264.4	594	185	483
NZ_ATCL01000022.1_214530_216179_+	GH13	8.1e-78	259.5	549	27	376
NZ_ATCL01000014.1_680222_681853_+	GH13	4.8e-76	253.7	543	25	363
NZ_ATCL01000017.1_25823_27334_-	GH13	1.5e-71	239.1	503	55	359
NZ_ATCL01000019.1_7052_10480_+	GH13	6.7e-51	171.8	1142	682	1005
NZ_ATCL01000009.1_344112_345581_+	GH13	3.6e-50	168.8	489	22	375
NZ_ATCL01000014.1_168749_170293_+	GH13	5e-48	161.5	514	57	405
NZ_ATCL01000022.1_303796_305790_+	GH13	1.7e-44	150.2	664	174	500
NZ_ATCL01000014.1_596845_599787_+	GH13	4.7e-38	129.6	980	520	850
NZ_ATCL01000009.1_179848_182013_+	GH13	2.1e-36	123.5	721	264	591
NZ_ATCL01000003.1_68761_70830_+	GH13	3.7e-20	67.2	689	124	525
NZ_ATCL01000014.1_425451_427796_+	GH13	1e-08	32.5	781	340	513
NZ_ATCL01000022.1_58958_61348_+	GH16	3.5e-61	202.4	796	38	289
NZ_ATCL01000008.1_6454_7860_+	GH1	1.2e-169	561.9	468	2	464
NZ_ATCL01000008.1_10262_11614_-	GH1	2.3e-161	534.6	450	2	439
NZ_ATCL01000022.1_168512_169936_+	GH1	1.8e-155	515.2	474	14	471
NZ_ATCL01000020.1_781424_782878_-	GH1	1.2e-152	505.9	484	4	481
NZ_ATCL01000020.1_678035_679489_+	GH1	3.2e-150	498.0	484	2	475
NZ_ATCL01000022.1_159391_160842_+	GH1	3.8e-150	497.7	483	5	473
NZ_ATCL01000014.1_451075_452526_-	GH1	1.1e-149	496.1	483	5	473
NZ_ATCL01000020.1_754832_755524_+	GH23	5.2e-19	65.7	230	62	199
NZ_ATCL01000012.1_93063_94169_+	GH23	5.1e-10	36.2	368	91	226
NZ_ATCL01000022.1_216753_218441_-	GH28	1.7e-10	34.3	535	214	347
NZ_ATCL01000014.1_409620_411608_+	GH2	2.1e-09	33.4	662	11	318
NZ_ATCL01000014.1_103908_106250_+	GH31	4.4e-126	418.5	780	175	600
NZ_ATCL01000014.1_343773_345257_+	GH32	1.2e-116	386.8	494	30	330
NZ_ATCL01000020.1_617398_618816_+	GH32	8.8e-98	324.8	472	37	334
NZ_ATCL01000014.1_409620_411608_+	GH35	1.1e-08	30.4	662	12	152
NZ_ATCL01000014.1_411605_413671_+	GH36	1.1e-223	742.1	688	9	671
NZ_ATCL01000014.1_425451_427796_+	GH36	1.9e-09	33.6	781	401	522
NZ_ATCL01000014.1_432485_434977_+	GH38	3.1e-51	171.3	830	3	251
NZ_ATCL01000014.1_172425_174374_+	GH3	2.2e-66	220.4	649	117	352
NZ_ATCL01000022.1_50919_53693_+	GH3	2.2e-60	200.7	924	515	734
NZ_ATCL01000014.1_409620_411608_+	GH42	5.5e-148	490.2	662	6	378
NZ_ATCL01000014.1_329804_331114_+	GH43	3.5e-61	204.4	436	23	326
NZ_ATCL01000014.1_328387_329787_+	GH43	2.5e-57	192.3	466	59	360
NZ_ATCL01000014.1_339300_340247_+	GH43	5.4e-49	164.8	315	5	301
NZ_ATCL01000014.1_340244_341188_+	GH43	3.2e-44	149.1	314	12	308
NZ_ATCL01000014.1_343773_345257_+	GH43	1.5e-11	26.2	494	148	281
NZ_ATCL01000020.1_617398_618816_+	GH43	2.7e-11	37.0	472	45	246
NZ_ATCL01000014.1_527810_529129_-	GH4	1.2e-72	238.9	439	4	184
NZ_ATCL01000014.1_73753_75150_-	GH4	1.1e-71	236.8	465	6	180
NZ_ATCL01000014.1_359374_360723_+	GH4	3.4e-59	196.0	449	7	186
NZ_ATCL01000014.1_335353_336876_+	GH51	4.8e-146	485.3	507	13	506
NZ_ATCL01000022.1_216753_218441_-	GH55	7.9e-08	27.8	535	95	158
NZ_ATCL01000009.1_353975_356176_+	GH57	2e-73	245.3	733	8	426
NZ_ATCL01000020.1_781424_782878_-	GH5	2.2e-13	47.1	484	82	431
NZ_ATCL01000014.1_451075_452526_-	GH5	2.6e-13	46.8	483	73	392
NZ_ATCL01000022.1_159391_160842_+	GH5	2.2e-11	40.3	483	70	424
NZ_ATCL01000022.1_168512_169936_+	GH5	3.3e-10	35.3	474	54	462
