target	query	e-value	score	length	start	end
NZ_ATCL01000014.1_236931_237746_-	CE1	3.2e-42	141.9	271	23	263
NZ_ATCL01000003.1_76330_77112_-	CE1	6.9e-34	114.8	260	16	255
NZ_ATCL01000009.1_157966_158721_+	CE1	1.2e-09	35.4	251	36	234
NZ_ATCL01000020.1_546321_547070_-	CE3	3.5e-11	36.9	249	64	242
NZ_ATCL01000022.1_195434_196504_-	CE4	2.4e-35	117.8	356	56	179
NZ_ATCL01000014.1_354312_355040_-	CE4	3.1e-27	92.1	242	33	156
NZ_ATCL01000014.1_487488_488342_-	CE4	3e-25	82.8	276	101	238
NZ_ATCL01000014.1_356339_357055_-	CE4	6.1e-23	78.0	238	30	154
NZ_ATCL01000014.1_172425_174374_+	GH3	2.2e-66	220.4	649	117	352
NZ_ATCL01000022.1_50919_53693_+	GH3	2.2e-60	200.7	924	515	734
NZ_ATCL01000020.1_299703_300779_+	GT1	8.2e-13	45.8	358	186	340
NZ_ATCL01000020.1_470729_471850_+	GT4	6.1e-37	123.5	373	196	342
NZ_ATCL01000014.1_470030_471187_+	GT4	8.2e-35	116.7	385	205	352
NZ_ATCL01000014.1_394756_395841_+	GT4	3.2e-27	92.0	361	190	324
NZ_ATCL01000014.1_398398_399381_+	GT4	5e-27	91.1	327	122	241
NZ_ATCL01000014.1_57522_58940_+	GT4	9.4e-26	86.8	472	281	436
NZ_ATCL01000014.1_459285_460724_-	GT4	1.1e-24	83.7	451	258	408
NZ_ATCL01000014.1_563942_566116_+	GT4	2.7e-21	41.6	724	536	654
NZ_ATCL01000014.1_563942_566116_+	GT4	2.7e-21	29.2	724	204	358
NZ_ATCL01000014.1_472782_474053_+	GT4	1.9e-17	59.4	423	239	360
NZ_ATCL01000009.1_56976_58316_+	GT4	7.2e-16	55.1	446	247	400
NZ_ATCL01000009.1_55762_56979_+	GT4	2.6e-13	46.8	405	216	371
NZ_ATCL01000014.1_481053_482183_+	GT4	6e-12	42.3	376	193	341
NZ_ATCL01000017.1_99857_101296_-	GT4	1.3e-10	37.6	479	299	451
NZ_ATCL01000022.1_109639_111723_-	PL12	1.6e-20	70.2	694	447	567
NZ_ATCL01000022.1_216753_218441_-	PL1	6.3e-08	25.9	535	229	327
NZ_ATCL01000014.1_252650_254059_-	AA4	2.5e-31	100.5	466	2	226
NZ_ATCL01000014.1_648553_649023_+	AA6	6.4e-11	38.2	156	2	76
NZ_ATCL01000014.1_295601_297100_-	AA1	1.9e-36	123.5	499	107	492
NZ_ATCL01000022.1_195434_196504_-	CE4	2.4e-35	117.8	356	56	179
