	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001795.1_1	QGNH01001795.1	QGNH01001795.1	1	1	195	-1	E											0	False	F
QGNH01001795.1_2	QGNH01001795.1	QGNH01001795.1	2	201	692	-1	E											0	False	F
QGNH01001795.1_3	QGNH01001795.1	QGNH01001795.1	3	689	1501	-1	E											0	False	F
QGNH01001795.1_4	QGNH01001795.1	QGNH01001795.1	4	1504	3177	-1	E											0	False	F
QGNH01001795.1_5	QGNH01001795.1	QGNH01001795.1	5	3244	4731	-1	D							Phage tail lysozyme [PF18013.4]				0	False	F
QGNH01001795.1_6	QGNH01001795.1	QGNH01001795.1	6	4728	5885	-1	E											0	False	F
QGNH01001795.1_7	QGNH01001795.1	QGNH01001795.1	7	5885	6268	-1	E											0	False	F
QGNH01001795.1_8	QGNH01001795.1	QGNH01001795.1	8	6343	6558	-1	E											0	False	F
QGNH01001795.1_9	QGNH01001795.1	QGNH01001795.1	9	6699	7217	-1	E	YP_004301429.1	YP_004301429.1 virion structural protein [Brochothrix phage A9]	False	0.312	62.0	4.117e-10		VOG07390	sp|P85229|VPN5_BPPHE Virion protein 5; Xs	Xs	0	False	VF
QGNH01001795.1_10	QGNH01001795.1	QGNH01001795.1	10	7230	9005	-1	E	YP_009792678.1	YP_009792678.1 tail sheath [Bordetella phage vB_BbrM_PHB04]	False	0.207	112.0	5.949e-24		VOG01001	sp|P85225|VPN1_BPPHE Putative tail sheath protein; Xs	Xs	0	False	VF
QGNH01001795.1_11	QGNH01001795.1	QGNH01001795.1	11	9019	9231	-1	E											0	False	F
QGNH01001795.1_12	QGNH01001795.1	QGNH01001795.1	12	9389	9613	-1	E											0	False	F
QGNH01001795.1_13	QGNH01001795.1	QGNH01001795.1	13	9616	11094	-1	E											0	False	F
