WANX01000012.1_orf5116	ac72fb24ab8cdb982a574dd70af4a1d0	583	Pfam	PF04679	ATP dependent DNA ligase C terminal region	469	561	3.8E-19	T	24-06-2023	IPR012309	DNA ligase, ATP-dependent, C-terminal
WANX01000012.1_orf5116	ac72fb24ab8cdb982a574dd70af4a1d0	583	FunFam	G3DSA:1.10.3260.10:FF:000007	DNA ligase	27	246	2.2E-77	T	24-06-2023	-	-
WANX01000012.1_orf5116	ac72fb24ab8cdb982a574dd70af4a1d0	583	CDD	cd07901	Adenylation_DNA_ligase_Arch_LigB	244	451	2.70058E-98	T	24-06-2023	-	-
WANX01000012.1_orf5116	ac72fb24ab8cdb982a574dd70af4a1d0	583	ProSiteProfiles	PS50160	ATP-dependent DNA ligase family profile.	363	482	24.963335	T	24-06-2023	IPR012310	DNA ligase, ATP-dependent, central
WANX01000012.1_orf5116	ac72fb24ab8cdb982a574dd70af4a1d0	583	PANTHER	PTHR45674	DNA LIGASE 1/3 FAMILY MEMBER	27	580	1.0E-131	T	24-06-2023	-	-
WANX01000012.1_orf5116	ac72fb24ab8cdb982a574dd70af4a1d0	583	SUPERFAMILY	SSF117018	ATP-dependent DNA ligase DNA-binding domain	26	266	1.05E-66	T	24-06-2023	IPR036599	DNA ligase, ATP-dependent, N-terminal domain superfamily
WANX01000012.1_orf5116	ac72fb24ab8cdb982a574dd70af4a1d0	583	Gene3D	G3DSA:1.10.3260.10	-	24	246	6.7E-69	T	24-06-2023	IPR036599	DNA ligase, ATP-dependent, N-terminal domain superfamily
WANX01000012.1_orf5116	ac72fb24ab8cdb982a574dd70af4a1d0	583	ProSitePatterns	PS00697	ATP-dependent DNA ligase AMP-binding site.	272	280	-	T	24-06-2023	IPR016059	DNA ligase, ATP-dependent, conserved site
WANX01000012.1_orf5116	ac72fb24ab8cdb982a574dd70af4a1d0	583	CDD	cd07972	OBF_DNA_ligase_Arch_LigB	453	574	1.08042E-60	T	24-06-2023	-	-
WANX01000012.1_orf5116	ac72fb24ab8cdb982a574dd70af4a1d0	583	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins	452	579	3.54E-39	T	24-06-2023	IPR012340	Nucleic acid-binding, OB-fold
WANX01000012.1_orf5116	ac72fb24ab8cdb982a574dd70af4a1d0	583	ProSitePatterns	PS00333	ATP-dependent DNA ligase signature 2.	425	449	-	T	24-06-2023	IPR016059	DNA ligase, ATP-dependent, conserved site
WANX01000012.1_orf5116	ac72fb24ab8cdb982a574dd70af4a1d0	583	Pfam	PF01068	ATP dependent DNA ligase domain	250	449	8.1E-61	T	24-06-2023	IPR012310	DNA ligase, ATP-dependent, central
WANX01000012.1_orf5116	ac72fb24ab8cdb982a574dd70af4a1d0	583	Gene3D	G3DSA:2.40.50.140	-	450	583	7.2E-47	T	24-06-2023	IPR012340	Nucleic acid-binding, OB-fold
WANX01000012.1_orf5116	ac72fb24ab8cdb982a574dd70af4a1d0	583	Hamap	MF_00407	DNA ligase [lig].	27	577	33.374485	T	24-06-2023	IPR022865	DNA ligase, ATP-dependent, bacterial/archaeal
WANX01000012.1_orf5116	ac72fb24ab8cdb982a574dd70af4a1d0	583	FunFam	G3DSA:2.40.50.140:FF:000163	Probable DNA ligase	450	581	9.2E-55	T	24-06-2023	-	-
WANX01000012.1_orf5116	ac72fb24ab8cdb982a574dd70af4a1d0	583	FunFam	G3DSA:3.30.470.30:FF:000012	Probable DNA ligase	247	449	1.2E-75	T	24-06-2023	-	-
WANX01000012.1_orf5116	ac72fb24ab8cdb982a574dd70af4a1d0	583	SUPERFAMILY	SSF56091	DNA ligase/mRNA capping enzyme, catalytic domain	244	449	3.6E-50	T	24-06-2023	-	-
WANX01000012.1_orf5116	ac72fb24ab8cdb982a574dd70af4a1d0	583	Pfam	PF04675	DNA ligase N terminus	29	202	2.9E-37	T	24-06-2023	IPR012308	DNA ligase, ATP-dependent, N-terminal
WANX01000012.1_orf5116	ac72fb24ab8cdb982a574dd70af4a1d0	583	Gene3D	G3DSA:3.30.470.30	DNA ligase/mRNA capping enzyme	247	449	2.5E-60	T	24-06-2023	-	-
WANX01000012.1_orf5116	ac72fb24ab8cdb982a574dd70af4a1d0	583	TIGRFAM	TIGR00574	dnl1: DNA ligase I, ATP-dependent (dnl1)	83	577	1.5E-146	T	24-06-2023	IPR000977	DNA ligase, ATP-dependent
WANX01000111.1_orf36938	dfa7b70beff7beaa16e9a96d8c628712	136	MobiDBLite	mobidb-lite	consensus disorder prediction	1	21	-	T	24-06-2023	-	-
WANX01000111.1_orf36938	dfa7b70beff7beaa16e9a96d8c628712	136	MobiDBLite	mobidb-lite	consensus disorder prediction	1	108	-	T	24-06-2023	-	-
WANX01000051.1_orf17060	e90fc5f684c30134c62720f6d591f839	622	Coils	Coil	Coil	382	402	-	T	24-06-2023	-	-
WANX01000051.1_orf17060	e90fc5f684c30134c62720f6d591f839	622	Coils	Coil	Coil	622	622	-	T	24-06-2023	-	-
WANX01000051.1_orf17060	e90fc5f684c30134c62720f6d591f839	622	PANTHER	PTHR41248	NORD PROTEIN	339	620	6.9E-70	T	24-06-2023	-	-
WANX01000051.1_orf17060	e90fc5f684c30134c62720f6d591f839	622	SMART	SM00327	VWA_4	440	620	1.4E-20	T	24-06-2023	IPR002035	von Willebrand factor, type A
WANX01000051.1_orf17060	e90fc5f684c30134c62720f6d591f839	622	Pfam	PF00092	von Willebrand factor type A domain	443	585	5.2E-15	T	24-06-2023	IPR002035	von Willebrand factor, type A
WANX01000051.1_orf17060	e90fc5f684c30134c62720f6d591f839	622	ProSiteProfiles	PS50234	VWFA domain profile.	442	619	14.144785	T	24-06-2023	IPR002035	von Willebrand factor, type A
WANX01000051.1_orf17060	e90fc5f684c30134c62720f6d591f839	622	CDD	cd01454	vWA_norD_type	441	602	1.06101E-41	T	24-06-2023	-	-
WANX01000051.1_orf17060	e90fc5f684c30134c62720f6d591f839	622	Gene3D	G3DSA:3.40.50.410	von Willebrand factor, type A domain	435	607	1.7E-24	T	24-06-2023	IPR036465	von Willebrand factor A-like domain superfamily
WANX01000051.1_orf17060	e90fc5f684c30134c62720f6d591f839	622	SUPERFAMILY	SSF53300	vWA-like	441	618	1.22E-27	T	24-06-2023	IPR036465	von Willebrand factor A-like domain superfamily
WANX01000114.1_orf38317	2032ed649864900209ad21150071cbd0	298	CDD	cd07336	M48B_HtpX_like	34	294	7.14268E-162	T	24-06-2023	-	-
WANX01000114.1_orf38317	2032ed649864900209ad21150071cbd0	298	Pfam	PF01435	Peptidase family M48	79	294	5.6E-42	T	24-06-2023	IPR001915	Peptidase M48
WANX01000114.1_orf38317	2032ed649864900209ad21150071cbd0	298	Hamap	MF_00188	Protease HtpX [htpX].	19	294	30.324451	T	24-06-2023	IPR022919	Peptidase M48, protease HtpX, putative
WANX01000114.1_orf38317	2032ed649864900209ad21150071cbd0	298	Gene3D	G3DSA:3.30.2010.10	Metalloproteases ("zincins"), catalytic domain	74	163	5.9E-29	T	24-06-2023	-	-
WANX01000114.1_orf38317	2032ed649864900209ad21150071cbd0	298	PANTHER	PTHR43221	PROTEASE HTPX	17	296	2.3E-84	T	24-06-2023	-	-
WANX01000003.1_orf2666	ab73fec2f914d5f58eb0fa1ec9ea78f7	342	PANTHER	PTHR43013	GLUTAMYL-TRNA REDUCTASE	51	336	2.5E-52	T	24-06-2023	-	-
WANX01000003.1_orf2666	ab73fec2f914d5f58eb0fa1ec9ea78f7	342	SUPERFAMILY	SSF69742	Glutamyl tRNA-reductase catalytic, N-terminal domain	20	166	5.75E-21	T	24-06-2023	IPR036343	Glutamyl-tRNA reductase, N-terminal domain superfamily
WANX01000003.1_orf2666	ab73fec2f914d5f58eb0fa1ec9ea78f7	342	Gene3D	G3DSA:3.40.50.720	-	173	312	1.3E-25	T	24-06-2023	-	-
WANX01000003.1_orf2666	ab73fec2f914d5f58eb0fa1ec9ea78f7	342	Hamap	MF_00087	Glutamyl-tRNA reductase [hemA].	21	342	12.019176	T	24-06-2023	IPR000343	Glutamyl-tRNA reductase
WANX01000003.1_orf2666	ab73fec2f914d5f58eb0fa1ec9ea78f7	342	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	182	298	5.48E-20	T	24-06-2023	IPR036291	NAD(P)-binding domain superfamily
WANX01000003.1_orf2666	ab73fec2f914d5f58eb0fa1ec9ea78f7	342	Gene3D	G3DSA:3.30.460.30	-	20	169	8.9E-25	T	24-06-2023	IPR036343	Glutamyl-tRNA reductase, N-terminal domain superfamily
WANX01000003.1_orf2666	ab73fec2f914d5f58eb0fa1ec9ea78f7	342	Pfam	PF01488	Shikimate / quinate 5-dehydrogenase	180	300	1.5E-17	T	24-06-2023	IPR006151	Quinate/shikimate 5-dehydrogenase/glutamyl-tRNA reductase
WANX01000003.1_orf2666	ab73fec2f914d5f58eb0fa1ec9ea78f7	342	Pfam	PF05201	Glutamyl-tRNAGlu reductase, N-terminal domain	33	164	1.9E-20	T	24-06-2023	IPR015895	Glutamyl-tRNA reductase, N-terminal
WANX01000091.1_orf30865	2f09ffb389c4f871059f08fa1314def7	351	SUPERFAMILY	SSF103473	MFS general substrate transporter	207	332	2.22E-5	T	24-06-2023	IPR036259	MFS transporter superfamily
WANX01000091.1_orf30865	2f09ffb389c4f871059f08fa1314def7	351	SUPERFAMILY	SSF103473	MFS general substrate transporter	8	138	1.11E-6	T	24-06-2023	IPR036259	MFS transporter superfamily
WANX01000128.1_orf42579	2595299c9bf886d1d71cdf086cb5dac4	330	Pfam	PF02433	Cytochrome C oxidase, mono-heme subunit/FixO	42	182	1.3E-41	T	24-06-2023	IPR003468	Cytochrome c oxidase, monohaem subunit/FixO
WANX01000128.1_orf42579	2595299c9bf886d1d71cdf086cb5dac4	330	SUPERFAMILY	SSF46626	Cytochrome c	227	329	1.69E-20	T	24-06-2023	IPR036909	Cytochrome c-like domain superfamily
WANX01000128.1_orf42579	2595299c9bf886d1d71cdf086cb5dac4	330	ProSiteProfiles	PS51007	Cytochrome c family profile.	82	190	9.094791	T	24-06-2023	IPR009056	Cytochrome c-like domain
WANX01000128.1_orf42579	2595299c9bf886d1d71cdf086cb5dac4	330	Pfam	PF13442	Cytochrome C oxidase, cbb3-type, subunit III	245	325	5.7E-13	T	24-06-2023	IPR009056	Cytochrome c-like domain
WANX01000128.1_orf42579	2595299c9bf886d1d71cdf086cb5dac4	330	Gene3D	G3DSA:1.10.760.10	-	226	330	3.3E-21	T	24-06-2023	IPR036909	Cytochrome c-like domain superfamily
WANX01000128.1_orf42579	2595299c9bf886d1d71cdf086cb5dac4	330	Coils	Coil	Coil	197	217	-	T	24-06-2023	-	-
WANX01000128.1_orf42579	2595299c9bf886d1d71cdf086cb5dac4	330	Gene3D	G3DSA:1.10.760.10	-	72	225	7.3E-43	T	24-06-2023	IPR036909	Cytochrome c-like domain superfamily
WANX01000128.1_orf42579	2595299c9bf886d1d71cdf086cb5dac4	330	SUPERFAMILY	SSF46626	Cytochrome c	42	190	1.89E-23	T	24-06-2023	IPR036909	Cytochrome c-like domain superfamily
WANX01000128.1_orf42579	2595299c9bf886d1d71cdf086cb5dac4	330	ProSiteProfiles	PS51007	Cytochrome c family profile.	241	329	11.218758	T	24-06-2023	IPR009056	Cytochrome c-like domain
