locus_tag	ftype	length_bp	gene	EC_number	COG	product
EJLMPMNP_00001	CDS	525				hypothetical protein
EJLMPMNP_00002	CDS	816				hypothetical protein
EJLMPMNP_00003	CDS	423				hypothetical protein
EJLMPMNP_00004	CDS	1623				hypothetical protein
EJLMPMNP_00005	CDS	285				hypothetical protein
EJLMPMNP_00006	CDS	1119				putative portal protein
EJLMPMNP_00007	CDS	537				hypothetical protein
EJLMPMNP_00008	CDS	1182				Capsid protein
EJLMPMNP_00009	CDS	264				hypothetical protein
EJLMPMNP_00010	CDS	315				putative head completion protein 1
EJLMPMNP_00011	CDS	339				putative head completion protein 2
EJLMPMNP_00012	CDS	360				putative tail terminator protein
EJLMPMNP_00013	CDS	906				Tail tube protein
EJLMPMNP_00014	CDS	663				hypothetical protein
EJLMPMNP_00015	CDS	276				Chaperone protein gp12
EJLMPMNP_00016	CDS	513				hypothetical protein
EJLMPMNP_00017	CDS	3000				putative tape measure protein
EJLMPMNP_00018	CDS	1476				hypothetical protein
EJLMPMNP_00019	CDS	1128				Baseplate protein gp16
EJLMPMNP_00020	CDS	294				hypothetical protein
EJLMPMNP_00021	CDS	807				hypothetical protein
EJLMPMNP_00022	CDS	354				hypothetical protein
EJLMPMNP_00023	CDS	717				hypothetical protein
EJLMPMNP_00024	CDS	117				hypothetical protein
EJLMPMNP_00025	CDS	258				hypothetical protein
EJLMPMNP_00026	CDS	249				hypothetical protein
EJLMPMNP_00027	CDS	270				hypothetical protein
EJLMPMNP_00028	CDS	348				hypothetical protein
EJLMPMNP_00029	CDS	168				hypothetical protein
EJLMPMNP_00030	CDS	177				hypothetical protein
EJLMPMNP_00031	CDS	192				hypothetical protein
EJLMPMNP_00032	CDS	258				hypothetical protein
EJLMPMNP_00033	CDS	432				hypothetical protein
EJLMPMNP_00034	CDS	306				SaV protein
EJLMPMNP_00035	CDS	120				hypothetical protein
EJLMPMNP_00036	CDS	942				hypothetical protein
EJLMPMNP_00037	CDS	111				hypothetical protein
EJLMPMNP_00038	CDS	303				hypothetical protein
EJLMPMNP_00039	CDS	510				hypothetical protein
EJLMPMNP_00040	CDS	216				Gene product 38
EJLMPMNP_00041	CDS	360				SSB protein
EJLMPMNP_00042	CDS	555				hypothetical protein
EJLMPMNP_00043	CDS	501		3.1.-.-		DNA endonuclease I-HmuI
EJLMPMNP_00044	CDS	108				hypothetical protein
EJLMPMNP_00045	CDS	267				hypothetical protein
EJLMPMNP_00046	CDS	291				hypothetical protein
EJLMPMNP_00047	CDS	387				hypothetical protein
EJLMPMNP_00048	CDS	258				hypothetical protein
EJLMPMNP_00049	CDS	951				hypothetical protein
EJLMPMNP_00050	CDS	228				hypothetical protein
EJLMPMNP_00051	CDS	165				hypothetical protein
EJLMPMNP_00052	CDS	189				hypothetical protein
EJLMPMNP_00053	CDS	129				hypothetical protein
EJLMPMNP_00054	CDS	132				hypothetical protein
EJLMPMNP_00055	CDS	483				hypothetical protein
EJLMPMNP_00056	CDS	144				hypothetical protein
EJLMPMNP_00057	CDS	168				hypothetical protein
