Target Name	ID	EC value	E-Value (sequence)	Score (domain)
NZ_ATCL01000021.1_21933_22472_-	VOG00002		1.6e-13	48.6
NZ_ATCL01000022.1_221820_223010_+	VOG00002		1.9e-11	41.5
NZ_ATCL01000014.1_159211_159420_-	VOG00002		1.2e-10	39.0
NZ_ATCL01000002.1_12213_13508_-	VOG00002		1.1e-10	38.3
NZ_ATCL01000012.1_82745_83233_+	VOG00002		1.7e-08	32.0
NZ_ATCL01000021.1_91017_92240_-	VOG00004		3e-13	46.2
NZ_ATCL01000014.1_544945_547443_+	VOG00014		5.3e-22	75.5
NZ_ATCL01000020.1_336961_338904_+	VOG00025		8e-53	175.9
NZ_ATCL01000020.1_75969_76343_+	VOG00033		2.7e-18	63.1
NZ_ATCL01000017.1_16258_16677_-	VOG00033		9.7e-13	45.0
NZ_ATCL01000020.1_872077_872391_+	VOG00033		3.3e-11	40.0
NZ_ATCL01000009.1_189614_189958_+	VOG00033		9.4e-10	35.1
NZ_ATCL01000017.1_4170_5291_+	VOG00033		3.3e-07	26.6
NZ_ATCL01000014.1_496232_497830_-	VOG00051		1.2e-15	53.7
NZ_ATCL01000014.1_228896_229597_-	VOG00051		1.1e-14	50.8
NZ_ATCL01000014.1_522392_524446_-	VOG00051		3.6e-14	48.6
NZ_ATCL01000014.1_484975_486033_+	VOG00055		1.1e-89	299.4
NZ_ATCL01000014.1_397187_398161_+	VOG00055		1.2e-87	292.7
NZ_ATCL01000014.1_414875_415882_+	VOG00055		3e-69	231.9
NZ_ATCL01000014.1_386399_387415_-	VOG00055		7.6e-67	223.9
NZ_ATCL01000014.1_463251_465389_-	VOG00055		1.1e-56	189.7
NZ_ATCL01000020.1_864802_865686_-	VOG00056		4.1e-60	201.5
NZ_ATCL01000014.1_402909_403817_-	VOG00056		1.3e-59	199.8
NZ_ATCL01000020.1_702552_703562_+	VOG00056		2.9e-60	199.7
NZ_ATCL01000020.1_371435_372316_+	VOG00056		1.1e-50	170.2
NZ_ATCL01000012.1_71241_72266_-	VOG00056		1e-28	97.8
NZ_ATCL01000009.1_311434_312342_+	VOG00060		1.6e-12	43.4
NZ_ATCL01000020.1_100597_101193_+	VOG00060		1.7e-12	39.6
NZ_ATCL01000022.1_14086_15468_+	VOG00060		1.7e-08	30.5
NZ_ATCL01000014.1_36417_36959_-	VOG00066		3.4e-08	30.9
NZ_ATCL01000020.1_173945_175117_+	VOG00072		1.6e-117	391.2
NZ_ATCL01000009.1_241608_244205_+	VOG00075		8.9e-116	385.3
NZ_ATCL01000020.1_492419_493576_+	VOG00075		1.3e-08	30.8
NZ_ATCL01000020.1_408422_412786_+	VOG00088		5.3e-30	101.1
NZ_ATCL01000020.1_476291_479110_+	VOG00088		1.4e-26	90.5
NZ_ATCL01000020.1_767399_767965_+	VOG00088		9e-20	68.4
NZ_ATCL01000014.1_698858_699685_+	VOG00089		9.4e-28	62.3
NZ_ATCL01000020.1_648433_648942_+	VOG00089		2.9e-16	56.8
NZ_ATCL01000020.1_256134_256577_-	VOG00089		8.2e-16	55.4
NZ_ATCL01000014.1_23387_23821_+	VOG00089		2.7e-15	53.7
NZ_ATCL01000014.1_38012_38476_+	VOG00089		2.1e-14	50.8
NZ_ATCL01000020.1_455917_456618_+	VOG00106		1.5e-13	47.5
NZ_ATCL01000017.1_10197_10922_-	VOG00106		4.7e-11	39.3
NZ_ATCL01000022.1_67689_70583_+	VOG00107		1e-51	173.2
NZ_ATCL01000021.1_58976_60505_-	VOG00107		1e-31	107.1
NZ_ATCL01000009.1_26773_28749_+	VOG00107		3.2e-30	100.1
NZ_ATCL01000022.1_47004_48449_-	VOG00107		1.1e-27	93.8
NZ_ATCL01000020.1_439387_440805_+	VOG00107		7.5e-27	90.9
NZ_ATCL01000020.1_14362_14529_+	VOG00110		7.8e-07	25.9
NZ_ATCL01000020.1_185512_187722_+	VOG00111		3.8e-76	254.5
NZ_ATCL01000014.1_659133_660251_-	VOG00121		2.8e-42	142.3
NZ_ATCL01000009.1_145989_148388_-	VOG00122		1.9e-217	722.1
NZ_ATCL01000008.1_72094_72579_-	VOG00123		1.7e-22	77.9
NZ_ATCL01000020.1_525593_526039_-	VOG00123		8.7e-21	72.5
NZ_ATCL01000020.1_692997_693539_+	VOG00123		1.2e-15	55.4
NZ_ATCL01000003.1_85474_86043_+	VOG00123		2.7e-13	47.6
NZ_ATCL01000022.1_239879_240304_-	VOG00123		4.5e-10	37.6
NZ_ATCL01000022.1_189513_190520_+	VOG00127		5e-18	61.9
NZ_ATCL01000021.1_39175_40281_+	VOG00127		4.6e-09	32.9
NZ_ATCL01000020.1_144041_144817_-	VOG00129		1.8e-14	51.0
NZ_ATCL01000009.1_157512_157985_+	VOG00129		2.8e-11	40.3
NZ_ATCL01000021.1_46309_46788_+	VOG00129		5.6e-11	39.6
NZ_ATCL01000020.1_694893_695504_-	VOG00129		2.5e-10	37.4
NZ_ATCL01000014.1_123981_125516_+	VOG00137		8e-34	114.8
NZ_ATCL01000020.1_28716_30020_+	VOG00137		3.5e-30	102.7
NZ_ATCL01000012.1_93063_94169_+	VOG00137		2.6e-29	99.3
NZ_ATCL01000014.1_293838_294554_-	VOG00137		2.8e-27	93.0
NZ_ATCL01000014.1_34787_35779_+	VOG00137		1.1e-27	92.3
NZ_ATCL01000009.1_319774_320868_+	VOG00158		9.8e-69	204.9
NZ_ATCL01000022.1_339261_339965_+	VOG00158		7.6e-58	193.8
NZ_ATCL01000012.1_68504_69634_+	VOG00158		1.8e-45	151.8
NZ_ATCL01000020.1_398196_398966_+	VOG00158		2.9e-36	122.2
NZ_ATCL01000014.1_86080_86640_-	VOG00158		3.6e-23	75.8
NZ_ATCL01000020.1_470729_471850_+	VOG00164		8.8e-17	57.9
NZ_ATCL01000014.1_470030_471187_+	VOG00164		1.7e-13	47.7
NZ_ATCL01000014.1_398398_399381_+	VOG00164		5.7e-11	39.4
NZ_ATCL01000014.1_459285_460724_-	VOG00164		8.1e-08	27.1
NZ_ATCL01000014.1_481053_482183_+	VOG00164		6.1e-07	26.0
NZ_ATCL01000022.1_83161_85029_-	VOG00182		4.5e-43	145.3
NZ_ATCL01000021.1_23287_24465_-	VOG00184		1.6e-101	293.1
NZ_ATCL01000020.1_366985_367776_+	VOG00196		1.3e-06	25.5
NZ_ATCL01000020.1_24346_25203_-	VOG00211		1e-09	35.1
NZ_ATCL01000009.1_170862_171374_+	VOG00248		2.1e-24	83.6
NZ_ATCL01000020.1_67069_67743_-	VOG00259		9.2e-24	67.7
NZ_ATCL01000014.1_650822_651622_+	VOG00261		4.7e-33	112.0
NZ_ATCL01000020.1_786322_787209_-	VOG00261		6.2e-21	71.9
NZ_ATCL01000020.1_169346_170197_-	VOG00261		3.5e-21	69.1
NZ_ATCL01000020.1_753178_754098_+	VOG00261		2e-20	68.5
NZ_ATCL01000020.1_635833_636744_+	VOG00261		2.5e-20	67.8
NZ_ATCL01000020.1_788038_791049_-	VOG00264		1.2e-46	89.4
NZ_ATCL01000020.1_352878_356444_+	VOG00264		6.2e-42	76.9
NZ_ATCL01000020.1_352878_356444_+	VOG00264		6.2e-42	70.3
NZ_ATCL01000020.1_788038_791049_-	VOG00264		1.2e-46	65.3
NZ_ATCL01000020.1_919947_921644_-	VOG00264		7e-21	45.3
NZ_ATCL01000014.1_252650_254059_-	VOG00272		1.2e-22	75.8
NZ_ATCL01000008.1_55563_55907_-	VOG00279		2.4e-14	50.2
NZ_ATCL01000007.1_1617_3293_-	VOG00282		5.4e-34	115.3
NZ_ATCL01000020.1_151353_152348_+	VOG00282		6.3e-15	52.1
NZ_ATCL01000014.1_231779_232390_+	VOG00282		6.6e-12	42.3
NZ_ATCL01000002.1_26558_28354_-	VOG00288		2.1e-95	318.4
NZ_ATCL01000014.1_1_1335_+	VOG00288		1.2e-42	144.2
NZ_ATCL01000008.1_3_320_-	VOG00288		1.8e-32	110.7
NZ_ATCL01000005.1_3_320_-	VOG00288		7e-32	108.6
NZ_ATCL01000003.1_7464_8873_+	VOG00288		3.8e-30	102.7
NZ_ATCL01000022.1_26872_28224_+	VOG00297		1.3e-94	315.6
NZ_ATCL01000020.1_372328_372876_+	VOG00301		1.6e-12	44.3
NZ_ATCL01000020.1_820492_821136_-	VOG00303		2.1e-28	96.8
NZ_ATCL01000020.1_557536_557925_+	VOG00310		3.2e-08	30.0
NZ_ATCL01000020.1_383524_384315_+	VOG00311		5.7e-15	51.0
NZ_ATCL01000014.1_472782_474053_+	VOG00313		3.7e-11	39.7
NZ_ATCL01000017.1_99857_101296_-	VOG00313		1.4e-08	31.1
NZ_ATCL01000009.1_220992_221714_+	VOG00333		4.8e-13	45.8
NZ_ATCL01000022.1_8724_10139_-	VOG00334		3.5e-18	63.7
NZ_ATCL01000020.1_561104_561583_-	VOG00346		3.2e-36	122.4
NZ_ATCL01000014.1_363720_364238_+	VOG00346		9.3e-10	35.1
NZ_ATCL01000017.1_46702_49260_-	VOG00352		9e-54	179.6
NZ_ATCL01000002.1_9793_11631_+	VOG00352		1.2e-50	169.6
NZ_ATCL01000022.1_286173_288347_-	VOG00352		4.1e-50	167.8
NZ_ATCL01000022.1_228873_230927_-	VOG00352		1.6e-49	165.8
NZ_ATCL01000014.1_270307_272238_+	VOG00352		7.8e-48	160.4
NZ_ATCL01000015.1_19387_22944_+	VOG00359		1.1e-102	224.0
NZ_ATCL01000015.1_19387_22944_+	VOG00359		1.1e-102	46.3
NZ_ATCL01000015.1_19387_22944_+	VOG00359		1.1e-102	31.7
NZ_ATCL01000020.1_522408_522935_-	VOG00375		8.8e-08	29.7
NZ_ATCL01000020.1_66173_66928_-	VOG00376		2.5e-56	189.2
NZ_ATCL01000020.1_821660_822271_+	VOG00378		1.5e-10	36.9
NZ_ATCL01000022.1_260580_261224_-	VOG00380		2.6e-45	152.9
NZ_ATCL01000023.1_3_1370_+	VOG00380		1.7e-22	77.3
NZ_ATCL01000020.1_237279_238094_+	VOG00380		2e-10	37.5
NZ_ATCL01000002.1_2874_4604_-	VOG00380		1.3e-08	31.4
NZ_ATCL01000020.1_535591_537441_+	VOG00390		1.8e-156	520.4
NZ_ATCL01000020.1_791046_792152_-	VOG00413		2.9e-25	86.3
