	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001629.1_1	QGNH01001629.1	QGNH01001629.1	1	3	929	-1	D									YHS domain [PF04945.16]; Heavy metal binding domain [PF19335.2]								0	False	F
QGNH01001629.1_2	QGNH01001629.1	QGNH01001629.1	2	1042	1269	1	E																	0	False	F
QGNH01001629.1_3	QGNH01001629.1	QGNH01001629.1	3	1276	1467	1	E																	0	False	F
QGNH01001629.1_4	QGNH01001629.1	QGNH01001629.1	4	2176	2337	1	E																	0	False	F
QGNH01001629.1_5	QGNH01001629.1	QGNH01001629.1	5	2429	3955	-1	C	K06909	phage terminase large subunit	YP_007007123.1	YP_007007123.1 terminase large subunit [Bdellovibrio phage phi1422]	True	0.533	400.0	5.245e-121	Phage terminase large subunit [PF04466.16]; Terminase RNAseH like domain [PF17288.5]					VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01001629.1_6	QGNH01001629.1	QGNH01001629.1	6	3957	4211	-1	E																	0	False	F
QGNH01001629.1_7	QGNH01001629.1	QGNH01001629.1	7	4219	4695	-1	E																	0	False	F
QGNH01001629.1_8	QGNH01001629.1	QGNH01001629.1	8	4692	5063	-1	E																	0	False	F
QGNH01001629.1_9	QGNH01001629.1	QGNH01001629.1	9	5060	5380	-1	E																	0	False	
QGNH01001629.1_10	QGNH01001629.1	QGNH01001629.1	10	5407	5715	-1	E																	0	False	
QGNH01001629.1_11	QGNH01001629.1	QGNH01001629.1	11	5761	6288	-1	E																	0	False	
QGNH01001629.1_12	QGNH01001629.1	QGNH01001629.1	12	6292	7572	-1	D			YP_010655260.1	YP_010655260.1 putative bifunctional DNA primase/polymerase [Pseudoalteromonas phage vB_PspS-H40/1]	False	0.309	93.0	1.593e-18	Bifunctional DNA primase/polymerase, N-terminal [PF09250.14]; Primase C terminal 1 (PriCT-1) [PF08708.14]								0	False	
QGNH01001629.1_13	QGNH01001629.1	QGNH01001629.1	13	7565	7999	-1	E																	0	False	
QGNH01001629.1_14	QGNH01001629.1	QGNH01001629.1	14	8325	9113	1	E																	0	False	
QGNH01001629.1_15	QGNH01001629.1	QGNH01001629.1	15	9110	10222	1	D			YP_005098238.1	YP_005098238.1 integrase [Pseudomonas phage PMG1]	False	0.23	95.0	1.985e-19	Phage integrase family [PF00589.25]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	False	VF
QGNH01001629.1_16	QGNH01001629.1	QGNH01001629.1	16	10400	10894	1	E																	0	False	F
QGNH01001629.1_17	QGNH01001629.1	QGNH01001629.1	17	10954	11172	1	E																	0	False	F
QGNH01001629.1_18	QGNH01001629.1	QGNH01001629.1	18	11204	11398	-1	E																	0	False	F
QGNH01001629.1_19	QGNH01001629.1	QGNH01001629.1	19	11441	11635	-1	E																	0	False	F
QGNH01001629.1_20	QGNH01001629.1	QGNH01001629.1	20	11686	11823	-1	E																	0	False	F
QGNH01001629.1_21	QGNH01001629.1	QGNH01001629.1	21	11811	14327	-1	C	K00688	glycogen phosphorylase [EC:2.4.1.1]							Carbohydrate phosphorylase [PF00343.23]; Protein of unknown function (DUF3417) [PF11897.11]	GT35	GT35 glycogen or starch phosphorylase (EC 2.4.1.1).	2.4.1.1	GT35.hmm				0	False	MKF
QGNH01001629.1_22	QGNH01001629.1	QGNH01001629.1	22	14459	14836	-1	E																	0	False	F
