	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000295.1_1	QGNH01000295.1	QGNH01000295.1	1	3	212	-1	E																		0	False	F
QGNH01000295.1_2	QGNH01000295.1	QGNH01000295.1	2	209	1933	-1	E																		0	False	F
QGNH01000295.1_3	QGNH01000295.1	QGNH01000295.1	3	2026	2457	-1	E																		0	False	F
QGNH01000295.1_4	QGNH01000295.1	QGNH01000295.1	4	2498	3007	-1	E																		0	False	F
QGNH01000295.1_5	QGNH01000295.1	QGNH01000295.1	5	3011	4531	-1	D														Protein of unknown function (DUF2586) [PF10758.12]				0	False	F
QGNH01000295.1_6	QGNH01000295.1	QGNH01000295.1	6	4578	5204	-1	E																		0	False	F
QGNH01000295.1_7	QGNH01000295.1	QGNH01000295.1	7	5201	5659	-1	D														Phage virion morphogenesis family [PF05069.16]				0	False	
QGNH01000295.1_8	QGNH01000295.1	QGNH01000295.1	8	5671	5928	-1	E																		0	False	
QGNH01000295.1_9	QGNH01000295.1	QGNH01000295.1	9	5939	6469	-1	E																		0	False	
QGNH01000295.1_10	QGNH01000295.1	QGNH01000295.1	10	6471	7505	-1	E	YP_009797329.1	YP_009797329.1 major head protein [Faecalibacterium phage FP_Mushu]	False	0.22	86.0	8.922e-17									VOG04241	sp|Q9T1W1|CAPSD_BPMU Major capsid protein; XhXs	Xh;Xs	0	False	V
QGNH01000295.1_11	QGNH01000295.1	QGNH01000295.1	11	7502	7975	-1	E																		0	False	
QGNH01000295.1_12	QGNH01000295.1	QGNH01000295.1	12	7975	8832	-1	E																		0	False	
QGNH01000295.1_13	QGNH01000295.1	QGNH01000295.1	13	8882	9703	-1	D	YP_007112481.1	YP_007112481.1 head maturation protease [Vibrio phage vB_VpaM_MAR]	False	0.332	114.0	1.084e-26	MER1069686	S49B	MER1069686 - subfamily S49B unassigned peptidases (Hydrogenophaga sp. PBC) [S49.UPB]#S49B#{peptidase unit: 93-269}~source I4MMA8~	False	112.0	1.265e-25	0.382	Peptidase family S49 [PF01343.21]	VOG07190	REFSEQ head maturation protease; Xu	Xu	0	False	PF
QGNH01000295.1_14	QGNH01000295.1	QGNH01000295.1	14	9687	11189	-1	D	YP_009196077.1	YP_009196077.1 portal protein [Mannheimia phage vB_MhM_3927AP2]	False	0.225	91.0	8.558e-18								Protein of unknown function (DUF935) [PF06074.15]	VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	F
QGNH01000295.1_15	QGNH01000295.1	QGNH01000295.1	15	11186	11815	-1	E																		0	False	F
QGNH01000295.1_16	QGNH01000295.1	QGNH01000295.1	16	11888	13312	-1	E	YP_001468706.1	YP_001468706.1 terminase large subunit [Listeria phage B054]	False	0.19	83.0	3.702e-15									VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xh;Xr	0	False	VF
QGNH01000295.1_17	QGNH01000295.1	QGNH01000295.1	17	13344	14270	1	D	YP_009778383.1	YP_009778383.1 nucleotide-sugar epimerase [Synechococcus phage ACG-2014f_Syn7803C7]	False	0.335	120.0	3.718e-28								GDP-mannose 4,6 dehydratase [PF16363.8]; NAD dependent epimerase/dehydratase family [PF01370.24]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; RmlD substrate binding domain [PF04321.20]; Polysaccharide biosynthesis protein [PF02719.18]; NmrA-like family [PF05368.16]; Male sterility protein [PF07993.15]; NAD(P)H-binding [PF13460.9]	VOG00055	sp|Q9SYM5|RHM1_ARATH Trifunctional UDP-glucose 4,6-dehydratase/UDP-4-keto-6-deoxy-D-glucose 3,5-epimerase/UDP-4-keto-L-rhamnose-reductase RHM1; Xh	Xh	0	False	MKF
