	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
MZ334516_MZ334516.1_1	MZ334516	MZ334516.1	1	1	297	1	E											0
MZ334516_MZ334516.1_2	MZ334516	MZ334516.1	2	372	911	-1	D										Halobacterial output domain 1 [PF18545.4]	0
MZ334516_MZ334516.1_3	MZ334516	MZ334516.1	3	1269	2036	1	E											0
MZ334516_MZ334516.1_4	MZ334516	MZ334516.1	4	2029	2292	1	E											0
MZ334516_MZ334516.1_5	MZ334516	MZ334516.1	5	2403	2510	1	E											0
MZ334516_MZ334516.1_6	MZ334516	MZ334516.1	6	2744	2950	1	E											0
MZ334516_MZ334516.1_7	MZ334516	MZ334516.1	7	3042	4733	1	E											0
MZ334516_MZ334516.1_8	MZ334516	MZ334516.1	8	4748	6187	1	E											0
MZ334516_MZ334516.1_9	MZ334516	MZ334516.1	9	6190	6480	1	E											0
MZ334516_MZ334516.1_10	MZ334516	MZ334516.1	10	6477	7238	1	E											0
MZ334516_MZ334516.1_11	MZ334516	MZ334516.1	11	7245	7673	1	E											0
MZ334516_MZ334516.1_12	MZ334516	MZ334516.1	12	7697	8212	1	E											0
MZ334516_MZ334516.1_13	MZ334516	MZ334516.1	13	8254	9210	1	E											0
MZ334516_MZ334516.1_14	MZ334516	MZ334516.1	14	9256	9696	1	E											0
MZ334516_MZ334516.1_15	MZ334516	MZ334516.1	15	9696	10040	1	E											0
MZ334516_MZ334516.1_16	MZ334516	MZ334516.1	16	10043	12511	1	E											0
MZ334516_MZ334516.1_17	MZ334516	MZ334516.1	17	12508	12807	1	E											0
MZ334516_MZ334516.1_18	MZ334516	MZ334516.1	18	12813	13034	1	E											0
MZ334516_MZ334516.1_19	MZ334516	MZ334516.1	19	13071	13577	1	E											0
MZ334516_MZ334516.1_20	MZ334516	MZ334516.1	20	13587	14879	1	E											0
MZ334516_MZ334516.1_21	MZ334516	MZ334516.1	21	14908	15453	1	E											0
MZ334516_MZ334516.1_22	MZ334516	MZ334516.1	22	15508	15978	1	E											0
MZ334516_MZ334516.1_23	MZ334516	MZ334516.1	23	16055	16291	1	E											0
MZ334516_MZ334516.1_24	MZ334516	MZ334516.1	24	16294	18114	1	E											0
MZ334516_MZ334516.1_25	MZ334516	MZ334516.1	25	18115	18681	1	E											0
MZ334516_MZ334516.1_26	MZ334516	MZ334516.1	26	18678	20120	1	E											0
MZ334516_MZ334516.1_27	MZ334516	MZ334516.1	27	20123	20560	1	E											0
MZ334516_MZ334516.1_28	MZ334516	MZ334516.1	28	20557	20922	1	E											0
MZ334516_MZ334516.1_29	MZ334516	MZ334516.1	29	20987	21313	1	E											0
MZ334516_MZ334516.1_30	MZ334516	MZ334516.1	30	21310	22545	1	D										Baseplate J-like protein [PF04865.17]	0
MZ334516_MZ334516.1_31	MZ334516	MZ334516.1	31	22550	23203	1	E											0
MZ334516_MZ334516.1_32	MZ334516	MZ334516.1	32	23204	24595	1	E											0
MZ334516_MZ334516.1_33	MZ334516	MZ334516.1	33	24597	25601	1	E											0
MZ334516_MZ334516.1_34	MZ334516	MZ334516.1	34	25601	25966	1	E											0
MZ334516_MZ334516.1_35	MZ334516	MZ334516.1	35	25990	26481	1	E											0
MZ334516_MZ334516.1_36	MZ334516	MZ334516.1	36	26497	27318	-1	D										Family of unknown function (DUF6065) [PF19541.2]	0
MZ334516_MZ334516.1_37	MZ334516	MZ334516.1	37	27389	27514	1	E											0
MZ334516_MZ334516.1_38	MZ334516	MZ334516.1	38	27756	30176	1	C	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]								Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase, all-alpha domain [PF00317.24]	0
MZ334516_MZ334516.1_39	MZ334516	MZ334516.1	39	30185	30535	-1	E											0
MZ334516_MZ334516.1_40	MZ334516	MZ334516.1	40	30629	34495	-1	C	K07317	adenine-specific DNA-methyltransferase [EC:2.1.1.72]								Eco57I restriction-modification methylase [PF07669.14]; TaqI-like C-terminal specificity domain [PF12950.10]; N-6 DNA Methylase [PF02384.19]; Type I restriction enzyme R protein N terminus (HSDR_N) [PF13588.9]; MmeI, DNA-methyltransferase domain [PF20473.1]; MmeI, helicase spacer domain [PF20465.1]	0
MZ334516_MZ334516.1_41	MZ334516	MZ334516.1	41	34543	34770	-1	E											0
MZ334516_MZ334516.1_42	MZ334516	MZ334516.1	42	34773	34922	-1	E											0
