	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001907.1_1	QGNH01001907.1	QGNH01001907.1	1	50	337	-1	E											0	False	F
QGNH01001907.1_2	QGNH01001907.1	QGNH01001907.1	2	390	623	-1	E											0	False	F
QGNH01001907.1_3	QGNH01001907.1	QGNH01001907.1	3	675	941	-1	E											0	False	F
QGNH01001907.1_4	QGNH01001907.1	QGNH01001907.1	4	954	3311	-1	E											0	False	F
QGNH01001907.1_5	QGNH01001907.1	QGNH01001907.1	5	3527	4633	-1	E											0	False	F
QGNH01001907.1_6	QGNH01001907.1	QGNH01001907.1	6	4630	5154	-1	E											0	False	F
QGNH01001907.1_7	QGNH01001907.1	QGNH01001907.1	7	5202	5345	-1	E											0	False	F
QGNH01001907.1_8	QGNH01001907.1	QGNH01001907.1	8	5323	5730	-1	E											0	False	F
QGNH01001907.1_9	QGNH01001907.1	QGNH01001907.1	9	5795	6421	-1	E											0	False	F
QGNH01001907.1_10	QGNH01001907.1	QGNH01001907.1	10	6531	7493	-1	E											0	False	F
QGNH01001907.1_11	QGNH01001907.1	QGNH01001907.1	11	7729	8160	-1	E											0	False	F
QGNH01001907.1_12	QGNH01001907.1	QGNH01001907.1	12	8227	9003	-1	E											0	False	F
QGNH01001907.1_13	QGNH01001907.1	QGNH01001907.1	13	9126	10169	-1	D	YP_009885083.1	YP_009885083.1 MutT/NUDIX hydrolase [Arthrobacter phage Mufasa8]	False	69.0	3.255e-11	0.195	Phage portal protein [PF04860.15]	VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xs;Xh;Xr;Xp	0	False	VF
