Target Name	KO ID	EC value	E-Value (sequence)	Score (domain)
NZ_ATCL01000014.1_672	K00001,K00002	1.1.1.1	3.2e-28	96.1
NZ_ATCL01000020.1_666	K00001,K00002	1.1.1.1	3.9e-11	31.7
NZ_ATCL01000020.1_20	K00001,K00002	1.1.1.1	4.2e-51	170.8
NZ_ATCL01000020.1_579	K00001,K00002	1.1.1.1	4.5e-43	144.6
NZ_ATCL01000022.1_77	K00001,K00002	1.1.1.1	3.6e-33	112.2
NZ_ATCL01000020.1_25	K00001,K00121	1.1.1.1	1.2e-19	59.8
NZ_ATCL01000020.1_863	K00001,K00121	1.1.1.1	7.2e-24	32.2
NZ_ATCL01000020.1_166	K00001,K00121	1.1.1.1	8.5e-12	31.2
NZ_ATCL01000014.1_176	K00001,K00121	1.1.1.1	2.5e-10	29.7
NZ_ATCL01000020.1_25	K00001,K00121	1.1.1.1	4.4e-62	116.9
NZ_ATCL01000020.1_863	K00001,K00344	1.1.1.1	2.4e-31	67.3
NZ_ATCL01000020.1_863	K00001,K00344	1.1.1.1	1.8e-19	51.1
NZ_ATCL01000020.1_25	K00001,K00344	1.1.1.1	2e-13	46.7
NZ_ATCL01000020.1_863	K00001,K00344	1.1.1.1	2.4e-31	41.6
NZ_ATCL01000020.1_166	K00001,K00344	1.1.1.1	7.4e-10	34.2
NZ_ATCL01000020.1_347	K00001,K01629	1.1.1.1	1.3e-27	94.2
NZ_ATCL01000020.1_703	K00001,K01629	1.1.1.1	1.5e-27	93.6
NZ_ATCL01000014.1_37	K00001,K01629	1.1.1.1	6.4e-27	91.5
NZ_ATCL01000014.1_380	K00001,K01629	1.1.1.1	1.1e-26	90.8
NZ_ATCL01000022.1_85	K00001,K01629	1.1.1.1	2e-31	106.3
NZ_ATCL01000020.1_587	K00001,K04072	1.1.1.1	3e-133	441.0
NZ_ATCL01000022.1_131	K00001,K04072	1.1.1.1	1.3e-12	38.1
NZ_ATCL01000020.1_587	K00001,K04072	1.1.1.1	2.9e-91	301.4
NZ_ATCL01000020.1_908	K00001,K04072	1.1.1.1	2.5e-47	159.0
NZ_ATCL01000009.1_154	K00001,K04072	1.1.1.1	4.2e-42	141.4
NZ_ATCL01000020.1_25	K00001,K13953,K00100,K00540	1.1.1.1
	2.7e-14	50.7
NZ_ATCL01000020.1_863	K00001,K13953,K00100,K00540	1.1.1.1
	7.2e-21	49.1
NZ_ATCL01000020.1_166	K00001,K13953,K00100,K00540	1.1.1.1
	9.2e-21	37.6
NZ_ATCL01000020.1_166	K00001,K13953,K00100,K00540	1.1.1.1
	9.2e-21	32.7
NZ_ATCL01000014.1_176	K00001,K13953,K00100,K00540	1.1.1.1
	8.4e-15	25.8
NZ_ATCL01000020.1_863	K00001,K13953,K00344	1.1.1.1	4e-22	51.4
NZ_ATCL01000014.1_176	K00001,K13953,K00344	1.1.1.1	5.7e-21	48.8
NZ_ATCL01000020.1_166	K00001,K13953,K00344	1.1.1.1	8e-19	39.8
NZ_ATCL01000020.1_863	K00001,K13953,K00344	1.1.1.1	4e-22	27.5
NZ_ATCL01000020.1_166	K00001,K13953,K00344	1.1.1.1	8e-19	26.1
NZ_ATCL01000020.1_863	K00001,K13953,K01568	1.1.1.1	6.1e-22	45.0
NZ_ATCL01000020.1_25	K00001,K13953,K01568	1.1.1.1	9.8e-11	39.1
NZ_ATCL01000020.1_166	K00001,K13953,K01568	1.1.1.1	1.8e-13	35.1
NZ_ATCL01000020.1_863	K00001,K13953,K01568	1.1.1.1	6.1e-22	34.1
NZ_ATCL01000014.1_176	K00001,K13953,K01568	1.1.1.1	1.6e-09	32.1
NZ_ATCL01000020.1_863	K00001,K13953	1.1.1.1
	1.1e-32	65.0
NZ_ATCL01000020.1_25	K00001,K13953	1.1.1.1
	6.1e-14	45.9
NZ_ATCL01000020.1_25	K00001,K13953	1.1.1.1
	1.2e-11	41.2
NZ_ATCL01000020.1_166	K00001,K13953	1.1.1.1
	4.3e-14	32.9
NZ_ATCL01000020.1_863	K00001,K13953	1.1.1.1
	1.3e-22	29.4
NZ_ATCL01000022.1_131	K00001,K13954	1.1.1.1
	5.4e-17	48.4
NZ_ATCL01000020.1_587	K00001,K13954	1.1.1.1
	6.6e-101	332.3
NZ_ATCL01000020.1_587	K00001,K13954	1.1.1.1
	2e-90	298.5
NZ_ATCL01000009.1_154	K00001,K13954	1.1.1.1
	5.3e-58	193.8
NZ_ATCL01000009.1_154	K00001,K13954	1.1.1.1
	4.6e-36	121.8
NZ_ATCL01000020.1_587	K00001	1.1.1.1
	5.1e-129	425.2
NZ_ATCL01000020.1_587	K00001	1.1.1.1
	1.3e-62	208.3
NZ_ATCL01000020.1_587	K00001	1.1.1.1
	1e-49	165.7
NZ_ATCL01000014.1_114	K00001	1.1.1.1
	2.9e-38	127.0
NZ_ATCL01000009.1_154	K00001	1.1.1.1
	7.5e-34	114.2
NZ_ATCL01000003.1_38	K00003,K00928,K12524	1.1.1.3	5.9e-22	58.0
NZ_ATCL01000003.1_38	K00003,K00928	1.1.1.3	1.9e-36	123.3
NZ_ATCL01000020.1_871	K00003	1.1.1.3
	1.4e-23	79.4
NZ_ATCL01000020.1_871	K00003	1.1.1.3
	1.4e-23	79.4
NZ_ATCL01000020.1_410	K00003	1.1.1.3
	3.6e-08	29.3
NZ_ATCL01000003.1_38	K00003	1.1.1.3
	2.7e-35	119.2
NZ_ATCL01000020.1_863	K00004	1.1.1.4	1.3e-27	58.1
NZ_ATCL01000020.1_25	K00004	1.1.1.4	1.5e-14	44.9
NZ_ATCL01000020.1_863	K00004	1.1.1.4	2.3e-28	41.5
NZ_ATCL01000020.1_863	K00004	1.1.1.4	4.3e-19	38.8
NZ_ATCL01000020.1_863	K00004	1.1.1.4	4.3e-19	25.7
NZ_ATCL01000020.1_452	K00006	1.1.1.8
	9.3e-63	203.5
NZ_ATCL01000020.1_452	K00006	1.1.1.8
	5.9e-37	123.7
NZ_ATCL01000002.1_17	K00007	1.1.1.11
	1.7e-26	88.9
NZ_ATCL01000002.1_17	K00007	1.1.1.11
	7.6e-26	86.6
NZ_ATCL01000020.1_863	K00008,K05351	1.1.1.14	2.8e-17	43.5
NZ_ATCL01000020.1_25	K00008,K05351	1.1.1.14	4.9e-13	37.3
NZ_ATCL01000020.1_20	K00011	1.1.1.21
	1.1e-89	297.5
NZ_ATCL01000020.1_20	K00011	1.1.1.21
	3.3e-72	239.8
NZ_ATCL01000020.1_579	K00011	1.1.1.21
	1e-60	202.3
NZ_ATCL01000022.1_77	K00011	1.1.1.21
	8.1e-43	143.7
NZ_ATCL01000014.1_672	K00011	1.1.1.21
	1.5e-30	103.5
NZ_ATCL01000014.1_509	K00012	1.1.1.22
	6.5e-99	323.0
NZ_ATCL01000014.1_509	K00012	1.1.1.22
	1.7e-76	249.2
NZ_ATCL01000014.1_581	K00012	1.1.1.22
	1.5e-60	199.5
NZ_ATCL01000014.1_509	K00012	1.1.1.22
	4.9e-52	167.6
NZ_ATCL01000014.1_581	K00012	1.1.1.22
	1.9e-41	135.6
NZ_ATCL01000020.1_517	K00013	1.1.1.23
	2e-152	505.2
NZ_ATCL01000020.1_517	K00013	1.1.1.23
	8.2e-128	424.8
NZ_ATCL01000020.1_517	K00013	1.1.1.23
	6.4e-122	404.8
NZ_ATCL01000020.1_524	K00013	1.1.1.23
	3.6e-08	30.0
NZ_ATCL01000020.1_519	K00013	1.1.1.23
	7.1e-43	132.4
NZ_ATCL01000017.1_18	K00014,K00800,K00891,K01735,K03785,K13830	1.1.1.25	1.1e-08	31.9
NZ_ATCL01000020.1_100	K00014,K00800,K00891,K01735,K03785,K13830	1.1.1.25	1.8e-07	27.6
NZ_ATCL01000017.1_18	K00014,K00891	1.1.1.25	2.2e-40	86.2
NZ_ATCL01000020.1_975	K00014,K00891	1.1.1.25	3.7e-25	85.7
NZ_ATCL01000017.1_18	K00014,K00891	1.1.1.25	2.2e-40	48.2
NZ_ATCL01000014.1_294	K00014,K03785	1.1.1.25	5.3e-17	58.4
NZ_ATCL01000014.1_252	K00014,K03785	1.1.1.25	3.1e-16	44.3
NZ_ATCL01000020.1_463	K00014,K03785	1.1.1.25	4.1e-47	158.0
NZ_ATCL01000017.1_18	K00014,K13832	1.1.1.25	8.9e-37	79.6
NZ_ATCL01000017.1_18	K00014,K13832	1.1.1.25	8.9e-37	42.8
NZ_ATCL01000020.1_462	K00014	1.1.1.25
	4.8e-45	151.1
NZ_ATCL01000017.1_18	K00014	1.1.1.25
	3.6e-57	140.1
NZ_ATCL01000017.1_18	K00014	1.1.1.25
	2e-36	117.4
NZ_ATCL01000017.1_18	K00014	1.1.1.25
	7.8e-34	106.0
NZ_ATCL01000017.1_18	K00014	1.1.1.25
	3e-32	100.7
NZ_ATCL01000009.1_344	K00016	1.1.1.27
	4.3e-146	483.2
NZ_ATCL01000009.1_107	K00016	1.1.1.27
	2.6e-63	211.2
NZ_ATCL01000009.1_344	K00016	1.1.1.27
	3.6e-61	204.5
NZ_ATCL01000009.1_107	K00016	1.1.1.27
	1.6e-53	179.3
NZ_ATCL01000009.1_234	K00016	1.1.1.27
	3e-38	129.2
NZ_ATCL01000022.1_117	K00018,K00058	1.1.1.29	9.9e-30	91.1
NZ_ATCL01000009.1_275	K00018,K00058	1.1.1.29	1.5e-26	87.2
NZ_ATCL01000022.1_117	K00018,K00058	1.1.1.29	7.8e-65	214.8
NZ_ATCL01000014.1_486	K00018,K00058	1.1.1.29	1.2e-41	139.4
NZ_ATCL01000022.1_117	K00018	1.1.1.29
	3.5e-50	166.4
NZ_ATCL01000022.1_117	K00018	1.1.1.29
	2.7e-41	138.1
NZ_ATCL01000014.1_486	K00018	1.1.1.29
	4.5e-40	134.3
NZ_ATCL01000014.1_486	K00018	1.1.1.29
	3.8e-36	121.6
NZ_ATCL01000022.1_117	K00018	1.1.1.29
	2.4e-34	115.3
NZ_ATCL01000020.1_816	K00020	1.1.1.31
	9.2e-89	292.5
NZ_ATCL01000020.1_816	K00020	1.1.1.31
	3.5e-33	111.9
NZ_ATCL01000020.1_816	K00020	1.1.1.31
	3.8e-32	108.2
NZ_ATCL01000020.1_816	K00020	1.1.1.31
	1.3e-31	106.8
NZ_ATCL01000020.1_816	K00020	1.1.1.31
	1.4e-30	103.5
NZ_ATCL01000020.1_347	K00022,K08683	1.1.1.35	1.1e-34	117.5
NZ_ATCL01000022.1_227	K00022,K08683	1.1.1.35	4.3e-32	108.7
NZ_ATCL01000022.1_85	K00022,K08683	1.1.1.35	7.4e-32	108.0
NZ_ATCL01000020.1_703	K00022,K08683	1.1.1.35	1.7e-30	103.9
NZ_ATCL01000014.1_380	K00022,K08683	1.1.1.35	3.7e-30	102.3
NZ_ATCL01000021.1_55	K00022,K10527,K01692,K07516,K07514	1.1.1.35	1.1e-22	77.5
NZ_ATCL01000009.1_89	K00022,K10527,K01692,K07516,K07514	1.1.1.35	9.8e-64	58.9
NZ_ATCL01000009.1_89	K00022,K10527,K01692,K07516,K07514	1.1.1.35	9.8e-64	141.5
NZ_ATCL01000017.1_38	K00022,K10527,K01692,K07516,K07514	1.1.1.35	4.4e-33	111.9
NZ_ATCL01000009.1_89	K00022	1.1.1.35
	1.6e-47	142.4
NZ_ATCL01000009.1_89	K00022	1.1.1.35
	3.9e-45	134.8
NZ_ATCL01000014.1_383	K00022	1.1.1.35
	1.4e-31	106.3
NZ_ATCL01000020.1_347	K00022	1.1.1.35
	2.2e-31	105.7
NZ_ATCL01000022.1_227	K00022	1.1.1.35
	4.4e-31	105.0
NZ_ATCL01000020.1_347	K00023	1.1.1.36
	2.3e-54	181.1
