	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000776.1_1	QGNH01000776.1	QGNH01000776.1	1	3	275	1	E											0	False	F
QGNH01000776.1_2	QGNH01000776.1	QGNH01000776.1	2	277	915	1	E											0	False	F
QGNH01000776.1_3	QGNH01000776.1	QGNH01000776.1	3	918	1691	1	E	YP_007003402.1	YP_007003402.1 hypothetical protein F373_gp145 [Bacillus phage SP-10]	False	0.354	97.0	5.149e-21		VOG07389	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000776.1_4	QGNH01000776.1	QGNH01000776.1	4	1692	2090	1	E											0	False	F
QGNH01000776.1_5	QGNH01000776.1	QGNH01000776.1	5	2041	2361	1	E											0	False	F
QGNH01000776.1_6	QGNH01000776.1	QGNH01000776.1	6	2376	2609	1	E											0	False	F
QGNH01000776.1_7	QGNH01000776.1	QGNH01000776.1	7	2612	3028	1	E	YP_009792678.1	YP_009792678.1 tail sheath [Bordetella phage vB_BbrM_PHB04]	False	0.371	82.0	1.693e-17					0	False	F
QGNH01000776.1_8	QGNH01000776.1	QGNH01000776.1	8	2982	4451	1	E	YP_009792678.1	YP_009792678.1 tail sheath [Bordetella phage vB_BbrM_PHB04]	False	0.374	235.0	6.5130000000000004e-65		VOG01001	sp|P85225|VPN1_BPPHE Putative tail sheath protein; Xs	Xs	0	False	VF
QGNH01000776.1_9	QGNH01000776.1	QGNH01000776.1	9	4442	4855	1	E											0	False	F
QGNH01000776.1_10	QGNH01000776.1	QGNH01000776.1	10	4957	5640	-1	D	YP_009009729.1	YP_009009729.1 transcriptional regulator [Vibrio phage PVA1]	False	0.302	106.0	1.369e-24	Phage regulatory protein Rha (Phage_pRha) [PF09669.13]	VOG28903	REFSEQ transcriptional regulator; Xu	Xu	0	False	F
QGNH01000776.1_11	QGNH01000776.1	QGNH01000776.1	11	5637	5807	-1	E											0	False	
QGNH01000776.1_12	QGNH01000776.1	QGNH01000776.1	12	6114	6302	-1	E											0	False	
QGNH01000776.1_13	QGNH01000776.1	QGNH01000776.1	13	6299	6988	-1	D	YP_001686884.1	YP_001686884.1 anti-repressor [Azospirillum phage Cd]	False	0.407	96.0	4.498e-21	KilA-N domain [PF04383.16]				0	False	
QGNH01000776.1_14	QGNH01000776.1	QGNH01000776.1	14	7077	7178	-1	E											0	False	
QGNH01000776.1_15	QGNH01000776.1	QGNH01000776.1	15	7915	9468	-1	E											0	False	
QGNH01000776.1_16	QGNH01000776.1	QGNH01000776.1	16	9465	9593	-1	E											0	False	
QGNH01000776.1_17	QGNH01000776.1	QGNH01000776.1	17	9819	10169	-1	E											0	False	
QGNH01000776.1_18	QGNH01000776.1	QGNH01000776.1	18	10166	10576	-1	E											0	False	
QGNH01000776.1_19	QGNH01000776.1	QGNH01000776.1	19	10810	11244	1	E											0	False	
QGNH01000776.1_20	QGNH01000776.1	QGNH01000776.1	20	11536	13182	1	E											0	False	
QGNH01000776.1_21	QGNH01000776.1	QGNH01000776.1	21	13910	15181	1	E											0	False	
QGNH01000776.1_22	QGNH01000776.1	QGNH01000776.1	22	15178	15801	1	E											0	False	
QGNH01000776.1_23	QGNH01000776.1	QGNH01000776.1	23	15801	16148	1	E											0	False	
QGNH01000776.1_24	QGNH01000776.1	QGNH01000776.1	24	16163	18103	1	D	YP_009216103.1	YP_009216103.1 virion structural protein [Bacillus phage Shanette]	False	0.326	77.0	4.687e-13	Protein of unknown function (DUF2634) [PF10934.11]	VOG07395	REFSEQ virion structural protein; Xu	Xu	0	False	F
QGNH01000776.1_25	QGNH01000776.1	QGNH01000776.1	25	18177	19307	1	D	YP_009792669.1	YP_009792669.1 baseplate J-like protein [Bordetella phage vB_BbrM_PHB04]	False	0.319	186.0	1.274e-49	Baseplate J-like protein [PF04865.17]	VOG00521	sp|P51767|BPJ_BPP2 Baseplate protein J; XhXs	Xh;Xs	0	False	VF
QGNH01000776.1_26	QGNH01000776.1	QGNH01000776.1	26	19313	20794	1	E	YP_009792668.1	YP_009792668.1 baseplate protein [Bordetella phage vB_BbrM_PHB04]	False	0.281	64.0	2.165e-09					0	False	F
QGNH01000776.1_27	QGNH01000776.1	QGNH01000776.1	27	20798	21169	1	E											0	False	F
