	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000614.1_1	QGNH01000614.1	QGNH01000614.1	1	1	99	1	E																				0	False	F
QGNH01000614.1_2	QGNH01000614.1	QGNH01000614.1	2	587	1600	-1	D																Phage integrase family [PF00589.25]	VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xh;Xr	0	False	VF
QGNH01000614.1_3	QGNH01000614.1	QGNH01000614.1	3	2106	2336	-1	D			YP_009043647.1	YP_009043647.1 hypothetical protein PBI_OKIROE_46 [Mycobacterium phage OkiRoe]	False	0.696	102.0	1.551e-25								Protein of unknwon function (DUF3310) [PF11753.11]	VOG00396	sp|P07719|V17_BPT3 Gene 1.7 protein; Xh	Xh	0	False	F
QGNH01000614.1_4	QGNH01000614.1	QGNH01000614.1	4	2339	2665	-1	D																SprT-like family [PF10263.12]				0	False	F
QGNH01000614.1_5	QGNH01000614.1	QGNH01000614.1	5	2665	3807	-1	E																				0	False	F
QGNH01000614.1_6	QGNH01000614.1	QGNH01000614.1	6	3827	4066	-1	E																				0	False	F
QGNH01000614.1_7	QGNH01000614.1	QGNH01000614.1	7	4199	4510	-1	E																				0	False	F
QGNH01000614.1_8	QGNH01000614.1	QGNH01000614.1	8	4806	5483	-1	E																				0	False	F
QGNH01000614.1_9	QGNH01000614.1	QGNH01000614.1	9	5480	6121	-1	E																				0	False	
QGNH01000614.1_10	QGNH01000614.1	QGNH01000614.1	10	6131	9004	-1	D																Concanavalin A-like lectin/glucanases superfamily [PF13385.9]				0	False	MK
QGNH01000614.1_11	QGNH01000614.1	QGNH01000614.1	11	9164	13252	-1	D			YP_009620697.1	YP_009620697.1 central tail fiber J [Pseudomonas phage nickie]	False	0.211	255.0	1.199e-66								Putative phage tail protein [PF13550.9]	VOG00575	sp|Q6QGE9|BPPB3_BPT5 Baseplate hub protein pb3; XhXs	Xs;Xh	0	False	V
