	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
NC_015270_NC_015270_1	NC_015270	NC_015270	1	80	451	-1	E											1
NC_015270_NC_015270_2	NC_015270	NC_015270	2	451	654	-1	E											0
NC_015270_NC_015270_3	NC_015270	NC_015270	3	737	940	-1	E											0
NC_015270_NC_015270_4	NC_015270	NC_015270	4	1418	1750	1	E											0
NC_015270_NC_015270_5	NC_015270	NC_015270	5	1747	2124	1	E											0
NC_015270_NC_015270_6	NC_015270	NC_015270	6	2165	2353	1	E											0
NC_015270_NC_015270_7	NC_015270	NC_015270	7	2447	2662	1	E											0
NC_015270_NC_015270_8	NC_015270	NC_015270	8	2663	3067	1	E											0
NC_015270_NC_015270_9	NC_015270	NC_015270	9	3222	3446	1	E											0
NC_015270_NC_015270_10	NC_015270	NC_015270	10	3446	3601	1	E											0
NC_015270_NC_015270_11	NC_015270	NC_015270	11	3613	3834	1	E											0
NC_015270_NC_015270_12	NC_015270	NC_015270	12	3827	4045	1	E											0
NC_015270_NC_015270_13	NC_015270	NC_015270	13	4042	4248	1	E											0
NC_015270_NC_015270_14	NC_015270	NC_015270	14	4343	5929	1	C	K06919	putative DNA primase/helicase								Family of unknown function (DUF5906) [PF19263.2]; D5 N terminal like [PF08706.14]	0
NC_015270_NC_015270_15	NC_015270	NC_015270	15	6019	6186	1	E											0
NC_015270_NC_015270_16	NC_015270	NC_015270	16	6283	6471	1	E											0
NC_015270_NC_015270_17	NC_015270	NC_015270	17	6544	7005	1	E											0
NC_015270_NC_015270_18	NC_015270	NC_015270	18	7054	7326	1	E											0
NC_015270_NC_015270_19	NC_015270	NC_015270	19	7328	7489	1	E											0
NC_015270_NC_015270_20	NC_015270	NC_015270	20	7491	7700	1	E											0
NC_015270_NC_015270_21	NC_015270	NC_015270	21	7703	7894	1	E											0
NC_015270_NC_015270_22	NC_015270	NC_015270	22	7920	8294	1	E											0
NC_015270_NC_015270_23	NC_015270	NC_015270	23	8287	8787	1	D										NUMOD4 motif [PF07463.14]; HNH endonuclease [PF13392.9]	0
NC_015270_NC_015270_24	NC_015270	NC_015270	24	8788	9261	1	D										Phage terminase, small subunit [PF05119.15]	0
NC_015270_NC_015270_25	NC_015270	NC_015270	25	9556	11280	1	D										Terminase large subunit, endonuclease domain [PF20441.1]; Terminase large subunit, ATPase domain [PF03354.18]	0
NC_015270_NC_015270_26	NC_015270	NC_015270	26	11326	11514	1	E											0
NC_015270_NC_015270_27	NC_015270	NC_015270	27	11519	12670	1	D										Phage portal protein [PF04860.15]	0
NC_015270_NC_015270_28	NC_015270	NC_015270	28	12657	13220	1	C	K06904	uncharacterized protein	MER1087721	S78	MER1087721 - family S78 unassigned peptidases () [S78.UPW]#S78#{peptidase unit: 56-157}~source V5USG3~	False	206.0	1.964e-59	0.951	Caudovirus prohead serine protease [PF04586.20]	0
NC_015270_NC_015270_29	NC_015270	NC_015270	29	13290	14537	1	D										Phage capsid family [PF05065.16]	0
NC_015270_NC_015270_30	NC_015270	NC_015270	30	14663	14863	1	E											0
NC_015270_NC_015270_31	NC_015270	NC_015270	31	14907	15203	1	D										Phage gp6-like head-tail connector protein [PF05135.16]	0
NC_015270_NC_015270_32	NC_015270	NC_015270	32	15175	15510	1	D										Phage head-tail joining protein [PF05521.14]	0
NC_015270_NC_015270_33	NC_015270	NC_015270	33	15507	15914	1	E											0
NC_015270_NC_015270_34	NC_015270	NC_015270	34	15911	16276	1	E											0
NC_015270_NC_015270_35	NC_015270	NC_015270	35	16355	16921	1	D										Phage tail tube protein [PF04630.15]	0
