locus_tag	ftype	length_bp	gene	EC_number	COG	product
CDHBKEEM_00001	CDS	564				hypothetical protein
CDHBKEEM_00002	CDS	822				hypothetical protein
CDHBKEEM_00003	CDS	1296				hypothetical protein
CDHBKEEM_00004	CDS	420				hypothetical protein
CDHBKEEM_00005	CDS	1263				hypothetical protein
CDHBKEEM_00006	CDS	798				hypothetical protein
CDHBKEEM_00007	CDS	333				hypothetical protein
CDHBKEEM_00008	CDS	549				hypothetical protein
CDHBKEEM_00009	CDS	321				hypothetical protein
CDHBKEEM_00010	CDS	2220				hypothetical protein
CDHBKEEM_00011	CDS	228				hypothetical protein
CDHBKEEM_00012	CDS	222				hypothetical protein
CDHBKEEM_00013	CDS	1128				hypothetical protein
CDHBKEEM_00014	CDS	132				hypothetical protein
CDHBKEEM_00015	CDS	768				hypothetical protein
CDHBKEEM_00016	CDS	393				hypothetical protein
CDHBKEEM_00017	CDS	612				hypothetical protein
CDHBKEEM_00018	CDS	273				hypothetical protein
CDHBKEEM_00019	CDS	369				hypothetical protein
CDHBKEEM_00020	CDS	354				hypothetical protein
CDHBKEEM_00021	CDS	204				hypothetical protein
CDHBKEEM_00022	CDS	288				hypothetical protein
CDHBKEEM_00023	CDS	288				hypothetical protein
CDHBKEEM_00024	CDS	255				hypothetical protein
CDHBKEEM_00025	CDS	477				hypothetical protein
CDHBKEEM_00026	CDS	144				hypothetical protein
CDHBKEEM_00027	CDS	282				hypothetical protein
CDHBKEEM_00028	CDS	405				hypothetical protein
CDHBKEEM_00029	CDS	249				hypothetical protein
CDHBKEEM_00030	CDS	93				hypothetical protein
CDHBKEEM_00031	CDS	345				hypothetical protein
CDHBKEEM_00032	CDS	13455				hypothetical protein
CDHBKEEM_00033	CDS	2076				hypothetical protein
CDHBKEEM_00034	CDS	1671				hypothetical protein
CDHBKEEM_00035	CDS	159				hypothetical protein
CDHBKEEM_00036	CDS	855				hypothetical protein
CDHBKEEM_00037	CDS	1776				hypothetical protein
CDHBKEEM_00038	CDS	960				hypothetical protein
CDHBKEEM_00039	CDS	495				hypothetical protein
CDHBKEEM_00040	CDS	399				hypothetical protein
CDHBKEEM_00041	CDS	252				hypothetical protein
CDHBKEEM_00042	CDS	1266				hypothetical protein
CDHBKEEM_00043	CDS	1086				hypothetical protein
CDHBKEEM_00044	CDS	789				hypothetical protein
CDHBKEEM_00045	CDS	2676				hypothetical protein
CDHBKEEM_00046	CDS	228				hypothetical protein
CDHBKEEM_00047	CDS	2010				hypothetical protein
CDHBKEEM_00048	CDS	939				hypothetical protein
CDHBKEEM_00049	CDS	711				hypothetical protein
CDHBKEEM_00050	CDS	1116				hypothetical protein
CDHBKEEM_00051	CDS	240				hypothetical protein
CDHBKEEM_00052	CDS	438				hypothetical protein
CDHBKEEM_00053	CDS	1515				hypothetical protein
CDHBKEEM_00054	CDS	360				hypothetical protein
CDHBKEEM_00055	CDS	327				hypothetical protein
