target	query	e-value	score	length	start	end
NC_008384.1_315797_316504_+	K01031	4e-113	375.2	235	1	226
NC_008378.1_811415_812965_+	K01026	3.1e-197	654.7	516	2	512
NC_008381.1_113853_115526_+	K01026	1.3e-230	764.7	557	19	534
NC_008380.1_1911773_1913386_+	K01026	1.6e-196	652.3	537	2	523
NC_008380.1_59583_62048_-	K03579	0	1037.2	815	3	814
NC_008380.1_709015_710061_-	K01501	2.6e-114	380.9	348	5	318
NC_008383.1_79231_80253_+	K01501	7.2e-87	290.4	340	5	321
NC_008378.1_473656_475395_-	K11206	1.7e-88	134.4	579	273	557
NC_008378.1_473656_475395_-	K12251	9.8e-98	199.5	579	2	270
NC_008380.1_4894380_4895303_-	K00651	9.9e-138	458.4	307	1	305
NC_008380.1_624981_627491_+	K03724	3.8e-246	819.0	836	8	828
NC_008380.1_3781841_3783589_+	K11927	1.3e-183	609.7	582	22	474
NC_008380.1_2640530_2642485_-	K05592	3.6e-181	602.6	651	5	581
NC_008380.1_3574641_3576509_-	K03654	5.5e-215	714.9	579	2	573
NC_008380.1_2731432_2732997_+	K11927	1.2e-168	560.6	521	8	482
NC_008381.1_26883_31109_-	K06877	3.7e-16	46.6	1408	875	1227
NC_008380.1_2507724_2509829_-	K03655	1.6e-217	723.5	701	21	680
NC_008380.1_4745063_4746001_+	K03417	3.8e-59	198.5	312	9	276
NC_008380.1_480932_481702_+	K03417	7.3e-27	92.6	256	4	247
NC_008380.1_815983_817272_-	K01637	1.8e-208	304.4	429	244	425
NC_008380.1_815983_817272_-	K01637	1.8e-208	391.7	429	12	243
NC_008380.1_2072307_2073425_+	K00259	1.6e-168	559.4	372	1	370
NC_008380.1_4381653_4382864_-	K00324	9.1e-133	442.2	403	20	385
NC_008380.1_411978_413060_+	K19064	6.7e-39	130.9	360	47	338
NC_008380.1_1070756_1072270_+	K18661	6.8e-234	775.4	504	1	502
NC_008378.1_546063_547649_+	K00666	1.9e-164	547.1	528	22	516
NC_008380.1_543654_545354_-	K00666	2.7e-146	487.2	566	35	565
NC_008380.1_4573360_4575018_-	K01895	6.6e-152	506.2	552	25	551
NC_008380.1_5041312_5043222_-	K01908	0	1066.6	636	3	630
NC_008381.1_116098_118062_+	K01895	5.8e-301	999.3	654	14	650
NC_008383.1_48652_50592_+	K01895	0	1104.3	646	11	644
NC_008380.1_5037147_5039102_-	K01895	0	1120.4	651	4	647
NC_008378.1_334150_338142_-	K02364	3.4e-231	769.0	1330	23	1167
NC_008378.1_396330_397859_+	K00666	3e-83	278.8	509	5	492
NC_008380.1_1189737_1193132_+	K05939	0	1364.2	1131	2	1126
NC_008380.1_825249_827201_+	K01907	4.5e-291	965.8	650	3	648
NC_008384.1_355520_356557_+	K20715	1.8e-47	160.7	345	30	177
NC_008380.1_4579650_4581398_+	K03455	7e-161	535.7	582	1	405
NC_008380.1_4579650_4581398_+	K10914	2e-30	105.4	582	423	573
NC_008384.1_56207_56674_-	K10914	1.4e-35	122.4	155	7	142
NC_008380.1_4780305_4781933_+	K02498	1.8e-139	464.8	542	1	536
NC_008380.1_1005182_1007014_-	K17768	1.8e-20	61.5	610	270	528
NC_008380.1_1005182_1007014_-	K09667	6.2e-38	66.9	610	61	419
NC_008380.1_255786_256619_-	K09667	2.9e-20	70.7	277	54	245
NC_008380.1_4724413_4725192_-	K00235	5.9e-143	475.7	259	24	255
NC_008380.1_3584172_3585416_-	K08151	9.2e-147	488.4	414	8	407
NC_008380.1_1399441_1400979_-	K08161	3.9e-140	466.1	512	100	507
NC_008380.1_2619621_2621045_-	K08166	2.2e-89	298.7	474	15	465
NC_008380.1_2756458_2757738_+	K07552	9.2e-106	352.9	426	17	405
NC_008380.1_570199_571689_-	K03446	4.3e-81	271.0	496	1	473
NC_008378.1_167491_168672_-	K19577	5.2e-133	443.1	393	1	387
NC_008384.1_24140_25339_+	K07552	1e-135	451.9	399	7	392
NC_008380.1_3989164_3990624_-	K03446	5.6e-175	581.5	486	1	478
NC_008380.1_4901433_4902971_+	K08166	4.6e-87	290.9	512	9	493
NC_008380.1_2755175_2756422_+	K07552	3.7e-112	374.0	415	17	406
NC_008380.1_1464028_1465428_-	K08166	3.2e-90	301.4	466	8	451
NC_008380.1_2835785_2837761_+	K18326	4.6e-110	367.0	658	190	645
NC_008380.1_2556951_2558159_-	K08153	3.1e-33	113.8	402	30	395
NC_008378.1_227560_228966_+	K05548	8.3e-153	507.7	468	54	461
NC_008380.1_3101015_3102265_-	K08178	3.5e-172	572.1	416	4	409
NC_008380.1_1818534_1819718_-	K08153	6.2e-37	126.0	394	23	385
NC_008380.1_395494_396744_+	K08224	6.6e-173	574.8	416	17	413
NC_008380.1_912289_913713_-	K18326	2.2e-113	378.1	474	5	450
NC_008380.1_3776631_3778016_-	K08369	7.5e-133	442.8	461	11	460
NC_008380.1_2577900_2579174_+	K08369	1.9e-89	299.5	424	20	422
NC_008380.1_1530143_1531480_-	K19577	2.1e-135	450.9	445	37	442
NC_008380.1_1268813_1270180_+	K08177	1.1e-59	200.8	455	52	446
NC_008384.1_328650_329864_+	K08177	1.4e-72	243.5	404	5	388
NC_008380.1_1419696_1421150_+	K18326	3.6e-102	341.1	484	16	456
NC_008380.1_1076467_1078062_-	K13021	4.9e-203	673.3	463	34	453
NC_008380.1_4576995_4578290_+	K08177	8.7e-62	208.0	431	13	419
NC_008380.1_1749654_1750841_-	K18552	2.1e-166	552.7	395	8	392
NC_008380.1_2097431_2098699_-	K02575	5.4e-111	370.1	422	10	405
NC_008380.1_2811239_2812459_-	K05820	3.8e-102	340.6	406	18	394
NC_008380.1_4783205_4784440_-	K08225	9.9e-74	247.2	411	15	409
NC_008380.1_159421_161052_+	K08217	5.1e-55	185.5	543	15	395
NC_008384.1_562850_564205_-	K08369	8.6e-124	412.8	451	13	450
NC_008380.1_346987_348213_+	K19577	9.5e-105	349.8	408	25	401
NC_008380.1_1394161_1395765_+	K03446	1.5e-184	613.2	534	21	527
NC_008380.1_3558030_3559250_-	K08225	2.4e-66	222.8	406	11	402
NC_008384.1_170406_171527_+	K03445	6.5e-100	333.5	373	1	357
NC_008378.1_486020_487615_-	K08217	1.3e-58	197.3	498	4	368
NC_008380.1_4430233_4431831_-	K03446	1e-186	620.3	532	10	525
NC_008378.1_670707_672023_-	K13021	2.7e-177	588.5	438	16	434
NC_008380.1_3057561_3059006_-	K18326	3.7e-108	360.9	481	18	473
NC_008384.1_25475_26767_+	K13021	2.2e-156	519.6	430	4	420
NC_008379.1_62718_64307_+	K03446	1.4e-176	586.9	529	8	524
NC_008380.1_3172793_3173965_-	K08174	7.1e-32	108.9	390	8	370
NC_008380.1_3606239_3607405_+	K19577	2e-135	451.0	388	1	383
NC_008380.1_4922729_4923919_-	K08174	5.4e-35	119.1	396	21	389
NC_008379.1_333895_335097_-	K08223	7.8e-160	531.0	400	12	395
NC_008384.1_544656_545855_+	K03291	2.3e-75	252.0	399	5	396
NC_008380.1_2062663_2063892_+	K08153	1.1e-26	92.3	409	15	398
NC_008379.1_187446_188651_-	K18567	1.3e-26	92.0	401	14	397
NC_008380.1_1487799_1489166_-	K08153	5.7e-21	73.2	455	42	446
NC_008380.1_645417_646619_-	K08221	3.3e-23	80.3	400	18	393
NC_008380.1_2765522_2766769_-	K08174	3.5e-31	106.6	415	31	402
NC_008378.1_126231_127490_-	K08219	1.3e-48	163.6	419	19	393
NC_008378.1_104581_105720_+	K08174	4.6e-12	43.6	379	7	168
NC_008380.1_4243010_4244308_+	K08219	1.9e-59	199.9	432	1	375
NC_008384.1_158564_159694_+	K08153	2.6e-23	81.0	376	2	371
NC_008380.1_386169_387461_-	K03449	9.1e-137	455.4	413	17	402
NC_008378.1_594479_595666_-	K03445	3.8e-93	311.3	395	9	393
NC_008380.1_3303507_3304781_-	K08217	1.8e-54	183.6	393	2	381
NC_008380.1_1341652_1343091_-	K03446	1.1e-37	128.2	479	25	433
NC_008378.1_190618_191802_+	K08174	9.6e-31	105.1	394	9	373
NC_008383.1_52474_53688_+	K08224	1.1e-43	147.9	404	9	393
NC_008380.1_5029142_5030530_+	K06902	7.3e-114	379.6	462	15	458
NC_008380.1_3738988_3740202_-	K08153	3.8e-22	77.1	404	29	397
NC_008380.1_3051286_3052518_+	K08177	6.3e-22	76.4	410	12	396
NC_008380.1_2980116_2981096_-	K02227	5.2e-93	310.5	297	2	291
NC_008380.1_3988426_3989040_+	K03652	4.1e-71	238.7	204	27	201
NC_008380.1_4299260_4299889_+	K03342	1.4e-54	184.2	209	3	207
NC_008380.1_2405983_2406846_+	K00824	5.6e-116	385.6	287	1	283
NC_008380.1_1389957_1390844_+	K00826	4.4e-59	199.4	295	14	291
NC_008380.1_3354326_3355426_+	K00826	7e-134	446.0	366	8	362
NC_008380.1_3470943_3472043_-	K01000	1.9e-120	401.1	366	15	365
NC_008384.1_673695_674783_-	K02294	7.6e-30	102.8	362	33	311
NC_008380.1_1461040_1462116_-	K10255	1.6e-124	415.1	355	24	351
NC_008378.1_655775_656626_+	K01432	8.8e-68	228.2	283	16	274
NC_008378.1_21620_22555_-	K01066	4.1e-96	321.4	264	7	257
NC_008380.1_3731388_3732401_-	K01066	2.3e-112	375.1	337	25	336
NC_008383.1_56210_57124_+	K01066	1e-74	250.8	304	32	278
NC_008381.1_399262_400233_-	K01066	5.7e-79	264.9	323	16	320
NC_008380.1_1906893_1907867_+	K14731	1.9e-104	349.0	324	41	322
NC_008380.1_3983127_3983939_-	K01066	8.4e-52	175.5	270	14	231
NC_008380.1_2451012_2451779_+	K06889	1.9e-26	91.4	255	30	247
NC_008381.1_366400_367068_+	K23359	3.2e-82	275.2	222	5	220
NC_008380.1_1360763_1361803_+	K06889	1.3e-24	85.5	346	56	341
NC_008380.1_1203721_1205295_+	K03929	3.4e-153	510.2	524	31	520
NC_008381.1_363089_363793_+	K23359	1.2e-107	358.8	234	10	233
NC_008379.1_158281_159384_+	K13017	1.3e-159	531.0	367	2	364
NC_008380.1_893034_894137_-	K13017	1.3e-136	455.1	367	1	366
NC_008379.1_161061_162278_+	K13010	1.6e-123	411.9	405	8	391
NC_008380.1_862744_863703_-	K02805	1.2e-161	536.5	319	1	313
NC_008380.1_278605_279753_-	K13010	2.1e-125	418.1	382	7	367
NC_008380.1_4607257_4608504_-	K00817	3.9e-110	367.8	387	21	384
NC_008380.1_1365609_1366697_-	K23775	3.9e-50	169.9	161	2	156
NC_008380.1_4038422_4039807_+	K16552	9.5e-133	441.9	461	10	429
NC_008379.1_164411_165724_-	K16552	1.7e-115	385.2	437	11	420
NC_008384.1_422262_423602_+	K16552	1.8e-84	282.8	446	43	445
NC_008380.1_1740628_1741203_-	K20988	8.5e-54	181.6	191	8	191
NC_008380.1_3852559_3853866_-	K12537	1.7e-153	510.9	435	9	435
NC_008380.1_669402_670862_-	K12537	3.1e-156	520.0	459	10	459
NC_008380.1_90117_91466_-	K12537	3.1e-139	463.8	449	18	449
NC_008378.1_495175_496314_+	K01991	1.1e-49	168.2	379	2	358
NC_008380.1_3863065_3864144_-	K01991	2.1e-51	173.7	359	44	340
NC_008384.1_415460_416503_+	K05351	1.9e-137	458.3	347	3	345
NC_008381.1_405420_406451_-	K00098	1.1e-145	483.4	343	2	343
NC_008380.1_3571363_3572400_-	K00060	2.7e-174	577.7	345	1	344
NC_008380.1_700680_701651_+	K00008	2e-95	318.7	323	3	322
NC_008378.1_435712_436746_+	K00098	2.7e-139	462.4	344	1	344
NC_008384.1_184009_185034_+	K00008	1.5e-83	279.5	341	1	332
NC_008378.1_548573_549679_+	K00055	1.2e-161	536.5	368	1	364
NC_008380.1_555576_556595_-	K23007	3.4e-103	343.8	339	1	336
NC_008381.1_380771_381961_-	K00148	1.2e-177	589.0	396	1	393
NC_008379.1_28127_29263_+	K13953	8e-153	508.1	378	18	371
NC_008380.1_2973504_2974532_-	K00344	1.6e-82	276.3	342	1	340
NC_008380.1_343260_344315_+	K13953	2.6e-101	338.3	351	1	349
NC_008380.1_1388665_1389834_-	K00001	7.9e-97	324.1	389	41	379
NC_008380.1_3363754_3364800_+	K13979	8.8e-173	573.4	348	4	347
NC_008380.1_1970890_1971873_+	K13953	1.3e-110	369.0	327	1	327
NC_008378.1_569136_570263_+	K00121	6.6e-188	624.5	375	1	374
NC_008380.1_2057585_2058181_+	K03809	1.8e-85	286.0	198	1	197
NC_008380.1_2671130_2672092_+	K07001	9.9e-69	230.6	320	29	311
NC_008380.1_963263_964144_+	K07001	7.5e-49	165.3	293	18	270
NC_008380.1_4839045_4839500_+	K10914	1.1e-30	106.4	151	7	137
NC_008384.1_245385_246905_-	K03442	7.8e-39	132.2	506	75	330
NC_008384.1_245385_246905_-	K16052	6.5e-41	139.4	506	46	319
NC_008384.1_245385_246905_-	K21556	7.3e-11	39.8	506	351	472
NC_008380.1_3380655_3382136_+	K03442	3.6e-41	139.7	493	77	328
NC_008380.1_3380655_3382136_+	K16052	1.1e-42	145.2	493	31	353
NC_008384.1_5104_5814_-	K06890	3e-93	311.2	236	15	236
NC_008380.1_4812694_4813422_+	K06890	7.7e-93	309.8	242	7	242
NC_008380.1_4836532_4837362_-	K06221	8.2e-135	448.1	276	4	274
NC_008378.1_102545_103369_+	K06222	6.1e-103	343.4	274	7	273
NC_008380.1_3390384_3391232_+	K05275	1.6e-60	204.1	282	14	269
NC_008378.1_101512_102480_+	K23107	2.3e-150	499.5	322	1	321
NC_008378.1_116168_117097_+	K23107	1.4e-50	170.6	309	1	300
NC_008378.1_827056_828051_+	K18471	5.1e-148	491.2	331	7	325
NC_008380.1_2701921_2702913_-	K06179	1.3e-130	435.2	330	1	320
NC_008380.1_3965270_3966295_+	K06180	3e-127	424.1	341	16	340
NC_008380.1_3951260_3952651_-	K01998	1.1e-115	385.6	463	25	444
NC_008380.1_3005748_3006758_-	K01998	3.6e-92	308.2	309	6	294
NC_008384.1_438059_439048_+	K01998	4.4e-88	294.8	329	18	318
NC_008378.1_439309_440295_+	K01998	7.4e-88	293.9	328	19	316
NC_008383.1_29050_30042_+	K01998	1.1e-77	260.3	330	12	310
NC_008380.1_4137886_4138890_+	K01998	3.7e-70	235.6	334	27	328
NC_008379.1_282392_283438_+	K01998	1.8e-68	230.0	348	25	317
NC_008378.1_476882_478021_-	K11961	1e-101	339.6	379	6	361
NC_008378.1_91199_92284_-	K01998	2.1e-65	219.8	361	21	334
NC_008380.1_3936912_3938075_-	K11961	7e-178	591.0	360	1	339
NC_008378.1_531938_532975_-	K01998	3.6e-55	186.1	318	3	293
NC_008381.1_124628_125587_-	K01998	5.4e-45	152.4	311	9	297
NC_008380.1_3938072_3939724_-	K11960	1.3e-216	719.9	550	19	549
NC_008381.1_125584_126480_-	K01997	1e-76	257.0	298	4	291
NC_008380.1_3952656_3953558_-	K01997	2.8e-97	324.9	300	4	295
NC_008379.1_281535_282395_+	K01997	1.4e-74	250.1	286	1	282
NC_008378.1_478023_478916_-	K11960	1.1e-113	380.0	297	2	297
NC_008380.1_528589_529749_+	K10553	7.8e-153	507.0	386	44	385
NC_008378.1_438394_439266_+	K01997	4.7e-78	261.5	290	5	285
NC_008384.1_437170_438057_+	K01997	4.9e-86	287.9	295	12	293
NC_008380.1_2106146_2107129_+	K10440	4e-88	294.6	327	27	321
NC_008380.1_3006758_3007642_-	K01997	4.2e-82	274.9	294	4	288
NC_008380.1_2878621_2879601_+	K10440	1.2e-104	348.9	326	24	325
NC_008380.1_1842963_1843967_+	K17206	1.8e-145	482.7	334	8	331
NC_008378.1_209242_210294_-	K17203	4e-162	537.4	350	9	348
NC_008380.1_2586989_2588014_+	K10440	4.8e-97	323.8	341	5	324
NC_008378.1_92294_93157_-	K01997	3.5e-62	209.2	277	3	275
NC_008380.1_680842_681846_+	K10440	8.2e-103	342.9	334	15	329
NC_008380.1_4136973_4137884_+	K01997	1e-68	230.7	303	17	302
NC_008380.1_4955052_4956077_-	K17214	3.1e-139	462.1	341	12	339
NC_008384.1_445219_446220_-	K10560	6.6e-136	451.2	333	2	325
NC_008380.1_556659_557633_-	K10440	8.7e-101	336.3	324	24	322
NC_008380.1_3950385_3951260_-	K01995	5.3e-125	416.7	284	2	272
NC_008383.1_91355_92344_+	K02057	7.8e-76	254.0	329	5	322
NC_008378.1_199581_200609_+	K02057	8.1e-78	260.6	342	7	317
NC_008381.1_361125_362051_+	K23536	1.1e-78	263.4	308	14	294
NC_008380.1_4482851_4483801_-	K10538	4.4e-141	468.2	316	7	312
NC_008380.1_4422287_4423291_-	K10440	8.3e-92	306.7	334	21	328
NC_008378.1_532972_533880_-	K01997	5e-52	175.7	278	2	254
NC_008384.1_262918_264585_+	K25099	0	1075.4	555	4	555
NC_008383.1_28181_29053_+	K01997	7.1e-52	175.2	290	7	290
NC_008380.1_224192_225829_+	K13896	4.2e-264	875.9	545	1	539
NC_008378.1_825061_826053_+	K10440	1.2e-89	299.5	330	23	327
NC_008380.1_4060716_4061717_+	K10440	9.5e-99	329.5	333	27	327
NC_008378.1_252040_253674_-	K13896	1.5e-203	675.8	539	1	518
NC_008380.1_4801658_4802536_-	K05832	6.2e-121	403.5	292	3	287
NC_008378.1_422258_423256_-	K17203	1.2e-153	509.7	332	1	329
NC_008379.1_203077_204786_+	K13896	3.1e-188	625.3	569	4	540
NC_008379.1_283435_284184_+	K01995	7.6e-105	350.3	249	4	247
NC_008380.1_3005005_3005751_-	K01995	2e-101	339.0	241	2	240
NC_008384.1_512764_514392_-	K13896	6.4e-190	630.9	536	1	520
NC_008384.1_444215_445222_-	K10561	4.6e-146	486.3	332	4	327
NC_008378.1_823491_825032_+	K10441	5.5e-219	728.3	513	3	502
NC_008380.1_4009344_4011062_+	K13896	9.7e-197	653.3	572	7	551
NC_008380.1_1652438_1653334_+	K01997	5.4e-44	149.1	298	4	290
NC_008380.1_2585407_2586948_+	K10441	9e-210	697.8	513	15	510
NC_008378.1_476131_476880_-	K11962	9.1e-121	403.1	249	5	247
NC_008380.1_4138887_4139651_+	K01995	2.6e-91	305.5	254	3	246
NC_008380.1_4861075_4862913_+	K13892	1.8e-276	916.3	612	8	588
NC_008380.1_4423369_4424895_-	K10441	7.1e-200	665.1	508	11	502
NC_008381.1_411379_412419_+	K10440	6.4e-72	241.0	346	32	335
NC_008384.1_480595_482283_-	K02032	3.8e-230	759.4	552	1	543
NC_008384.1_435682_436464_+	K01995	2.7e-104	348.4	260	14	258
NC_008378.1_440292_441065_+	K01995	2e-94	315.9	257	5	256
NC_008379.1_226447_227388_+	K23536	3.2e-101	337.9	313	8	313
NC_008381.1_435663_436604_+	K10440	2.1e-82	275.5	313	15	307
NC_008384.1_494732_496567_+	K13892	1.9e-272	901.3	611	9	588
NC_008383.1_30035_30766_+	K01995	7.8e-101	337.0	243	3	242
NC_008380.1_2103619_2105157_+	K10441	3.3e-210	699.1	512	5	499
NC_008380.1_2500642_2501655_+	K23509	4.4e-119	396.4	337	9	329
NC_008379.1_267974_269035_+	K10440	4.1e-78	261.4	353	35	345
NC_008378.1_854687_856408_+	K02032	4.8e-223	740.7	573	11	552
NC_008381.1_477951_479210_-	K10544	9.1e-142	471.9	398	3	397
NC_008380.1_4483819_4485429_-	K10539	9e-232	768.1	520	19	515
NC_008384.1_179711_180928_-	K10544	4.5e-75	251.7	405	31	399
NC_008380.1_4956112_4957653_-	K17215	1.5e-243	807.2	513	21	513
NC_008384.1_67459_69348_-	K02032	4.3e-227	747.9	629	6	574
NC_008380.1_3803061_3804266_-	K10547	2.5e-163	542.4	373	1	372
NC_008380.1_679286_680845_+	K10441	2e-194	647.1	519	13	507
NC_008380.1_2495736_2496656_+	K23536	3.8e-108	360.8	306	5	303
NC_008380.1_557661_559214_-	K10441	1.7e-194	647.2	517	27	516
NC_008384.1_446230_447765_-	K10562	6.2e-223	739.2	511	19	510
NC_008380.1_975920_976843_+	K10440	1.5e-92	309.2	307	2	293
NC_008379.1_241532_242536_-	K10440	3.8e-97	324.2	301	2	285
NC_008378.1_93863_94588_-	K01995	6.1e-94	314.1	241	4	238
NC_008380.1_457817_458617_+	K06861	1.6e-138	460.5	266	29	266
NC_008383.1_92418_93416_+	K02057	1.5e-89	299.3	332	3	308
NC_008380.1_234598_235701_+	K23535	5.9e-104	347.1	367	16	358
NC_008378.1_534602_535357_-	K01995	6.5e-84	281.1	251	13	248
NC_008381.1_123855_124631_-	K01995	2.1e-78	263.0	231	2	223
NC_008378.1_304775_305725_+	K10440	1.9e-64	216.4	316	24	308
NC_008380.1_3936151_3936906_-	K11962	2.6e-140	467.7	251	8	251
NC_008378.1_302371_303834_+	K10441	1.1e-146	489.1	487	11	482
NC_008379.1_85407_86957_-	K10441	1.4e-205	683.9	516	15	508
NC_008379.1_84398_85417_-	K10440	2.4e-56	189.6	335	28	332
NC_008378.1_80206_80931_+	K02028	1.2e-128	428.7	241	3	238
NC_008380.1_2105154_2106149_+	K10440	1.1e-71	240.3	331	18	315
NC_008380.1_976840_977604_+	K10545	4.9e-98	327.6	254	6	253
NC_008380.1_4059851_4060675_+	K02056	1.3e-99	332.8	274	30	270
NC_008380.1_235712_236683_+	K23536	6.5e-114	379.6	323	8	322
NC_008379.1_223876_225408_+	K23537	5.3e-217	721.7	510	4	502
NC_008381.1_479207_480028_-	K10545	7.6e-131	435.6	273	13	264
NC_008380.1_1122597_1123268_+	K02028	1.3e-102	342.9	223	2	218
NC_008381.1_339179_339988_-	K10829	1.6e-112	374.2	264	8	261
NC_008381.1_350921_351832_+	K23536	7e-92	307.1	303	6	303
NC_008380.1_3816130_3816912_+	K10545	4.9e-109	363.7	260	6	246
NC_008384.1_94412_95176_+	K02028	1.4e-140	468.1	254	11	252
NC_008380.1_3949642_3950370_-	K01996	1.2e-119	399.0	242	4	238
NC_008379.1_330853_331941_-	K02071	1.5e-150	501.2	362	12	357
NC_008384.1_227030_227806_+	K10021	8.7e-134	442.9	258	5	253
NC_008383.1_67431_68234_-	K02028	4.2e-138	460.0	250	1	249
NC_008381.1_189123_190157_+	K09695	3.3e-137	455.3	344	44	343
NC_008380.1_2808188_2809033_-	K02065	3.6e-111	370.6	281	12	264
NC_008380.1_3814802_3816115_+	K10544	1.6e-144	481.1	437	15	437
NC_008380.1_3213443_3214207_-	K02013	3.4e-96	321.4	247	2	239
NC_008380.1_3330697_3331608_-	K09817	1.4e-101	339.0	303	14	288
NC_008381.1_426879_427658_+	K02028	1.3e-131	438.3	259	7	254
NC_008378.1_47217_48002_+	K02028	3.9e-128	427.0	261	4	258
NC_008381.1_443281_444045_-	K02028	6.6e-142	472.5	252	9	250
