	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_026599_1	NC_026599	NC_026599	1	862	1032	1	E			YP_009210785.1	YP_009210785.1 hypothetical protein AVV32_gp02 [Pseudomonas phage PhiCHU]	False	0.939	113.0	7.928e-30									VOG18191	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_026599_2	NC_026599	NC_026599	2	1050	1604	1	E			YP_009007794.1	YP_009007794.1 hypothetical protein CF76_gp02 [Pseudomonas phage TL]	True	0.952	370.0	1.3350000000000002e-116									VOG02623	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_026599_3	NC_026599	NC_026599	3	1816	2034	1	E			YP_009125572.1	YP_009125572.1 hypothetical protein VC51_gp04 [Pseudomonas phage vB_PaeP_C2-10_Ab22]	False	1.0	164.0	3.212e-47									VOG06969	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_026599_4	NC_026599	NC_026599	4	2351	2533	1	E			YP_009125574.1	YP_009125574.1 hypothetical protein VC51_gp06 [Pseudomonas phage vB_PaeP_C2-10_Ab22]	False	0.883	113.0	9.729e-30									VOG14604	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_026599_5	NC_026599	NC_026599	5	2773	3021	1	E			YP_009125575.1	YP_009125575.1 hypothetical protein VC51_gp07 [Pseudomonas phage vB_PaeP_C2-10_Ab22]	False	0.978	171.0	9.46e-50									VOG14605	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_026599_6	NC_026599	NC_026599	6	3035	3190	1	E			YP_009125576.1	YP_009125576.1 hypothetical protein VC51_gp08 [Pseudomonas phage vB_PaeP_C2-10_Ab22]	False	1.0	114.0	1.722e-30									VOG14185	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_026599_7	NC_026599	NC_026599	7	3177	3323	1	E			YP_009007798.1	YP_009007798.1 hypothetical protein CF76_gp06 [Pseudomonas phage TL]	False	1.0	106.0	8.372000000000001e-28									VOG14606	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_026599_8	NC_026599	NC_026599	8	3333	3596	1	E			YP_009125578.1	YP_009125578.1 hypothetical protein VC51_gp10 [Pseudomonas phage vB_PaeP_C2-10_Ab22]	False	1.0	190.0	3.0900000000000002e-56									VOG14607	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_026599_9	NC_026599	NC_026599	9	3634	3867	1	E			YP_009125579.1	YP_009125579.1 hypothetical protein VC51_gp11 [Pseudomonas phage vB_PaeP_C2-10_Ab22]	False	1.0	167.0	2.393e-48									VOG14162	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_026599_10	NC_026599	NC_026599	10	4034	4285	1	E			YP_009209377.1	YP_009209377.1 hypothetical protein AVU27_gp59 [Pseudomonas phage DL54]	False	0.831	145.0	2.203e-40									VOG06968	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_026599_11	NC_026599	NC_026599	11	4285	4710	1	E			YP_009125581.1	YP_009125581.1 hypothetical protein VC51_gp13 [Pseudomonas phage vB_PaeP_C2-10_Ab22]	False	0.995	299.0	1.095e-92									VOG10564	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_026599_12	NC_026599	NC_026599	12	4841	5053	1	E			YP_009125582.1	YP_009125582.1 hypothetical protein VC51_gp14 [Pseudomonas phage vB_PaeP_C2-10_Ab22]	False	0.918	137.0	6.496e-38									VOG14161	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_026599_13	NC_026599	NC_026599	13	5055	5273	1	E			YP_009125583.1	YP_009125583.1 hypothetical protein VC51_gp15 [Pseudomonas phage vB_PaeP_C2-10_Ab22]	False	0.991	153.0	1.653e-43									VOG14608	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_026599_14	NC_026599	NC_026599	14	5280	5498	1	E			YP_009125584.1	YP_009125584.1 hypothetical protein VC51_gp16 [Pseudomonas phage vB_PaeP_C2-10_Ab22]	False	1.0	156.0	9.571e-45									VOG06964	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_026599_15	NC_026599	NC_026599	15	5508	6332	1	D			YP_009639004.1	YP_009639004.1 lipoprotein [Pseudomonas phage PaP4]	True	0.915	526.0	7.455999999999999e-169	MER0798374	I87	MER0798374 - family I87 unassigned peptidase inhibitors (Pseudomonas moraviensis) [I87.UPW]#I87#{inhibitor unit: 101-243}~source V8R775~	False	0.659	189.0	4.796e-52		VOG01466	sp|Q5UP73|YR614_MIMIV Putative band 7 family protein R614; Xu	Xu	0	False	P
NC_026599_16	NC_026599	NC_026599	16	6344	6472	1	E			YP_009125586.1	YP_009125586.1 hypothetical protein VC51_gp18 [Pseudomonas phage vB_PaeP_C2-10_Ab22]	False	0.974	89.0	9.747e-22												0	False	
NC_026599_17	NC_026599	NC_026599	17	6554	7516	1	E			YP_009125587.1	YP_009125587.1 hypothetical protein VC51_gp19 [Pseudomonas phage vB_PaeP_C2-10_Ab22]	True	1.0	689.0	1.887e-224									VOG07123	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_026599_18	NC_026599	NC_026599	18	7535	8494	1	E			YP_009125588.1	YP_009125588.1 hypothetical protein VC51_gp20 [Pseudomonas phage vB_PaeP_C2-10_Ab22]	True	1.0	681.0	7.182e-222									VOG06965	REFSEQ hypothetical protein; Xu	Xu	0	False	
