	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
NC_049364_NC_049364_1	NC_049364	NC_049364	1	260	784	1	D										Putative bacteriophage terminase small subunit [PF07141.14]	0
NC_049364_NC_049364_2	NC_049364	NC_049364	2	781	1596	1	C	K00571	site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]								DNA methylase [PF01555.21]	0
NC_049364_NC_049364_3	NC_049364	NC_049364	3	1606	2028	1	D										DNA N-6-adenine-methyltransferase (Dam) [PF05869.14]	0
NC_049364_NC_049364_4	NC_049364	NC_049364	4	2040	3662	1	D										Terminase large subunit, endonuclease domain [PF20441.1]; Terminase large subunit, ATPase domain [PF03354.18]	0
NC_049364_NC_049364_5	NC_049364	NC_049364	5	3652	3936	1	C	K07451	5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]								HNH endonuclease [PF01844.26]	1
NC_049364_NC_049364_6	NC_049364	NC_049364	6	3967	5085	1	D										Phage portal protein [PF04860.15]	0
NC_049364_NC_049364_7	NC_049364	NC_049364	7	5066	5602	1	C	K06904	uncharacterized protein	MER0079954	S78	MER0079954 - family S78 unassigned peptidases () [S78.UPW]#S78#{peptidase unit: 6-142}~source ABB77626~	False	278.0	1.5630000000000002e-84	0.957	Caudovirus prohead serine protease [PF04586.20]	0
NC_049364_NC_049364_8	NC_049364	NC_049364	8	5595	6776	1	E											0
NC_049364_NC_049364_9	NC_049364	NC_049364	9	6797	7060	1	E											0
NC_049364_NC_049364_10	NC_049364	NC_049364	10	7060	7374	1	E											0
NC_049364_NC_049364_11	NC_049364	NC_049364	11	7364	7702	1	E											0
NC_049364_NC_049364_12	NC_049364	NC_049364	12	7699	8058	1	E											0
NC_049364_NC_049364_13	NC_049364	NC_049364	13	8071	8976	1	D										Phage tail tube protein [PF06488.14]; Phage tail tube protein C-terminal domain [PF20608.1]	0
NC_049364_NC_049364_14	NC_049364	NC_049364	14	8939	9601	1	E											0
NC_049364_NC_049364_15	NC_049364	NC_049364	15	9621	9896	1	E											0
NC_049364_NC_049364_16	NC_049364	NC_049364	16	9916	10428	1	E											0
NC_049364_NC_049364_17	NC_049364	NC_049364	17	10428	13427	1	D										Tape measure protein [PF20155.2]	0
NC_049364_NC_049364_18	NC_049364	NC_049364	18	13427	14902	1	E											0
NC_049364_NC_049364_19	NC_049364	NC_049364	19	14902	16029	1	D										Phage tail base-plate attachment protein of Caudovirales ORF16 [PF16792.8]	0
NC_049364_NC_049364_20	NC_049364	NC_049364	20	16019	16312	1	E											0
NC_049364_NC_049364_21	NC_049364	NC_049364	21	16302	17108	1	D										Receptor-binding protein of phage tail base-plate Siphoviridae, head [PF08931.13]	0
NC_049364_NC_049364_22	NC_049364	NC_049364	22	17122	17475	1	E											0
NC_049364_NC_049364_23	NC_049364	NC_049364	23	17472	18188	1	C	K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]								N-acetylmuramoyl-L-alanine amidase [PF01510.28]	0
NC_049364_NC_049364_24	NC_049364	NC_049364	24	18234	18350	-1	E											0
NC_049364_NC_049364_25	NC_049364	NC_049364	25	18440	18697	-1	E											0
NC_049364_NC_049364_26	NC_049364	NC_049364	26	18726	18974	-1	E											0
NC_049364_NC_049364_27	NC_049364	NC_049364	27	18995	19264	-1	E											0
NC_049364_NC_049364_28	NC_049364	NC_049364	28	19437	19784	-1	E											0
NC_049364_NC_049364_29	NC_049364	NC_049364	29	19784	19951	-1	E											0
NC_049364_NC_049364_30	NC_049364	NC_049364	30	19951	20127	-1	E											0
NC_049364_NC_049364_31	NC_049364	NC_049364	31	20129	20320	-1	E											0
