	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_049965.1_1	NC_049965.1	NC_049965.1	1	346	522	-1	E			YP_009910328.1	YP_009910328.1 hypothetical protein H3014_gp26 [Bacillus phage vB_BveP-Goe6]	False	0.968	121	1.549e-32													VOG09656	sp|P06947|VG1A_BPPZA Early protein GP1A; Xh	Xh	0	False	F
NC_049965.1_2	NC_049965.1	NC_049965.1	2	519	689	-1	E			YP_009910329.1	YP_009910329.1 hypothetical protein H3014_gp25 [Bacillus phage vB_BveP-Goe6]	False	0.957	115	1.183e-30													VOG01701	sp|P06948|P56_BPPZA Protein p56; Xh	Xh	0	False	F
NC_049965.1_3	NC_049965.1	NC_049965.1	3	676	936	-1	E			YP_009910330.1	YP_009910330.1 hypothetical protein H3014_gp24 [Bacillus phage vB_BveP-Goe6]	False	0.996	183	8.726e-54													VOG09658	sp|P06949|GP1_BPPZA DNA replication protein 1; XhXr	Xr;Xh	0	False	VF
NC_049965.1_4	NC_049965.1	NC_049965.1	4	964	2682	-1	C	K21237	Podoviridae DNA polymerase [EC:2.7.7.7]	YP_009910331.1	YP_009910331.1 DNA polymerase [Bacillus phage vB_BveP-Goe6]	True	1.0	1212	0.0								DNA polymerase type B, organellar and viral [PF03175.16]					VOG00710	sp|P48311|DPOL_ADE40 DNA polymerase; XhXr	Xr;Xh	0	False	VF
NC_049965.1_5	NC_049965.1	NC_049965.1	5	2705	3505	-1	D			YP_009910332.1	YP_009910332.1 DNA terminal protein [Bacillus phage vB_BveP-Goe6]	True	0.933	522	8.746e-168								Phi-29 DNA terminal protein GP3 [PF05435.14]					VOG09657	sp|P06812|TERM_BPNF DNA terminal protein; XhXpXrXs	Xs;Xr;Xh;Xp	0	False	VF
NC_049965.1_6	NC_049965.1	NC_049965.1	6	3790	4164	-1	D			YP_009910334.1	YP_009910334.1 single strand DNA binding protein [Bacillus phage vB_BveP-Goe6]	False	0.935	245	1.576e-74								Phage Single-stranded DNA-binding protein [PF17427.5]					VOG02756	sp|P06953|SSB_BPPZA Single-stranded DNA-binding protein; XhXr	Xr;Xh	0	False	VF
NC_049965.1_7	NC_049965.1	NC_049965.1	7	4229	4426	-1	E			YP_009910335.1	YP_009910335.1 hypothetical protein H3014_gp19 [Bacillus phage vB_BveP-Goe6]	False	0.965	134	3.376e-37													VOG09654	sp|P03683|GP55_BPPH2 Gene product 5.5; Xh	Xh	0	False	F
NC_049965.1_8	NC_049965.1	NC_049965.1	8	4426	4740	-1	D			YP_009910336.1	YP_009910336.1 dsDNA binding protein [Bacillus phage vB_BveP-Goe6]	False	0.887	194	3.017e-57								Histone-like Protein p6 [PF17548.5]					VOG09653	sp|B7SSM6|NP_BPNF Double-stranded DNA-binding protein; XhXr	Xr;Xh	0	False	VF
NC_049965.1_9	NC_049965.1	NC_049965.1	9	5042	5338	1	D			YP_009910337.1	YP_009910337.1 head scaffolding protein [Bacillus phage vB_BveP-Goe6]	False	0.914	190	1.001e-55								Phi29 scaffolding protein [PF11418.11]					VOG02738	sp|P07533|SCAF_BPPZA Capsid assembly scaffolding protein; XhXs	Xs;Xh	0	False	V
NC_049965.1_10	NC_049965.1	NC_049965.1	10	5369	6715	1	E			YP_009910338.1	YP_009910338.1 major head protein [Bacillus phage vB_BveP-Goe6]	True	0.946	891	6.535e-292													VOG01056	sp|G9M952|CAPSD_BPPS4 Major capsid protein; Xs	Xs	0	False	V
