target	query	e-value	score	length	start	end
NZ_CP030761.1_377835_379385_-	K01026	2.2e-198	657.3	516	2	512
NZ_CP030762.1_88189_89766_+	K01026	6.4e-234	774.6	525	2	515
NZ_CP030762.1_336881_338458_+	K01026	3.4e-236	782.1	525	2	515
NZ_CP030760.1_3783641_3784687_-	K01501	5.6e-115	381.8	348	5	325
NZ_CP030761.1_874487_876226_+	K12251	2.5e-99	204.0	579	2	270
NZ_CP030761.1_874487_876226_+	K18540	8.4e-95	139.0	579	296	548
NZ_CP030760.1_3695131_3697641_+	K03724	6.3e-247	820.4	836	7	828
NZ_CP030762.1_222328_223188_-	K23999	1.3e-118	393.7	286	2	284
NZ_CP030762.1_216474_217172_-	K01009	1.6e-43	143.3	232	1	231
NZ_CP030760.1_3566002_3566772_+	K03417	3.7e-28	95.7	256	6	247
NZ_CP030760.1_3894536_3895825_-	K01637	8e-207	384.4	429	13	243
NZ_CP030760.1_3497253_3498335_+	K19064	9.3e-40	132.5	360	47	338
NZ_CP030762.1_314578_327729_+	K04780	0	1148.3	4383	17	1091
NZ_CP030762.1_314578_327729_+	K04780	0	1380.5	4383	1730	3273
NZ_CP030762.1_314578_327729_+	K15659	0	1009.7	4383	1269	2039
NZ_CP030762.1_314578_327729_+	K15658	0	1645.7	4383	2994	4356
NZ_CP030762.1_314578_327729_+	K15660	0	1437.9	4383	18	1154
NZ_CP030761.1_87555_89069_+	K18661	6.7e-234	774.3	504	1	502
NZ_CP030761.1_637192_638778_-	K00666	5.1e-163	541.3	528	22	516
NZ_CP030760.1_3618078_3619778_-	K00666	7.2e-145	481.3	566	35	566
NZ_CP030761.1_1193291_1194820_-	K00666	6.1e-86	286.5	509	7	492
NZ_CP030761.1_59878_63870_+	K02364	4.1e-229	760.9	1330	18	1167
NZ_CP030762.1_90310_92292_+	K01895	0	1014.5	660	10	651
NZ_CP030760.1_4241800_4245195_+	K05939	0	1357.4	1131	2	1126
NZ_CP030760.1_3903884_3905836_+	K01907	1.2e-291	966.4	650	3	648
NZ_CP030761.1_698016_699074_-	K20715	5.9e-47	157.7	352	30	168
NZ_CP030760.1_4072154_4074049_-	K09667	5.8e-39	68.3	631	81	440
NZ_CP030760.1_4072154_4074049_-	K09667	5.8e-39	60.9	631	456	589
NZ_CP030760.1_3358506_3359339_-	K09667	3.9e-20	69.0	277	53	244
NZ_CP030760.1_4493499_4494959_-	K08161	2.2e-141	469.0	486	79	482
NZ_CP030760.1_3647073_3648563_-	K03446	3.8e-80	266.5	496	1	484
NZ_CP030760.1_4554414_4555814_-	K08166	2.1e-90	300.7	466	8	450
NZ_CP030760.1_3480746_3481996_+	K08224	5.2e-173	573.9	416	14	413
NZ_CP030760.1_3980889_3982313_-	K18326	1.6e-111	370.8	474	5	450
NZ_CP030760.1_4632173_4633561_-	K19577	2.2e-137	456.2	462	64	459
NZ_CP030761.1_400394_401677_+	K05548	7.5e-151	500.2	427	14	420
NZ_CP030760.1_4511549_4513003_+	K18326	7.1e-103	342.2	484	15	456
NZ_CP030760.1_3259362_3260993_+	K08217	4.3e-58	194.5	543	15	398
NZ_CP030760.1_4865397_4866584_-	K18552	2.8e-167	554.4	395	8	391
NZ_CP030760.1_4488131_4489750_+	K03446	7.7e-185	612.8	539	21	532
NZ_CP030761.1_555181_556497_+	K13021	6.4e-177	586.0	438	16	433
NZ_CP030761.1_691021_692226_+	K05819	1.6e-27	93.6	401	8	397
NZ_CP030760.1_4412189_4413616_-	K03446	7.4e-40	134.2	475	25	430
NZ_CP030760.1_3716934_3718136_-	K08221	1.9e-22	76.5	400	18	392
NZ_CP030760.1_4588759_4589982_-	K08153	2.5e-20	70.1	407	15	401
NZ_CP030760.1_4414370_4415581_-	K03291	3.3e-74	247.0	403	8	398
NZ_CP030761.1_588852_590039_+	K03445	4.6e-93	309.8	395	10	392
NZ_CP030761.1_92256_93482_+	K08217	4.5e-21	72.2	408	31	386
NZ_CP030761.1_688230_689414_+	K08174	1.8e-32	109.6	394	9	376
NZ_CP030760.1_3472278_3473570_-	K03449	3.7e-134	445.5	413	17	402
NZ_CP030760.1_4484666_4485553_+	K00826	2.5e-60	202.3	295	14	292
NZ_CP030760.1_4551384_4552502_-	K10255	1.2e-126	421.0	372	39	368
NZ_CP030761.1_270930_271865_+	K01066	2.5e-95	317.7	311	6	304
NZ_CP030762.1_160033_160962_+	K14731	2.9e-97	323.9	309	23	298
NZ_CP030760.1_4316529_4318013_+	K03929	6e-94	313.2	494	26	463
NZ_CP030760.1_3952269_3953411_+	K02805	1e-188	624.5	380	2	378
NZ_CP030762.1_111122_112408_-	K13010	2.5e-53	179.1	428	40	388
NZ_CP030760.1_4436110_4436598_-	K23775	1.3e-50	170.3	162	2	157
NZ_CP030760.1_4380434_4381774_+	K16552	3.2e-87	290.7	446	25	445
NZ_CP030760.1_4856499_4857074_-	K20988	2.3e-54	182.2	191	7	191
NZ_CP030760.1_3740501_3741925_-	K12537	7e-155	514.2	474	12	474
NZ_CP030760.1_4382691_4383851_+	K13657	9.8e-77	255.6	386	2	367
NZ_CP030760.1_3775240_3776250_+	K00008	3.7e-101	336.4	336	1	335
NZ_CP030761.1_1157570_1158613_-	K00098	1.4e-140	465.4	347	3	347
NZ_CP030762.1_158665_159978_+	K00055	5.6e-159	526.5	437	71	436
NZ_CP030761.1_816581_817594_+	K00004	6.5e-79	263.1	337	1	334
NZ_CP030760.1_3630671_3631690_-	K23007	1.7e-104	346.9	339	1	336
NZ_CP030761.1_635164_636270_-	K00055	3.6e-161	533.8	368	1	364
NZ_CP030760.1_4483375_4484418_-	K00001	5.9e-96	320.1	347	1	337
NZ_CP030761.1_732275_733357_-	K13953	9e-153	506.8	360	4	354
NZ_CP030761.1_723739_724827_+	K13953	5.1e-115	382.2	362	34	360
NZ_CP030761.1_614396_615523_-	K00121	3.2e-189	627.7	375	1	374
NZ_CP030760.1_4032071_4032952_+	K07001	2.5e-48	162.4	293	18	270
NZ_CP030760.1_4460538_4461716_+	K07001	1.1e-49	166.8	392	17	372
