	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001501.1_1	QGNH01001501.1	QGNH01001501.1	1	2	6184	-1	D	YP_009209122.1	YP_009209122.1 hypothetical protein AVV31_gp09 [Mycobacterium phage Sheen]	False	0.242	68.0	7.121e-10	Transglycosylase SLT domain [PF01464.23]	VOG08042	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001501.1_2	QGNH01001501.1	QGNH01001501.1	2	6185	7333	-1	E											0	False	
QGNH01001501.1_3	QGNH01001501.1	QGNH01001501.1	3	8084	9094	-1	E											0	False	
QGNH01001501.1_4	QGNH01001501.1	QGNH01001501.1	4	9105	9491	-1	E											0	False	
QGNH01001501.1_5	QGNH01001501.1	QGNH01001501.1	5	9495	10643	-1	E											0	False	
QGNH01001501.1_6	QGNH01001501.1	QGNH01001501.1	6	10653	11168	-1	E	YP_009222571.1	YP_009222571.1 hypothetical protein AXJ08_gp21 [Rhodoferax phage P26218]	False	0.315	84.0	1.139e-17		VOG04164	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001501.1_7	QGNH01001501.1	QGNH01001501.1	7	11170	11463	-1	E											0	False	
QGNH01001501.1_8	QGNH01001501.1	QGNH01001501.1	8	11539	12204	-1	E											0	False	
QGNH01001501.1_9	QGNH01001501.1	QGNH01001501.1	9	12201	12881	-1	E											0	False	
QGNH01001501.1_10	QGNH01001501.1	QGNH01001501.1	10	12878	13510	-1	E											0	False	
QGNH01001501.1_11	QGNH01001501.1	QGNH01001501.1	11	13510	15639	-1	E	YP_009823372.1	YP_009823372.1 hypothetical protein HOV50_gp16 [Escherichia phage PTXU04]	False	0.229	212.0	3.8430000000000005e-55					0	False	
QGNH01001501.1_12	QGNH01001501.1	QGNH01001501.1	12	15641	16375	-1	E											0	False	F
QGNH01001501.1_13	QGNH01001501.1	QGNH01001501.1	13	16375	16860	-1	E											0	False	F
QGNH01001501.1_14	QGNH01001501.1	QGNH01001501.1	14	16916	17509	-1	E											0	False	F
QGNH01001501.1_15	QGNH01001501.1	QGNH01001501.1	15	17520	18041	-1	E											0	False	F
QGNH01001501.1_16	QGNH01001501.1	QGNH01001501.1	16	18099	19172	-1	E	YP_010563446.1	YP_010563446.1 major head protein [Klebsiella phage vB_KpP_FBKp27]	False	0.237	61.0	7.992e-09					0	False	F
QGNH01001501.1_17	QGNH01001501.1	QGNH01001501.1	17	19182	20072	-1	E											0	False	F
QGNH01001501.1_18	QGNH01001501.1	QGNH01001501.1	18	20082	20366	-1	E											0	False	F
QGNH01001501.1_19	QGNH01001501.1	QGNH01001501.1	19	20410	20880	-1	E											0	False	F
