	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000422.1_1	QGNH01000422.1	QGNH01000422.1	1	222	905	1	E																	0	False	F
QGNH01000422.1_2	QGNH01000422.1	QGNH01000422.1	2	1015	1107	1	E																	0	False	F
QGNH01000422.1_3	QGNH01000422.1	QGNH01000422.1	3	1137	2084	1	C	K01990	ABC-2 type transport system ATP-binding protein	YP_009001498.1	YP_009001498.1 ABC transporter [Anomala cuprea entomopoxvirus]	False	0.322	103.0	2.034e-22	ABC transporter [PF00005.30]					VOG06047	sp|G0SEV9|RLI1_CHATD Translation initiation factor RLI1; Xh	Xh	0	False	MF
QGNH01000422.1_4	QGNH01000422.1	QGNH01000422.1	4	2081	3379	1	C	K25143	linearmycin/streptolysin S transport system permease protein															0	False	F
QGNH01000422.1_5	QGNH01000422.1	QGNH01000422.1	5	3692	5809	-1	D										GH138	GH138 rhamnogalacturonan alpha-1,2-galacturonohydrolase (EC 3.2.1.173)	3.2.1.173	GH138.hmm				0	False	F
QGNH01000422.1_6	QGNH01000422.1	QGNH01000422.1	6	6120	7766	-1	C	K01206	alpha-L-fucosidase [EC:3.2.1.51]							Alpha-L-fucosidase [PF01120.20]; Hypothetical glycosyl hydrolase 6 [PF14871.9]	GH29	GH29 alpha-L-fucosidase (EC 3.2.1.51); alpha-1,3/1,4-L-fucosidase (EC 3.2.1.111); alpha-1,2-L-fucosidase (EC 3.2.1.63); alpha-1,6-fucosidase (EC 3.2.1.127)	3.2.1.111,3.2.1.127,3.2.1.51,3.2.1.63,3.2.1.-	GH29.hmm				0	False	MKF
QGNH01000422.1_7	QGNH01000422.1	QGNH01000422.1	7	7795	8316	-1	D									Enoyl-(Acyl carrier protein) reductase [PF13561.9]; short chain dehydrogenase [PF00106.28]					VOG09790	sp|Q5UQM3|YR419_MIMIV Uncharacterized short-chain type dehydrogenase/reductase R419; Xh	Xh	0	False	MKF
QGNH01000422.1_8	QGNH01000422.1	QGNH01000422.1	8	8385	9812	1	D			YP_009147004.1	YP_009147004.1 DNA methyltransferase [Aurantimonas phage AmM-1]	False	0.329	230.0	2.3790000000000002e-63	DNA methylase [PF01555.21]; ParB/Sulfiredoxin domain [PF02195.21]					VOG00306	sp|P14243|MTC9_CITFR Type II methyltransferase M.Cfr9I; XhXp	Xh;Xp	0	False	F
QGNH01000422.1_9	QGNH01000422.1	QGNH01000422.1	9	9805	10233	1	D									Family of unknown function (DUF5681) [PF18932.3]								0	False	F
QGNH01000422.1_10	QGNH01000422.1	QGNH01000422.1	10	10230	11645	1	D			YP_009100909.1	YP_009100909.1 terminase large subunit [Idiomarinaceae phage 1N2-2]	False	0.348	216.0	7.296e-59	Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Terminase RNaseH-like domain [PF17289.5]					VOG00331	sp|P10310|TERL_BPT3 Terminase, large subunit; XhXr	Xh;Xr	0	False	VF
