locus_tag	ftype	length_bp	gene	EC_number	COG	product
DMGBCKNP_00001	CDS	360				hypothetical protein
DMGBCKNP_00002	CDS	351				hypothetical protein
DMGBCKNP_00003	CDS	396				hypothetical protein
DMGBCKNP_00004	CDS	525				hypothetical protein
DMGBCKNP_00005	CDS	330				hypothetical protein
DMGBCKNP_00006	CDS	255				hypothetical protein
DMGBCKNP_00007	CDS	462				hypothetical protein
DMGBCKNP_00008	CDS	123				hypothetical protein
DMGBCKNP_00009	CDS	318				hypothetical protein
DMGBCKNP_00010	CDS	267				hypothetical protein
DMGBCKNP_00011	CDS	330				hypothetical protein
DMGBCKNP_00012	CDS	402				hypothetical protein
DMGBCKNP_00013	CDS	678				hypothetical protein
DMGBCKNP_00014	CDS	285				hypothetical protein
DMGBCKNP_00015	CDS	882				hypothetical protein
DMGBCKNP_00016	CDS	219				hypothetical protein
DMGBCKNP_00017	CDS	411				hypothetical protein
DMGBCKNP_00018	CDS	252				hypothetical protein
DMGBCKNP_00019	CDS	207				hypothetical protein
DMGBCKNP_00020	CDS	231				hypothetical protein
DMGBCKNP_00021	CDS	240				hypothetical protein
DMGBCKNP_00022	CDS	222				hypothetical protein
DMGBCKNP_00023	CDS	108				hypothetical protein
