locus_tag	ftype	length_bp	gene	EC_number	COG	product
HMJBDHOA_00001	CDS	1101				hypothetical protein
HMJBDHOA_00002	CDS	612				hypothetical protein
HMJBDHOA_00003	tRNA	73				tRNA-Gln(ttg)
HMJBDHOA_00004	CDS	471				hypothetical protein
HMJBDHOA_00005	CDS	1284				hypothetical protein
HMJBDHOA_00006	CDS	465				hypothetical protein
HMJBDHOA_00007	CDS	147				hypothetical protein
HMJBDHOA_00008	CDS	207				hypothetical protein
HMJBDHOA_00009	CDS	603				hypothetical protein
HMJBDHOA_00010	CDS	822				hypothetical protein
HMJBDHOA_00011	CDS	492				hypothetical protein
HMJBDHOA_00012	CDS	462				hypothetical protein
HMJBDHOA_00013	CDS	219				hypothetical protein
HMJBDHOA_00014	CDS	450				hypothetical protein
HMJBDHOA_00015	CDS	198				hypothetical protein
HMJBDHOA_00016	CDS	546				hypothetical protein
HMJBDHOA_00017	CDS	249				hypothetical protein
HMJBDHOA_00018	CDS	450				hypothetical protein
HMJBDHOA_00019	CDS	453				hypothetical protein
HMJBDHOA_00020	CDS	684				hypothetical protein
HMJBDHOA_00021	CDS	237				hypothetical protein
HMJBDHOA_00022	CDS	1176				hypothetical protein
HMJBDHOA_00023	CDS	654				hypothetical protein
HMJBDHOA_00024	tRNA	90				tRNA-Ser(gct)
HMJBDHOA_00025	CDS	888				hypothetical protein
HMJBDHOA_00026	CDS	594				hypothetical protein
HMJBDHOA_00027	CDS	249				hypothetical protein
HMJBDHOA_00028	tRNA	88				tRNA-Ser(tga)
HMJBDHOA_00029	CDS	501				hypothetical protein
HMJBDHOA_00030	tRNA	73				tRNA-Arg(gcg)
HMJBDHOA_00031	CDS	276				hypothetical protein
HMJBDHOA_00032	CDS	756				hypothetical protein
HMJBDHOA_00033	CDS	1074				hypothetical protein
HMJBDHOA_00034	CDS	477				hypothetical protein
HMJBDHOA_00035	CDS	1017				hypothetical protein
HMJBDHOA_00036	CDS	2193				hypothetical protein
HMJBDHOA_00037	CDS	906				hypothetical protein
HMJBDHOA_00038	CDS	657				hypothetical protein
HMJBDHOA_00039	CDS	420				hypothetical protein
HMJBDHOA_00040	CDS	2409				hypothetical protein
HMJBDHOA_00041	CDS	441				hypothetical protein
HMJBDHOA_00042	CDS	195				hypothetical protein
HMJBDHOA_00043	CDS	312				hypothetical protein
HMJBDHOA_00044	CDS	255				hypothetical protein
HMJBDHOA_00045	CDS	507				hypothetical protein
HMJBDHOA_00046	CDS	1308				hypothetical protein
HMJBDHOA_00047	CDS	1503				hypothetical protein
HMJBDHOA_00048	CDS	837				hypothetical protein
HMJBDHOA_00049	CDS	1803				hypothetical protein
HMJBDHOA_00050	CDS	2157				hypothetical protein
HMJBDHOA_00051	CDS	1512				hypothetical protein
HMJBDHOA_00052	CDS	222				hypothetical protein
HMJBDHOA_00053	CDS	234				hypothetical protein
HMJBDHOA_00054	CDS	570				hypothetical protein
HMJBDHOA_00055	CDS	1041				hypothetical protein
HMJBDHOA_00056	CDS	693				hypothetical protein
HMJBDHOA_00057	CDS	855				hypothetical protein
HMJBDHOA_00058	CDS	207				hypothetical protein
HMJBDHOA_00059	CDS	360				hypothetical protein
HMJBDHOA_00060	CDS	645				hypothetical protein
HMJBDHOA_00061	CDS	627				hypothetical protein
HMJBDHOA_00062	CDS	750				hypothetical protein
HMJBDHOA_00063	tRNA	72				tRNA-Met(cat)
HMJBDHOA_00064	CDS	1455				hypothetical protein
HMJBDHOA_00065	CDS	1437				hypothetical protein
HMJBDHOA_00066	CDS	288				hypothetical protein
HMJBDHOA_00067	CDS	1998		6.5.1.2		DNA ligase
HMJBDHOA_00068	CDS	591				hypothetical protein
HMJBDHOA_00069	CDS	606				hypothetical protein
HMJBDHOA_00070	CDS	624				hypothetical protein
HMJBDHOA_00071	CDS	399				hypothetical protein
HMJBDHOA_00072	CDS	771				hypothetical protein
HMJBDHOA_00073	CDS	441				hypothetical protein
HMJBDHOA_00074	CDS	483				hypothetical protein
HMJBDHOA_00075	CDS	492				hypothetical protein
HMJBDHOA_00076	CDS	1215				hypothetical protein
HMJBDHOA_00077	CDS	780				hypothetical protein
HMJBDHOA_00078	CDS	387				hypothetical protein
HMJBDHOA_00079	CDS	1725				hypothetical protein
HMJBDHOA_00080	CDS	303				hypothetical protein
HMJBDHOA_00081	CDS	555				hypothetical protein
HMJBDHOA_00082	CDS	549				hypothetical protein
HMJBDHOA_00083	CDS	1125				hypothetical protein
HMJBDHOA_00084	CDS	654				hypothetical protein
HMJBDHOA_00085	CDS	2106				hypothetical protein
HMJBDHOA_00086	CDS	297				hypothetical protein
HMJBDHOA_00087	CDS	600				hypothetical protein
HMJBDHOA_00088	CDS	291				hypothetical protein
HMJBDHOA_00089	CDS	192				hypothetical protein
HMJBDHOA_00090	CDS	771				hypothetical protein
HMJBDHOA_00091	CDS	945				hypothetical protein
HMJBDHOA_00092	CDS	1023				hypothetical protein
HMJBDHOA_00093	CDS	342				hypothetical protein
HMJBDHOA_00094	CDS	489				hypothetical protein
HMJBDHOA_00095	tRNA	73				tRNA-Arg(ccg)
HMJBDHOA_00096	tRNA	72				tRNA-Pro(ggg)
HMJBDHOA_00097	tRNA	72				tRNA-Lys(ctt)
HMJBDHOA_00098	CDS	1122				hypothetical protein
HMJBDHOA_00099	CDS	621				hypothetical protein
HMJBDHOA_00100	CDS	219				hypothetical protein
HMJBDHOA_00101	CDS	627				hypothetical protein
HMJBDHOA_00102	CDS	417				hypothetical protein
HMJBDHOA_00103	CDS	471				hypothetical protein
HMJBDHOA_00104	CDS	2112				hypothetical protein
HMJBDHOA_00105	CDS	360				hypothetical protein
HMJBDHOA_00106	CDS	447				hypothetical protein
HMJBDHOA_00107	CDS	294				hypothetical protein
HMJBDHOA_00108	CDS	1191				hypothetical protein
HMJBDHOA_00109	CDS	342				hypothetical protein
HMJBDHOA_00110	CDS	606				hypothetical protein
HMJBDHOA_00111	CDS	636				hypothetical protein
HMJBDHOA_00112	CDS	267				hypothetical protein
HMJBDHOA_00113	CDS	828				hypothetical protein
HMJBDHOA_00114	CDS	321				hypothetical protein
HMJBDHOA_00115	CDS	336				hypothetical protein
HMJBDHOA_00116	CDS	669				hypothetical protein
HMJBDHOA_00117	CDS	414				hypothetical protein
HMJBDHOA_00118	CDS	183				hypothetical protein
HMJBDHOA_00119	CDS	243				hypothetical protein
HMJBDHOA_00120	CDS	366				hypothetical protein
HMJBDHOA_00121	CDS	1215				hypothetical protein
HMJBDHOA_00122	CDS	357				hypothetical protein
HMJBDHOA_00123	CDS	327				hypothetical protein
HMJBDHOA_00124	CDS	1626				hypothetical protein
HMJBDHOA_00125	CDS	501				hypothetical protein
HMJBDHOA_00126	CDS	849				hypothetical protein
HMJBDHOA_00127	CDS	390				hypothetical protein
HMJBDHOA_00128	CDS	540				hypothetical protein
HMJBDHOA_00129	CDS	525				hypothetical protein
HMJBDHOA_00130	CDS	261				hypothetical protein
HMJBDHOA_00131	CDS	702				hypothetical protein
HMJBDHOA_00132	CDS	243				hypothetical protein
HMJBDHOA_00133	CDS	510				hypothetical protein
HMJBDHOA_00134	CDS	1068				hypothetical protein
HMJBDHOA_00135	tRNA	73				tRNA-Arg(cct)
HMJBDHOA_00136	tRNA	72				tRNA-Ala(ggc)
HMJBDHOA_00137	CDS	306				hypothetical protein
HMJBDHOA_00138	CDS	354				hypothetical protein
HMJBDHOA_00139	tRNA	90				tRNA-Ser(cga)
HMJBDHOA_00140	CDS	453				hypothetical protein
HMJBDHOA_00141	CDS	1461				hypothetical protein
HMJBDHOA_00142	CDS	333				hypothetical protein
HMJBDHOA_00143	tRNA	73				tRNA-Cys(gca)
HMJBDHOA_00144	tRNA	83				tRNA-Leu(taa)
HMJBDHOA_00145	tRNA	83				tRNA-Leu(tag)
HMJBDHOA_00146	CDS	1137				hypothetical protein
HMJBDHOA_00147	tRNA	72				tRNA-Gly(gcc)
HMJBDHOA_00148	CDS	531				hypothetical protein
HMJBDHOA_00149	CDS	261				hypothetical protein
HMJBDHOA_00150	CDS	357				hypothetical protein
HMJBDHOA_00151	CDS	963				hypothetical protein
HMJBDHOA_00152	CDS	1281				hypothetical protein
HMJBDHOA_00153	CDS	531				hypothetical protein
HMJBDHOA_00154	CDS	2433				hypothetical protein
HMJBDHOA_00155	CDS	213				hypothetical protein
HMJBDHOA_00156	CDS	648				hypothetical protein
HMJBDHOA_00157	CDS	1122				hypothetical protein
HMJBDHOA_00158	CDS	348				hypothetical protein
HMJBDHOA_00159	CDS	1920				hypothetical protein
HMJBDHOA_00160	CDS	477				hypothetical protein
HMJBDHOA_00161	CDS	546				hypothetical protein
