	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_005879_1	NC_005879	NC_005879	1	536	1147	1	E			YP_053007.1	YP_053007.1 terminase small subunit [Vibrio phage VP5]	True	0.924	395	7.687999999999998e-125		VOG09675	REFSEQ terminase small subunit; Xu	Xu	0	False	F
NC_005879_2	NC_005879	NC_005879	2	1134	2840	1	C	K06909	phage terminase large subunit	YP_024418.1	YP_024418.1 terminase [Vibrio phage VP2]	True	0.997	1198	0.0		VOG30053	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_005879_3	NC_005879	NC_005879	3	2851	4494	1	D			YP_024419.1	YP_024419.1 hypothetical protein VP2p04 [Vibrio phage VP2]	True	0.947	1090	0.0	Bacteriophage head to tail connecting protein [PF12236.11]	VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xs;Xp;Xr	0	False	VF
NC_005879_4	NC_005879	NC_005879	4	4494	4721	1	E			YP_052976.1	YP_052976.1 hypothetical protein VP2p05 [Vibrio phage VP2]	False	0.913	145	7.867999999999998e-41		VOG09674	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_005879_5	NC_005879	NC_005879	5	4734	4991	1	E			YP_052977.1	YP_052977.1 hypothetical protein VP2p06 [Vibrio phage VP2]	False	0.9	162	2.179e-46		VOG01457	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_005879_6	NC_005879	NC_005879	6	4960	5838	1	E			YP_052978.1	YP_052978.1 hypothetical protein VP2p07 [Vibrio phage VP2]	True	0.943	580	4.183e-187		VOG03646	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_005879_7	NC_005879	NC_005879	7	6006	6974	1	D			YP_052979.1	YP_052979.1 major head protein [Vibrio phage VP2]	True	0.964	655	8.946e-213	Phage capsid protein [PF19821.2]	VOG00529	sp|P19727|CAPSB_BPT7 Minor capsid protein; XrXs	Xs;Xr	0	False	V
NC_005879_8	NC_005879	NC_005879	8	7041	7310	1	E			YP_009140138.1	YP_009140138.1 hypothetical protein phiVC8_p09 [Vibrio phage phiVC8]	False	0.943	179	4.505e-52		VOG09676	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_005879_9	NC_005879	NC_005879	9	7325	8173	1	E			YP_052981.1	YP_052981.1 hypothetical protein VP2p10 [Vibrio phage VP2]	True	0.997	596	4.648e-193		VOG09677	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_005879_10	NC_005879	NC_005879	10	8170	8535	1	E			YP_009153037.1	YP_009153037.1 hypothetical protein ACQ41_gp11 [Vibrio phage QH]	False	0.937	240	8.280000000000001e-73		VOG09678	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_005879_11	NC_005879	NC_005879	11	8537	9010	1	D			YP_009153038.1	YP_009153038.1 endolysin [Vibrio phage QH]	False	1.0	347	2.373e-109	Peptidase M15 [PF08291.14]	VOG02154	REFSEQ endolysin; Xu	Xu	0	False	
NC_005879_12	NC_005879	NC_005879	12	9003	9305	1	E			YP_009153039.1	YP_009153039.1 hypothetical protein ACQ41_gp13 [Vibrio phage QH]	False	0.915	194	4.673e-57		VOG09679	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_005879_13	NC_005879	NC_005879	13	9329	11554	1	D			YP_024421.1	YP_024421.1 tail tubular protein [Vibrio phage VP2]	True	0.898	1388	0.0	Immunoglobulin domain [PF13895.9]; Immunoglobulin I-set domain [PF07679.19]; Immunoglobulin domain [PF13927.9]	VOG02047	sp|P03746|TUBE1_BPT7 Tail tubular protein gp11; XpXrXs	Xs;Xp;Xr	0	False	V
NC_005879_14	NC_005879	NC_005879	14	11563	13347	1	E			YP_024422.1	YP_024422.1 tail protein [Vibrio phage VP2]	True	0.975	1221	0.0		VOG02059	sp|P03747|TUBE2_BPT7 Tail tubular protein gp12; XpXrXs	Xs;Xp;Xr	0	False	V
NC_005879_15	NC_005879	NC_005879	15	13353	13757	1	E			YP_052984.1	YP_052984.1 hypothetical protein VP2p16 [Vibrio phage VP2]	False	0.887	250	7.901e-76		VOG09680	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_005879_16	NC_005879	NC_005879	16	13754	15838	1	E			YP_052985.1	YP_052985.1 hypothetical protein VP2p17 [Vibrio phage VP2]	True	0.925	1345	0.0		VOG01992	REFSEQ head protein; Xu	Xu	0	False	
NC_005879_17	NC_005879	NC_005879	17	15838	17010	1	E			YP_052986.1	YP_052986.1 hypothetical protein VP2p18 [Vibrio phage VP2]	True	0.917	750	4.205e-244		VOG09682	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_005879_18	NC_005879	NC_005879	18	17012	19360	1	E			YP_024423.1	YP_024423.1 virion structural protein [Vibrio phage VP2]	True	0.959	1578	0.0		VOG09681	REFSEQ virion structural protein; Xu	Xu	0	False	
NC_005879_19	NC_005879	NC_005879	19	19364	20437	1	E			YP_024424.1	YP_024424.1 tail fiber protein [Vibrio phage VP2]	True	0.977	737	2.157e-240		VOG09685	REFSEQ tail fiber protein; Xu	Xu	0	False	
NC_005879_20	NC_005879	NC_005879	20	20439	21821	1	D			YP_024425.1	YP_024425.1 outer capsid protein [Vibrio phage VP2]	True	0.952	921	3.339e-302	BNR repeat-like domain [PF13088.9]; Photosynthesis system II assembly factor YCF48 [PF14870.9]; Sortilin, neurotensin receptor 3, [PF15902.8]	VOG09683	REFSEQ outer capsid protein; Xu	Xu	0	False	
NC_005879_21	NC_005879	NC_005879	21	21846	22163	-1	E			YP_024426.1	YP_024426.1 hypothetical protein VP2p22 [Vibrio phage VP2]	False	0.977	218	1.34e-65					0	False	
NC_005879_22	NC_005879	NC_005879	22	22240	22677	-1	E			YP_052987.1	YP_052987.1 DNA helicase [Vibrio phage VP2]	False	1.0	315	3.176e-98		VOG09684	REFSEQ DNA helicase; Xu	Xu	0	False	
NC_005879_23	NC_005879	NC_005879	23	22667	22828	-1	E			YP_052988.1	YP_052988.1 hypothetical protein VP2p24 [Vibrio phage VP2]	False	1.0	119	3.098e-32		VOG09686	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_005879_24	NC_005879	NC_005879	24	23019	23336	-1	D			YP_024427.1	YP_024427.1 dATP triphosphohydrolase [Vibrio phage VP2]	False	0.997	224	2.202e-67	5'-deoxynucleotidase YfbR-like [PF12917.10]; HD domain [PF13023.9]	VOG01019	sp|G3FFN4|DATPH_BPVC8 dATP triphosphohydrolase; Xu	Xu	0	False	
NC_005879_25	NC_005879	NC_005879	25	23338	23598	-1	E			YP_009153051.1	YP_009153051.1 hypothetical protein ACQ41_gp25 [Vibrio phage QH]	False	0.936	171	1.583e-49		VOG09687	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_005879_26	NC_005879	NC_005879	26	23600	24631	-1	C	K24972	Vibrio phage 2-amino-2'-deoxyadenylo-succinate synthase [EC:6.3.4.25]	YP_024984.1	YP_024984.1 2-aminooxy adenylosuccinate synthetase [Vibrio phage VP5]	True	0.986	716	2.747e-233	Adenylosuccinate synthetase [PF00709.24]	VOG08445	sp|B3QQZ0|PURA_CHLP8 Adenylosuccinate synthetase; Xh	Xh	0	False	
NC_005879_27	NC_005879	NC_005879	27	24673	26961	-1	C	K06919	putative DNA primase/helicase	YP_009152779.1	YP_009152779.1 DNA primase [Vibrio phage J2]	True	1.0	1624	0.0	Family of unknown function (DUF5906) [PF19263.2]; Bifunctional DNA primase/polymerase, N-terminal [PF09250.14]; Primase C terminal 2 (PriCT-2) [PF08707.14]	VOG01537	REFSEQ DNA primase; Xu	Xu	0	False	
NC_005879_28	NC_005879	NC_005879	28	26951	28852	-1	D			YP_024429.1	YP_024429.1 DNA polymerase I [Vibrio phage VP2]	True	0.984	1316	0.0	DNA polymerase family A [PF00476.23]	VOG00075	sp|O64235|DPOL_BPMD2 DNA polymerase; XhXr	Xh;Xr	0	False	V
NC_005879_29	NC_005879	NC_005879	29	28861	29337	-1	E			YP_024430.1	YP_024430.1 single strand DNA binding protein [Vibrio phage VP2]	False	1.0	340	1.001e-106		VOG09195	REFSEQ single strand DNA binding protein; Xu	Xu	0	False	
NC_005879_30	NC_005879	NC_005879	30	29403	30212	-1	E			YP_052990.1	YP_052990.1 hypothetical protein VP2p30 [Vibrio phage VP2]	True	0.948	538	4.609e-173		VOG09698	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_005879_31	NC_005879	NC_005879	31	30333	30800	-1	E			YP_009152783.1	YP_009152783.1 hypothetical protein ACQ42_gp32 [Vibrio phage J2]	False	0.974	320	6.192e-100		VOG01422	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_005879_32	NC_005879	NC_005879	32	30863	32332	-1	D			YP_024988.1	YP_024988.1 DNA helicase [Vibrio phage VP5]	True	0.963	992	0.0	SNF2-related domain [PF00176.26]; Type III restriction enzyme, res subunit [PF04851.18]	VOG00107	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0	False	
NC_005879_33	NC_005879	NC_005879	33	32397	32750	-1	E			YP_009153059.1	YP_009153059.1 hypothetical protein ACQ41_gp33 [Vibrio phage QH]	False	0.912	225	1.116e-67		VOG09688	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_005879_34	NC_005879	NC_005879	34	32750	33442	-1	E			YP_052992.1	YP_052992.1 hypothetical protein VP2p33 [Vibrio phage VP2]	True	0.866	415	2.829e-131		VOG09690	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_005879_35	NC_005879	NC_005879	35	33575	34039	-1	E			YP_052993.1	YP_052993.1 hypothetical protein VP2p34 [Vibrio phage VP2]	False	1.0	332	6.245e-104		VOG09689	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_005879_36	NC_005879	NC_005879	36	34036	34446	-1	E			YP_052994.1	YP_052994.1 hypothetical protein VP2p35 [Vibrio phage VP2]	False	0.98	283	1.916e-87		VOG00415	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_005879_37	NC_005879	NC_005879	37	34448	34774	-1	E			YP_052995.1	YP_052995.1 hypothetical protein VP2p36 [Vibrio phage VP2]	False	0.966	222	9.029e-67		VOG09691	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_005879_38	NC_005879	NC_005879	38	34998	35624	-1	E			YP_052996.1	YP_052996.1 hypothetical protein VP2p37 [Vibrio phage VP2]	True	0.932	408	2.143e-129		VOG09693	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_005879_39	NC_005879	NC_005879	39	35933	36418	-1	E			YP_009152791.1	YP_009152791.1 hypothetical protein ACQ42_gp40 [Vibrio phage J2]	False	0.962	328	1.497e-102		VOG09692	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_005879_40	NC_005879	NC_005879	40	36428	36904	-1	E			YP_009153066.1	YP_009153066.1 antimicrobial peptide resistance and lipid A acylation protein PagP [Vibrio phage QH]	False	0.953	319	2.527e-99		VOG00642	REFSEQ antimicrobial peptide resistance and lipid A acylation protein PagP; Xu	Xu	0	False	F
NC_005879_41	NC_005879	NC_005879	41	37036	37407	-1	E			YP_053000.1	YP_053000.1 hypothetical protein VP2p41 [Vibrio phage VP2]	False	1.0	263	7.351e-81		VOG18325	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_005879_42	NC_005879	NC_005879	42	37407	37631	-1	E			YP_009153069.1	YP_009153069.1 hypothetical protein ACQ41_gp43 [Vibrio phage QH]	False	0.985	156	1.4519999999999998e-44		VOG09694	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_005879_43	NC_005879	NC_005879	43	37709	37999	-1	E			YP_009153070.1	YP_009153070.1 hypothetical protein ACQ41_gp44 [Vibrio phage QH]	False	0.959	196	5.7620000000000004e-58		VOG09695	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_005879_44	NC_005879	NC_005879	44	38106	38345	-1	E			YP_009153071.1	YP_009153071.1 hypothetical protein ACQ41_gp45 [Vibrio phage QH]	False	0.973	164	2.423e-47		VOG03251	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_005879_45	NC_005879	NC_005879	45	38356	38946	-1	E			YP_053004.1	YP_053004.1 hypothetical protein VP2p45 [Vibrio phage VP2]	True	0.953	395	5.517999999999998e-125		VOG09697	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_005879_46	NC_005879	NC_005879	46	39548	39817	-1	E			YP_053006.1	YP_053006.1 hypothetical protein VP2p47 [Vibrio phage VP2]	False	0.983	187	5.878e-55					0	False	F
