	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
KC292024_KC292024.1_1	KC292024	KC292024.1	1	416	1483	1	E											0
KC292024_KC292024.1_2	KC292024	KC292024.1	2	1727	2989	1	E											0
KC292024_KC292024.1_3	KC292024	KC292024.1	3	3024	3308	1	D										Transcription factor TFIIB repeat [PF00382.22]	0
KC292024_KC292024.1_4	KC292024	KC292024.1	4	3308	3607	1	E											0
KC292024_KC292024.1_5	KC292024	KC292024.1	5	3604	3894	1	E											0
KC292024_KC292024.1_6	KC292024	KC292024.1	6	3891	4286	1	E											0
KC292024_KC292024.1_7	KC292024	KC292024.1	7	4283	5626	1	E											0
KC292024_KC292024.1_8	KC292024	KC292024.1	8	5983	7365	1	D										AAA domain (dynein-related subfamily) [PF07728.17]; AAA domain [PF13401.9]; ATPase family associated with various cellular activities (AAA) [PF07726.14]; ATPase family associated with various cellular activities (AAA) [PF00004.32]	0
KC292024_KC292024.1_9	KC292024	KC292024.1	9	7504	7845	1	E											0
KC292024_KC292024.1_10	KC292024	KC292024.1	10	7842	8186	1	E											0
KC292024_KC292024.1_11	KC292024	KC292024.1	11	8183	8539	1	E											0
KC292024_KC292024.1_12	KC292024	KC292024.1	12	8758	9123	1	E											0
KC292024_KC292024.1_13	KC292024	KC292024.1	13	9120	9608	1	E											0
KC292024_KC292024.1_14	KC292024	KC292024.1	14	9850	10272	1	E											0
KC292024_KC292024.1_15	KC292024	KC292024.1	15	10259	10465	1	D										CPxCG-related zinc finger [PF19769.2]	0
KC292024_KC292024.1_16	KC292024	KC292024.1	16	10465	10617	1	E											1
KC292024_KC292024.1_17	KC292024	KC292024.1	17	10614	11072	1	E											0
KC292024_KC292024.1_18	KC292024	KC292024.1	18	11128	11937	1	C	K03497	ParB family transcriptional regulator, chromosome partitioning protein								ParB/Sulfiredoxin domain [PF02195.21]	0
KC292024_KC292024.1_19	KC292024	KC292024.1	19	11927	12790	1	E											0
KC292024_KC292024.1_20	KC292024	KC292024.1	20	12973	13530	1	E											0
KC292024_KC292024.1_21	KC292024	KC292024.1	21	13523	13645	1	E											0
KC292024_KC292024.1_22	KC292024	KC292024.1	22	13638	14093	1	E											0
KC292024_KC292024.1_23	KC292024	KC292024.1	23	14090	14389	1	E											0
KC292024_KC292024.1_24	KC292024	KC292024.1	24	14389	14523	1	E											0
KC292024_KC292024.1_25	KC292024	KC292024.1	25	14514	14936	1	E											0
KC292024_KC292024.1_26	KC292024	KC292024.1	26	15020	15235	1	D										Putative antitoxin [PF02697.17]	0
KC292024_KC292024.1_27	KC292024	KC292024.1	27	15232	15666	1	E											0
KC292024_KC292024.1_28	KC292024	KC292024.1	28	15670	17364	1	D										Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Phage terminase large subunit [PF04466.16]	0
KC292024_KC292024.1_29	KC292024	KC292024.1	29	17425	19815	1	D										Phage Mu protein F like protein [PF04233.17]	0
KC292024_KC292024.1_30	KC292024	KC292024.1	30	19815	20069	1	E											0
KC292024_KC292024.1_31	KC292024	KC292024.1	31	20070	21443	1	E											0
KC292024_KC292024.1_32	KC292024	KC292024.1	32	21449	21730	1	E											0
KC292024_KC292024.1_33	KC292024	KC292024.1	33	21723	22085	1	E											0
KC292024_KC292024.1_34	KC292024	KC292024.1	34	22336	23463	1	E											0
KC292024_KC292024.1_35	KC292024	KC292024.1	35	23711	25339	1	D										Putative phage serine protease XkdF [PF14550.9]	0
KC292024_KC292024.1_36	KC292024	KC292024.1	36	25341	26525	1	E											0
KC292024_KC292024.1_37	KC292024	KC292024.1	37	26537	26857	1	E											0
KC292024_KC292024.1_38	KC292024	KC292024.1	38	26902	27402	1	E											0
KC292024_KC292024.1_39	KC292024	KC292024.1	39	27408	28187	1	E											0
KC292024_KC292024.1_40	KC292024	KC292024.1	40	28187	28783	1	E											0
KC292024_KC292024.1_41	KC292024	KC292024.1	41	28780	29250	1	E											0
KC292024_KC292024.1_42	KC292024	KC292024.1	42	29258	29569	1	E											0
KC292024_KC292024.1_43	KC292024	KC292024.1	43	29578	30549	1	E											0
KC292024_KC292024.1_44	KC292024	KC292024.1	44	30609	31067	1	E											0
KC292024_KC292024.1_45	KC292024	KC292024.1	45	31076	31552	1	E											0
KC292024_KC292024.1_46	KC292024	KC292024.1	46	31552	32811	1	E											0
KC292024_KC292024.1_47	KC292024	KC292024.1	47	32814	33272	1	E											0
KC292024_KC292024.1_48	KC292024	KC292024.1	48	33279	34730	1	E											0
KC292024_KC292024.1_49	KC292024	KC292024.1	49	34730	35509	1	E											0
KC292024_KC292024.1_50	KC292024	KC292024.1	50	35510	36502	1	E											0
KC292024_KC292024.1_51	KC292024	KC292024.1	51	36551	36859	-1	E											0
KC292024_KC292024.1_52	KC292024	KC292024.1	52	37033	37401	-1	E											0
KC292024_KC292024.1_53	KC292024	KC292024.1	53	37398	37622	-1	E											0
KC292024_KC292024.1_54	KC292024	KC292024.1	54	37726	37914	-1	E											0
KC292024_KC292024.1_55	KC292024	KC292024.1	55	37911	38162	-1	E											0
KC292024_KC292024.1_56	KC292024	KC292024.1	56	38159	38392	-1	E											0
KC292024_KC292024.1_57	KC292024	KC292024.1	57	38397	38639	-1	E											0
KC292024_KC292024.1_58	KC292024	KC292024.1	58	38916	40463	1	E											0
KC292024_KC292024.1_59	KC292024	KC292024.1	59	40463	41593	1	D										Concanavalin A-like lectin/glucanases superfamily [PF13385.9]	0
KC292024_KC292024.1_60	KC292024	KC292024.1	60	41595	42368	1	E											0
KC292024_KC292024.1_61	KC292024	KC292024.1	61	42388	42846	1	E											0
KC292024_KC292024.1_62	KC292024	KC292024.1	62	42843	43247	-1	C	K03552	holliday junction resolvase Hjr [EC:3.1.21.10]								Archaeal holliday junction resolvase (hjc) [PF01870.21]	0
KC292024_KC292024.1_63	KC292024	KC292024.1	63	43240	43947	-1	E											0
KC292024_KC292024.1_64	KC292024	KC292024.1	64	44148	44600	-1	E											0
KC292024_KC292024.1_65	KC292024	KC292024.1	65	44730	45512	-1	E											0
KC292024_KC292024.1_66	KC292024	KC292024.1	66	45502	45777	-1	E											0
KC292024_KC292024.1_67	KC292024	KC292024.1	67	45770	46000	-1	E											0
KC292024_KC292024.1_68	KC292024	KC292024.1	68	45963	46334	-1	E											0
KC292024_KC292024.1_69	KC292024	KC292024.1	69	46304	46486	-1	E											0
KC292024_KC292024.1_70	KC292024	KC292024.1	70	46476	46829	-1	E											0
KC292024_KC292024.1_71	KC292024	KC292024.1	71	46822	46983	-1	E											0
KC292024_KC292024.1_72	KC292024	KC292024.1	72	46976	47242	-1	E											0
KC292024_KC292024.1_73	KC292024	KC292024.1	73	47332	47517	-1	E											0
KC292024_KC292024.1_74	KC292024	KC292024.1	74	47507	47794	-1	E											0
KC292024_KC292024.1_75	KC292024	KC292024.1	75	47787	48692	-1	D			MER0806374	I87	MER0806374 - family I87 unassigned peptidase inhibitors () [I87.UPW]#I87#{inhibitor unit: 20-257}~source R4T8M4~	True	449.0	2.302e-141	0.9		0
KC292024_KC292024.1_76	KC292024	KC292024.1	76	48689	48991	-1	D										Transcriptional regulator PadR-like family [PF03551.17]	0
KC292024_KC292024.1_77	KC292024	KC292024.1	77	48984	49418	-1	E											0
KC292024_KC292024.1_78	KC292024	KC292024.1	78	49415	49639	-1	E											0
KC292024_KC292024.1_79	KC292024	KC292024.1	79	49632	50516	-1	E											0
KC292024_KC292024.1_80	KC292024	KC292024.1	80	50503	50724	-1	E											0
KC292024_KC292024.1_81	KC292024	KC292024.1	81	50721	51344	-1	D										Family of unknown function (DUF6735) [PF20509.1]	0
KC292024_KC292024.1_82	KC292024	KC292024.1	82	51344	52507	-1	E											0
