locus_tag	ftype	length_bp	gene	EC_number	COG	product
AMENFIKG_00001	CDS	630	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
AMENFIKG_00002	CDS	2643	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
AMENFIKG_00003	CDS	303				hypothetical protein
AMENFIKG_00004	CDS	375				hypothetical protein
AMENFIKG_00005	CDS	816	kce	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
AMENFIKG_00006	CDS	384	kal	4.3.1.14		3-aminobutyryl-CoA ammonia lyase
AMENFIKG_00007	CDS	396	spo0F	2.7.-.-	COG0784	Sporulation initiation phosphotransferase F
AMENFIKG_00008	CDS	432	pgcA	5.4.2.2		Phosphoglucomutase
AMENFIKG_00009	CDS	987	argF	2.1.3.3		Ornithine carbamoyltransferase
AMENFIKG_00010	CDS	1239	arcA	3.5.3.6		Arginine deiminase
AMENFIKG_00011	CDS	396	rnmV	3.1.26.8	COG1658	Ribonuclease M5
AMENFIKG_00012	CDS	858	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
AMENFIKG_00013	CDS	1278				hypothetical protein
AMENFIKG_00014	CDS	1119	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
AMENFIKG_00015	CDS	1245	argG	6.3.4.5	COG0137	Argininosuccinate synthase
AMENFIKG_00016	CDS	1395	argH	4.3.2.1	COG0165	Argininosuccinate lyase
AMENFIKG_00017	CDS	948	argC_1	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
AMENFIKG_00018	CDS	1656				hypothetical protein
AMENFIKG_00019	CDS	681	fnr		COG0664	Anaerobic regulatory protein
AMENFIKG_00020	CDS	2484				hypothetical protein
AMENFIKG_00021	CDS	657	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
AMENFIKG_00022	CDS	246				hypothetical protein
AMENFIKG_00023	CDS	261	spoVS_1		COG2359	Stage V sporulation protein S
AMENFIKG_00024	CDS	3561	smc_1		COG1196	Chromosome partition protein Smc
AMENFIKG_00025	CDS	1092	ftsY_1		COG0552	Signal recognition particle receptor FtsY
AMENFIKG_00026	CDS	378				hypothetical protein
AMENFIKG_00027	CDS	1341	ffh		COG0541	Signal recognition particle protein
AMENFIKG_00028	CDS	249	rpsP		COG0228	30S ribosomal protein S16
AMENFIKG_00029	CDS	228				hypothetical protein
AMENFIKG_00030	CDS	504	rimM			Ribosome maturation factor RimM
AMENFIKG_00031	CDS	738	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
AMENFIKG_00032	CDS	342	rplS		COG0335	50S ribosomal protein L19
AMENFIKG_00033	CDS	858	rbgA		COG1161	Ribosome biogenesis GTPase A
AMENFIKG_00034	CDS	855				hypothetical protein
AMENFIKG_00035	CDS	987				hypothetical protein
AMENFIKG_00036	CDS	585				hypothetical protein
AMENFIKG_00037	CDS	891				hypothetical protein
AMENFIKG_00038	CDS	417				hypothetical protein
AMENFIKG_00039	CDS	1401	purF_1	2.4.2.14	COG0034	Amidophosphoribosyltransferase
AMENFIKG_00040	CDS	705	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
AMENFIKG_00041	CDS	504	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
AMENFIKG_00042	CDS	468	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
AMENFIKG_00043	CDS	1185	thlA_1	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
AMENFIKG_00044	CDS	1341	abfD	4.2.1.120		4-hydroxybutyryl-CoA dehydratase/vinylacetyl-CoA-Delta-isomerase
AMENFIKG_00045	CDS	390				hypothetical protein
AMENFIKG_00046	CDS	1107	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
AMENFIKG_00047	CDS	840				DegV domain-containing protein
AMENFIKG_00048	CDS	465	trmL_1	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
AMENFIKG_00049	CDS	468	cheX_1	3.-.-.-	COG1406	CheY-P phosphatase CheX
AMENFIKG_00050	CDS	1683	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
AMENFIKG_00051	CDS	1104	splB	4.1.99.14	COG1533	Spore photoproduct lyase
AMENFIKG_00052	CDS	822				hypothetical protein
AMENFIKG_00053	CDS	831	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
AMENFIKG_00054	CDS	858				DegV domain-containing protein
AMENFIKG_00055	tRNA	87				tRNA-Leu(cag)
AMENFIKG_00056	CDS	2265				hypothetical protein
AMENFIKG_00057	CDS	1188				hypothetical protein
AMENFIKG_00058	CDS	951				hypothetical protein
AMENFIKG_00059	CDS	471	rpsG			30S ribosomal protein S7
AMENFIKG_00060	CDS	2070	fusA		COG0480	Elongation factor G
AMENFIKG_00061	CDS	726	sigI7		COG1191	RNA polymerase sigma factor SigI7
AMENFIKG_00062	CDS	1533				hypothetical protein
AMENFIKG_00063	CDS	540	sipT_1	3.4.21.89	COG0681	Signal peptidase I T
AMENFIKG_00064	CDS	1257	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
AMENFIKG_00065	CDS	3582	smc_2			Chromosome partition protein Smc
AMENFIKG_00066	CDS	741				hypothetical protein
AMENFIKG_00067	CDS	1524	ypwA	3.4.17.19	COG2317	Carboxypeptidase 1
AMENFIKG_00068	CDS	1167	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
AMENFIKG_00069	CDS	657	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
AMENFIKG_00070	CDS	1296	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
AMENFIKG_00071	CDS	1041				hypothetical protein
AMENFIKG_00072	CDS	900	rhaR			HTH-type transcriptional activator RhaR
AMENFIKG_00073	CDS	441				hypothetical protein
AMENFIKG_00074	CDS	201				hypothetical protein
AMENFIKG_00075	CDS	1953	mutS2_1	3.1.-.-		Endonuclease MutS2
AMENFIKG_00076	tRNA	85				tRNA-Tyr(gta)
AMENFIKG_00077	tRNA	74				tRNA-Gly(ccc)
AMENFIKG_00078	tRNA	77				tRNA-Thr(ggt)
AMENFIKG_00079	CDS	2550	GFM1			Elongation factor G, mitochondrial
AMENFIKG_00080	CDS	360				hypothetical protein
AMENFIKG_00081	CDS	228	csrA		COG1551	Translational regulator CsrA
AMENFIKG_00082	CDS	435	fliW		COG1699	Flagellar assembly factor FliW
AMENFIKG_00083	CDS	1278				hypothetical protein
AMENFIKG_00084	CDS	1467				hypothetical protein
AMENFIKG_00085	CDS	1443				hypothetical protein
AMENFIKG_00086	CDS	513				hypothetical protein
AMENFIKG_00087	CDS	306				hypothetical protein
AMENFIKG_00088	CDS	426				hypothetical protein
AMENFIKG_00089	CDS	705				hypothetical protein
AMENFIKG_00090	CDS	2208	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
AMENFIKG_00091	CDS	1272				hypothetical protein
AMENFIKG_00092	CDS	543				hypothetical protein
AMENFIKG_00093	CDS	543				hypothetical protein
AMENFIKG_00094	CDS	2724				hypothetical protein
AMENFIKG_00095	CDS	1194	metK_1	2.5.1.6		S-adenosylmethionine synthase
AMENFIKG_00096	CDS	885				hypothetical protein
AMENFIKG_00097	CDS	753				hypothetical protein
AMENFIKG_00098	tRNA	85				tRNA-Tyr(gta)
AMENFIKG_00099	tRNA	76				tRNA-Thr(tgt)
AMENFIKG_00100	tRNA	75				tRNA-Glu(ttc)
AMENFIKG_00101	tRNA	76				tRNA-Pro(tgg)
AMENFIKG_00102	CDS	552				hypothetical protein
AMENFIKG_00103	CDS	426	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
AMENFIKG_00104	CDS	375				hypothetical protein
AMENFIKG_00105	CDS	795	flgG_1		COG4786	Flagellar basal-body rod protein FlgG
AMENFIKG_00106	CDS	774	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
AMENFIKG_00107	CDS	1035	mreB_1		COG1077	Cell shape-determining protein MreB
AMENFIKG_00108	CDS	255	spoIIID			Stage III sporulation protein D
AMENFIKG_00109	CDS	657				hypothetical protein
AMENFIKG_00110	CDS	975	rlmB	2.1.1.185		23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
AMENFIKG_00111	CDS	498	dfrA	1.5.1.3	COG0262	Dihydrofolate reductase
AMENFIKG_00112	CDS	831	thyA1	2.1.1.45	COG0207	Thymidylate synthase 1
AMENFIKG_00113	CDS	642	ccpN		COG0517	Transcriptional repressor CcpN
AMENFIKG_00114	CDS	2085	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
AMENFIKG_00115	CDS	897	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
AMENFIKG_00116	CDS	162				hypothetical protein
AMENFIKG_00117	CDS	558				hypothetical protein
AMENFIKG_00118	CDS	777	recO		COG1381	DNA repair protein RecO
AMENFIKG_00119	CDS	903	era		COG1159	GTPase Era
AMENFIKG_00120	CDS	381	cdd	3.5.4.5	COG0295	Cytidine deaminase
AMENFIKG_00121	CDS	1059	yerB			Putative lipoprotein YerB
AMENFIKG_00122	CDS	483	ybeY	3.1.-.-		Endoribonuclease YbeY
AMENFIKG_00123	CDS	2067	pgpH	3.1.4.59		Cyclic-di-AMP phosphodiesterase PgpH
AMENFIKG_00124	CDS	978			COG1702	PhoH-like protein
AMENFIKG_00125	CDS	1179				hypothetical protein
AMENFIKG_00126	CDS	273				hypothetical protein
AMENFIKG_00127	CDS	1473	treP	2.4.1.64		Alpha,alpha-trehalose phosphorylase
AMENFIKG_00128	CDS	570	udg	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
AMENFIKG_00129	CDS	114				hypothetical protein
AMENFIKG_00130	CDS	192				hypothetical protein
AMENFIKG_00131	CDS	864	manA_1	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
AMENFIKG_00132	CDS	1374				hypothetical protein
AMENFIKG_00133	CDS	426				hypothetical protein
AMENFIKG_00134	CDS	873				hypothetical protein
AMENFIKG_00135	CDS	909	gltC			HTH-type transcriptional regulator GltC
AMENFIKG_00136	CDS	1194	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
AMENFIKG_00137	CDS	912	ccl	4.1.3.46	COG0119	(R)-citramalyl-CoA lyase
AMENFIKG_00138	CDS	1473	sucD	1.2.1.76	COG1012	Succinate-semialdehyde dehydrogenase (acetylating)
AMENFIKG_00139	CDS	1818	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
AMENFIKG_00140	CDS	822				hypothetical protein
AMENFIKG_00141	CDS	879	aroE_1	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
AMENFIKG_00142	CDS	579	uehB		COG3090	Ectoine/5-hydroxyectoine TRAP transporter small permease protein UehB
AMENFIKG_00143	CDS	1284	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
AMENFIKG_00144	CDS	1071				hypothetical protein
AMENFIKG_00145	CDS	264				hypothetical protein
AMENFIKG_00146	CDS	1248	dinB	2.7.7.7	COG0389	DNA polymerase IV
AMENFIKG_00147	CDS	744				hypothetical protein
AMENFIKG_00148	CDS	732	drrA	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
AMENFIKG_00149	CDS	747				hypothetical protein
AMENFIKG_00150	CDS	507				hypothetical protein
AMENFIKG_00151	CDS	1671	gluQ	6.1.1.-		Glutamyl-Q tRNA(Asp) synthetase
AMENFIKG_00152	CDS	1299	mtaD	3.5.4.28	COG0402	5-methylthioadenosine/S-adenosylhomocysteine deaminase
AMENFIKG_00153	CDS	1251	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
AMENFIKG_00154	CDS	2412				hypothetical protein
AMENFIKG_00155	CDS	732	tagA	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
AMENFIKG_00156	CDS	204				hypothetical protein
AMENFIKG_00157	CDS	438				hypothetical protein
AMENFIKG_00158	CDS	1803	urdA	1.3.99.33	COG0431	Urocanate reductase
AMENFIKG_00159	CDS	702			COG1136	putative ABC transporter ATP-binding protein
AMENFIKG_00160	CDS	2310				hypothetical protein
AMENFIKG_00161	CDS	1197				hypothetical protein
AMENFIKG_00162	CDS	702	walR		COG0745	Transcriptional regulatory protein WalR
AMENFIKG_00163	CDS	1293	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
AMENFIKG_00164	CDS	696				hypothetical protein
AMENFIKG_00165	CDS	633				hypothetical protein
AMENFIKG_00166	CDS	315	porD_1		COG1144	Pyruvate synthase subunit PorD
AMENFIKG_00167	CDS	579	porC_1	1.2.7.1	COG1014	Pyruvate synthase subunit PorC
AMENFIKG_00168	CDS	633	betI			HTH-type transcriptional regulator BetI
AMENFIKG_00169	CDS	432		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
AMENFIKG_00170	CDS	537	porC_2	1.2.7.1	COG1014	Pyruvate synthase subunit PorC
AMENFIKG_00171	CDS	747	korB	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
AMENFIKG_00172	CDS	1068	korA_1	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
AMENFIKG_00173	CDS	1113	gerAC_1			Spore germination protein A3
AMENFIKG_00174	CDS	1188	fieF_1			Ferrous-iron efflux pump FieF
AMENFIKG_00175	CDS	936				hypothetical protein
AMENFIKG_00176	tRNA	91				tRNA-Ser(gga)
AMENFIKG_00177	CDS	1185				Sodium-lithium/proton antiporter
AMENFIKG_00178	CDS	1200				hypothetical protein
AMENFIKG_00179	CDS	2331				hypothetical protein
AMENFIKG_00180	CDS	999				hypothetical protein
AMENFIKG_00181	CDS	672	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
AMENFIKG_00182	CDS	2499				hypothetical protein
AMENFIKG_00183	CDS	936				hypothetical protein
AMENFIKG_00184	CDS	468				hypothetical protein
AMENFIKG_00185	CDS	369				hypothetical protein
AMENFIKG_00186	CDS	948	xerC_1			Tyrosine recombinase XerC
AMENFIKG_00187	tRNA	83				tRNA-Leu(gag)
AMENFIKG_00188	CDS	1599	appA			Oligopeptide-binding protein AppA
AMENFIKG_00189	CDS	558	mltC	4.2.2.-		Membrane-bound lytic murein transglycosylase C
AMENFIKG_00190	CDS	597	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
AMENFIKG_00191	CDS	2610	polA	2.7.7.7		DNA polymerase I
AMENFIKG_00192	CDS	1266	denK	2.7.1.220	COG3395	D-erythronate kinase
AMENFIKG_00193	CDS	987	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
AMENFIKG_00194	CDS	1242				hypothetical protein
AMENFIKG_00195	CDS	1329				hypothetical protein
AMENFIKG_00196	CDS	594	sigW_1		COG1595	ECF RNA polymerase sigma factor SigW
AMENFIKG_00197	CDS	1383				hypothetical protein
AMENFIKG_00198	CDS	942	yfhP		COG1988	putative protein YfhP
AMENFIKG_00199	tRNA	86				tRNA-Leu(caa)
AMENFIKG_00200	CDS	3297				hypothetical protein
AMENFIKG_00201	CDS	3234	malT_1			HTH-type transcriptional regulator MalT
AMENFIKG_00202	CDS	3372				hypothetical protein
AMENFIKG_00203	CDS	855				hypothetical protein
AMENFIKG_00204	CDS	465				hypothetical protein
AMENFIKG_00205	CDS	933				hypothetical protein
AMENFIKG_00206	CDS	1332				hypothetical protein
AMENFIKG_00207	CDS	612				hypothetical protein
AMENFIKG_00208	CDS	567				hypothetical protein
AMENFIKG_00209	CDS	1707				hypothetical protein
AMENFIKG_00210	CDS	1158				hypothetical protein
AMENFIKG_00211	CDS	255				hypothetical protein
AMENFIKG_00212	CDS	111				hypothetical protein
