	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000405.1_1	QGNH01000405.1	QGNH01000405.1	1	50	646	-1	E											0	False	F
QGNH01000405.1_2	QGNH01000405.1	QGNH01000405.1	2	643	2055	-1	E											0	False	F
QGNH01000405.1_3	QGNH01000405.1	QGNH01000405.1	3	2045	3388	-1	E											0	False	F
QGNH01000405.1_4	QGNH01000405.1	QGNH01000405.1	4	3389	4006	-1	E											0	False	F
QGNH01000405.1_5	QGNH01000405.1	QGNH01000405.1	5	4003	4848	-1	E											0	False	F
QGNH01000405.1_6	QGNH01000405.1	QGNH01000405.1	6	4937	5452	-1	E											0	False	F
QGNH01000405.1_7	QGNH01000405.1	QGNH01000405.1	7	5549	5938	-1	E											0	False	
QGNH01000405.1_8	QGNH01000405.1	QGNH01000405.1	8	6014	7483	-1	E	YP_007002946.1	YP_007002946.1 tail sheath [Haemophilus phage SuMu]	False	0.317	239.0	3.008e-66		VOG03536	sp|P44233|VPL_HAEIN Mu-like prophage FluMu tail sheath protein; Xu	Xu	0	False	
QGNH01000405.1_9	QGNH01000405.1	QGNH01000405.1	9	7483	7617	-1	E											0	False	
QGNH01000405.1_10	QGNH01000405.1	QGNH01000405.1	10	7619	8176	-1	E											0	False	
QGNH01000405.1_11	QGNH01000405.1	QGNH01000405.1	11	8176	8664	-1	D							Bacteriophage Mu, Gp36 [PF07030.15]	VOG01664	sp|Q9T1V9|GPJ_BPMU Gene product J; Xh	Xh	0	False	
QGNH01000405.1_12	QGNH01000405.1	QGNH01000405.1	12	8811	9803	-1	E	YP_008129844.1	YP_008129844.1 major head protein [Rhizobium phage RR1-B]	False	0.199	63.0	2.086e-09		VOG10432	sp|Q6QIB5|CAPSD_BPBMU Major capsid protein; XhXs	Xs;Xh	0	False	VF
QGNH01000405.1_13	QGNH01000405.1	QGNH01000405.1	13	9869	10321	-1	E											0	False	F
QGNH01000405.1_14	QGNH01000405.1	QGNH01000405.1	14	10398	12368	-1	D	YP_002221444.1	YP_002221444.1 head maturation protease [Burkholderia phage KS10]	False	0.45	105.0	1.244e-21	Protein of unknown function (DUF5661) [PF18905.3]	VOG01958	sp|Q01267|PRO_BPMU Protease I; XhXs	Xs;Xh	0	False	VF
QGNH01000405.1_15	QGNH01000405.1	QGNH01000405.1	15	12558	12980	1	E											0	False	F
QGNH01000405.1_16	QGNH01000405.1	QGNH01000405.1	16	12973	14415	1	D	YP_009010712.1	YP_009010712.1 terminase large subunit [Croceibacter phage P2559Y]	False	0.372	104.0	1.097e-21	Terminase RNaseH-like domain [PF17289.5]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
