	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000966.1_1	QGNH01000966.1	QGNH01000966.1	1	2	394	-1	E											0	False	F
QGNH01000966.1_2	QGNH01000966.1	QGNH01000966.1	2	401	703	-1	E											0	False	F
QGNH01000966.1_3	QGNH01000966.1	QGNH01000966.1	3	707	1714	-1	E	YP_009603870.1	YP_009603870.1 major head protein [Roseobacter phage RDJL Phi 2]	False	0.339	188.0	4.048e-51		VOG10432	sp|Q6QIB5|CAPSD_BPBMU Major capsid protein; XhXs	Xh;Xs	0	False	VF
QGNH01000966.1_4	QGNH01000966.1	QGNH01000966.1	4	1815	2204	-1	E											0	False	F
QGNH01000966.1_5	QGNH01000966.1	QGNH01000966.1	5	2255	3379	-1	D	YP_009845445.1	YP_009845445.1 head maturation protease [Bacillus phage vB_BtS_B83]	False	0.466	63.0	3.805e-09	Putative phage serine protease XkdF [PF14550.9]				0	False	F
QGNH01000966.1_6	QGNH01000966.1	QGNH01000966.1	6	3519	3725	-1	E											0	False	F
QGNH01000966.1_7	QGNH01000966.1	QGNH01000966.1	7	3738	4220	-1	E											0	False	F
QGNH01000966.1_8	QGNH01000966.1	QGNH01000966.1	8	4410	4886	-1	D							Methyltransferase domain [PF13489.9]	VOG04786	REFSEQ SAM-dependent methyltransferase; Xu	Xu	0	False	F
QGNH01000966.1_9	QGNH01000966.1	QGNH01000966.1	9	4906	5274	-1	E											0	False	F
QGNH01000966.1_10	QGNH01000966.1	QGNH01000966.1	10	5917	6123	1	E											0	False	
QGNH01000966.1_11	QGNH01000966.1	QGNH01000966.1	11	6318	8729	-1	D	YP_010082625.1	YP_010082625.1 portal protein [Arthrobacter phage Salgado]	False	0.407	304.0	8.014e-85	Protein of unknown function (DUF935) [PF06074.15]	VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	F
QGNH01000966.1_12	QGNH01000966.1	QGNH01000966.1	12	8729	8989	-1	E											0	False	F
QGNH01000966.1_13	QGNH01000966.1	QGNH01000966.1	13	9014	10675	-1	E	YP_010755618.1	YP_010755618.1 terminase [Streptomyces phage TurkishDelight]	True	0.448	402.0	5.769e-121		VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01000966.1_14	QGNH01000966.1	QGNH01000966.1	14	11465	11653	-1	E											0	False	F
QGNH01000966.1_15	QGNH01000966.1	QGNH01000966.1	15	11694	11927	-1	E											0	False	F
QGNH01000966.1_16	QGNH01000966.1	QGNH01000966.1	16	11924	12193	-1	E											0	False	F
QGNH01000966.1_17	QGNH01000966.1	QGNH01000966.1	17	12190	12456	-1	E											0	False	F
QGNH01000966.1_18	QGNH01000966.1	QGNH01000966.1	18	12453	12782	-1	E	YP_009126127.1	YP_009126127.1 hypothetical protein ArV1_094 [Arthrobacter phage vB_ArtM-ArV1]	False	0.332	63.0	2.054e-11		VOG06674	REFSEQ hypothetical protein; Xu	Xu	0	False	F
