	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000592.1_1	QGNH01000592.1	QGNH01000592.1	1	1	588	1	D																Glycosyl transferase family 2 [PF00535.29]; Glycosyltransferase like family 2 [PF13641.9]				0	False	F
QGNH01000592.1_2	QGNH01000592.1	QGNH01000592.1	2	665	1144	1	D			YP_010653035.1	YP_010653035.1 terminase small subunit [Gordonia phage Polly]	False	0.407	76.0	3.925e-15								Phage terminase, small subunit [PF05119.15]	VOG00738	REFSEQ terminase small subunit; Xu	Xu	0	False	F
QGNH01000592.1_3	QGNH01000592.1	QGNH01000592.1	3	1167	2681	1	D			YP_010652549.1	YP_010652549.1 terminase large subunit [Gordonia phage Bunnybear]	False	0.411	353.0	8.294e-105								Terminase large subunit, endonuclease domain [PF20441.1]; Terminase large subunit, ATPase domain [PF03354.18]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01000592.1_4	QGNH01000592.1	QGNH01000592.1	4	2684	4015	1	D			NP_945033.1	NP_945033.1 portal protein [Burkholderia phage phi1026b]	False	0.391	265.0	7.295000000000001e-76								Phage portal protein [PF04860.15]	VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xh;Xp;Xr;Xs	0	False	VF
QGNH01000592.1_5	QGNH01000592.1	QGNH01000592.1	5	4012	4734	1	C	K06904	uncharacterized protein	YP_009593482.1	YP_009593482.1 head maturation protease [Paracoccus phage Shpa]	False	0.437	131.0	8.971e-33	MER0236794	S78	MER0236794 - prohead peptidase (bacteriophage HK97) (Jonquetella anthropi) [S78.001]#S78#{peptidase unit: 8-206}~source EEX48670~	False	0.415	129.0	7.86e-32	Caudovirus prohead serine protease [PF04586.20]	VOG02183	sp|D3WAC4|PRO_BPLP2 Probable capsid maturation protease; XhXs	Xh;Xs	0	False	VPF
QGNH01000592.1_6	QGNH01000592.1	QGNH01000592.1	6	4810	6018	1	D			YP_007673307.1	YP_007673307.1 hypothetical protein TVGG_00051 [Tetraselmis viridis virus S20]	False	0.368	246.0	1.029e-69								Phage capsid family [PF05065.16]	VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	VF
QGNH01000592.1_7	QGNH01000592.1	QGNH01000592.1	7	6091	6411	1	E																				0	False	
QGNH01000592.1_8	QGNH01000592.1	QGNH01000592.1	8	6411	7025	1	D																Phage gp6-like head-tail connector protein [PF05135.16]	VOG00412	sp|Q6QGD9|HCP_BPT5 Head completion protein; XhXs	Xh;Xs	0	False	V
QGNH01000592.1_9	QGNH01000592.1	QGNH01000592.1	9	7022	7675	1	D			YP_008052405.1	YP_008052405.1 glycotransferase domain-containing protein [Phaeocystis globosa virus]	False	0.296	76.0	2.817e-14								Glycosyl transferase family 2 [PF00535.29]; Glycosyltransferase like family 2 [PF13641.9]; Glycosyltransferase like family 2 [PF10111.12]				0	False	
QGNH01000592.1_10	QGNH01000592.1	QGNH01000592.1	10	7672	8340	1	D																Glycosyltransferase like family 2 [PF13641.9]; Glycosyl transferase family 2 [PF00535.29]; Glycosyltransferase like family 2 [PF10111.12]				0	False	
QGNH01000592.1_11	QGNH01000592.1	QGNH01000592.1	11	8334	8675	1	D																Phage head-tail joining protein [PF05521.14]				0	False	
QGNH01000592.1_12	QGNH01000592.1	QGNH01000592.1	12	8675	9163	1	E																				0	False	
QGNH01000592.1_13	QGNH01000592.1	QGNH01000592.1	13	9160	9567	1	E																				0	False	
QGNH01000592.1_14	QGNH01000592.1	QGNH01000592.1	14	9583	10179	1	E																				0	False	
QGNH01000592.1_15	QGNH01000592.1	QGNH01000592.1	15	10271	10708	1	E																				0	False	
QGNH01000592.1_16	QGNH01000592.1	QGNH01000592.1	16	10919	11185	1	E																				0	False	
QGNH01000592.1_17	QGNH01000592.1	QGNH01000592.1	17	11273	11707	1	E																				0	False	
QGNH01000592.1_18	QGNH01000592.1	QGNH01000592.1	18	11777	14341	1	E																				0	False	
QGNH01000592.1_19	QGNH01000592.1	QGNH01000592.1	19	14338	14721	1	E																				0	False	
QGNH01000592.1_20	QGNH01000592.1	QGNH01000592.1	20	14718	16091	1	E																				0	False	
QGNH01000592.1_21	QGNH01000592.1	QGNH01000592.1	21	16095	18110	1	E																				0	False	
QGNH01000592.1_22	QGNH01000592.1	QGNH01000592.1	22	18111	18566	1	E			YP_224011.1	YP_224011.1 virion structural protein [Alphaproteobacteria phage PhiJL001]	False	0.544	104.0	6.269000000000001e-25												0	False	
QGNH01000592.1_23	QGNH01000592.1	QGNH01000592.1	23	18568	19641	1	D																Domain of unknown function (DUF2341) [PF10102.12]				0	False	
QGNH01000592.1_24	QGNH01000592.1	QGNH01000592.1	24	19654	20253	1	E																				0	False	
QGNH01000592.1_25	QGNH01000592.1	QGNH01000592.1	25	20264	20542	1	E																				0	False	
QGNH01000592.1_26	QGNH01000592.1	QGNH01000592.1	26	20555	20941	1	E																				0	False	
QGNH01000592.1_27	QGNH01000592.1	QGNH01000592.1	27	20938	21189	1	E																				0	False	
QGNH01000592.1_28	QGNH01000592.1	QGNH01000592.1	28	21186	21668	1	C	K08640	zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	YP_004934318.1	YP_004934318.1 endolysin [Yersinia phage phiR1-37]	False	0.357	74.0	2.636e-14	MER0109329	M15A	MER0109329 - subfamily M15A unassigned peptidases (Synergistes jonesii) [M15.UPA]#M15A#{peptidase unit: 25-120}~source ORF00264-TG_gsj_393~	False	0.432	81.0	1.293e-16	Peptidase M15 [PF08291.14]; Bacterial protein of unknown function (DUF882) [PF05951.16]	VOG02154	REFSEQ endolysin; Xu	Xu	0	False	P
QGNH01000592.1_29	QGNH01000592.1	QGNH01000592.1	29	21764	21919	1	E																				0	False	
QGNH01000592.1_30	QGNH01000592.1	QGNH01000592.1	30	21916	22071	1	E																				0	False	
QGNH01000592.1_31	QGNH01000592.1	QGNH01000592.1	31	22176	22532	1	C	K01737	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	YP_009819762.1	YP_009819762.1 QueD-like 6-pyruvoyl-tetrahydropterin synthase [Arthrobacter phage Sonali]	False	0.375	66.0	2.33e-12								6-pyruvoyl tetrahydropterin synthase [PF01242.22]				0	False	MK
QGNH01000592.1_32	QGNH01000592.1	QGNH01000592.1	32	22529	23239	1	E																				0	False	
QGNH01000592.1_33	QGNH01000592.1	QGNH01000592.1	33	23260	24060	1	E																				0	False	
QGNH01000592.1_34	QGNH01000592.1	QGNH01000592.1	34	24054	24341	1	E																				0	False	
QGNH01000592.1_35	QGNH01000592.1	QGNH01000592.1	35	24357	24581	1	E																				0	False	
QGNH01000592.1_36	QGNH01000592.1	QGNH01000592.1	36	24679	25005	1	E																				0	False	
QGNH01000592.1_37	QGNH01000592.1	QGNH01000592.1	37	25576	27216	1	C	K06400	site-specific DNA recombinase	YP_009836650.1	YP_009836650.1 integrase [Paenibacillus phage Likha]	False	0.179	65.0	1.481e-09								Recombinase [PF07508.16]	VOG00303	sp|P03014|PINE_ECOLI Serine recombinase PinE; Xr	Xr	0	False	V
QGNH01000592.1_38	QGNH01000592.1	QGNH01000592.1	38	27276	27518	1	E																				0	False	
QGNH01000592.1_39	QGNH01000592.1	QGNH01000592.1	39	27505	27870	1	E																				0	False	
