	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001626.1_1	QGNH01001626.1	QGNH01001626.1	1	204	1517	1	D			YP_010037926.1	YP_010037926.1 site-specific integrase [Achromobacter phage Mano]	False	0.23	120.0	3.399e-27	Phage integrase family [PF00589.25]; Arm DNA-binding domain [PF13356.9]	VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xh;Xr	0	False	VF
QGNH01001626.1_2	QGNH01001626.1	QGNH01001626.1	2	1514	2140	1	E													0	False	F
QGNH01001626.1_3	QGNH01001626.1	QGNH01001626.1	3	2251	2481	1	E													0	False	F
QGNH01001626.1_4	QGNH01001626.1	QGNH01001626.1	4	2612	3265	1	D									Protein of unknown function (DUF3102) [PF11300.11]				0	False	F
QGNH01001626.1_5	QGNH01001626.1	QGNH01001626.1	5	3262	3621	1	E													0	False	F
QGNH01001626.1_6	QGNH01001626.1	QGNH01001626.1	6	3730	3978	1	E													0	False	F
QGNH01001626.1_7	QGNH01001626.1	QGNH01001626.1	7	4052	4285	1	E													0	False	F
QGNH01001626.1_8	QGNH01001626.1	QGNH01001626.1	8	4278	5252	1	D			YP_002154215.1	YP_002154215.1 DNA primase [Pseudomonas phage LBL3]	False	0.239	103.0	1.805e-22	RepB DNA-primase from phage plasmid [PF16793.8]	VOG12137	REFSEQ DNA primase; Xu	Xu	0	False	F
QGNH01001626.1_9	QGNH01001626.1	QGNH01001626.1	9	5249	7012	1	E			YP_010678523.1	YP_010678523.1 primase [Stenotrophomonas phage vB_SmaS-AXL_3]	False	0.241	91.0	1.29e-17		VOG01537	REFSEQ DNA primase; Xu	Xu	0	False	
QGNH01001626.1_10	QGNH01001626.1	QGNH01001626.1	10	7435	7527	1	E													0	False	
QGNH01001626.1_11	QGNH01001626.1	QGNH01001626.1	11	7688	8275	1	C	K14060	putative DNA-invertase from lambdoid prophage Rac	YP_009323520.1	YP_009323520.1 integrase [Streptococcus phage phiARI0468-1]	False	0.414	110.0	2.906e-26	Resolvase, N terminal domain [PF00239.24]				0	False	
QGNH01001626.1_12	QGNH01001626.1	QGNH01001626.1	12	8389	8661	1	E													0	False	
QGNH01001626.1_13	QGNH01001626.1	QGNH01001626.1	13	8733	9350	1	E													0	False	
QGNH01001626.1_14	QGNH01001626.1	QGNH01001626.1	14	9334	11196	1	C	K06909	phage terminase large subunit	YP_007007123.1	YP_007007123.1 terminase large subunit [Bdellovibrio phage phi1422]	False	0.481	343.0	9.23e-100	Phage terminase large subunit [PF04466.16]; Terminase RNAseH like domain [PF17288.5]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01001626.1_15	QGNH01001626.1	QGNH01001626.1	15	11437	11595	1	E													0	False	F
QGNH01001626.1_16	QGNH01001626.1	QGNH01001626.1	16	11597	11779	1	E													0	False	F
QGNH01001626.1_17	QGNH01001626.1	QGNH01001626.1	17	11776	12216	1	E			YP_010676008.1	YP_010676008.1 nudix hydrolase [Pantoea phage PdC23]	False	0.37	85.0	1.849e-18					0	False	F
QGNH01001626.1_18	QGNH01001626.1	QGNH01001626.1	18	12213	12971	1	E													0	False	F
QGNH01001626.1_19	QGNH01001626.1	QGNH01001626.1	19	13199	13507	1	E													0	False	F
QGNH01001626.1_20	QGNH01001626.1	QGNH01001626.1	20	13518	13781	1	E													0	False	F
QGNH01001626.1_21	QGNH01001626.1	QGNH01001626.1	21	13785	14873	1	E			YP_010676019.1	YP_010676019.1 tail length tape measure protein [Pantoea phage PdC23]	False	0.271	133.0	5.883e-32					0	False	F
