Name	Count
PEPtides/nickel transporter [mD:m00239]	28
Iron(III) transporter [mD:m00190]	4
Maltose and glucose-specific II component [mD:m00266]	73
N-acetylmuramic acid-specific II component [mD:m00303]	64
Simple sugar transporter [mD:m00221]	45
Zinc transporter [mD:m00242]	2
Iron complex transporter [mD:m00240]	2
Enzyme I	26
Nitrate to nitrite	6
Fructose-specific II component [mD:m00273]	102
Phosphocarrier protein hpr	10
Spermidine/putrescine transporter [mD:m00299]	9
Nitrate to ammonia	8
Enzyme II_glucose-specific  component [mD:m00265]	111
 arbutin-, cellobiose-, and salicin-specific II component [mD:m00272]	64
Trehalose-specific II component [mD:m00270]	70
Arbutin-like II component [mD:m00268]	63
Lipopolysaccharide transporter [mD:m00320]	1
Cellobiose-specific II component [mD:m00275]	3
Glycine betaine/proline transporter [mD:m00208]	3
Sodium transporter [mD:m00253]	1
Putative spermidine/putrescine transporter [mD:m00193]	9
Mannitol-specific II component [mD:m00274]	19
Branched-chain amino acid transporter [mD:m00237]	13
Molybdate transporter [mD:m00189]	6
Polar amino acid transporter [mD:m00236]	41
Ascorbate-specific II component [mD:m00283]	10
Sn-glycerol 3-phosphate transporter [mD:m00198]	1
N-acetylglucosamine-specific II component [mD:m00267]	46
Lipoprotein-releasing transporter [mD:m00255]	4
Nitrogen regulatory II component	17
Fructose-specific II-like component [mD:m00306]	58
Multiple sugar transporter [mD:m00207]	5
Galactitol-specific II component [mD:m00279]	8
Uncharacterized ABC transporter [mD:m00258]	4
Teta-glucosides-specific II component [mD:m00271]	66
Nitrite oxide to nitrous oxide	2
Maltose/maltodextrin transporter [mD:m00194]	3
ABC-2 type transporter [mD:m00254]	6
Ribose transporter [mD:m00212]	51
Osmoprotectant transporter [mD:m00209]	1
Nitrite to nitrite oxide	25
Sucrose-specific II component [mD:m00269]	27
D-glucosamine-specific II component [mD:m00282]	18
Manganese/iron transporter [mD:m00243]	7
Microcin c transporter [mD:m00349]	1
Teichoic acid transporter [mD:m00251]	1
Methyl-galactoside transporter [mD:m00214]	18
Lactose-specific	5
Lysine/arginine/ornithine transporter [mD:m00225]	13
Histidine transporter [mD:m00226]	13
Octopine/nopaline transporter [mD:m00231]	14
Arginine/ornithine transporter [mD:m00235]	12
Heme transporter [mD:m00259]	2
Mannose-specific II component [mD:m00276]	50
Bicarbonate transporter [mD:m00321]	2
Nitrous oxide to nitrogen	2
Glutamine transporter [mD:m00227]	5
Cystine transporter [mD:m00234]	7
N-acetylgalactosamine-specific II component [mD:m00277]	1
Galactosamine-specific II component [mD:m00287]	2
Sorbose-specific II component [mD:m00278]	1
Manganese/iron transporter [mD:m00317]	1
Cell division transporter [mD:m00256]	1
D-Allose transporter [mD:m00217]	7
2-O-A-mannosyl-D-glycerate-specific II component [mD:m00305]	10
D-Xylose transporter [mD:m00215]	19
Rhamnose transporter [mD:m00220]	15
Putative glutamine transporter [mD:m00228]	6
L-Arabinose transporter [mD:m00213]	21
Sulfate transporter [mD:m00185]	3
Sorbitol/mannitol transporter [mD:m00200]	1
General l-amino acid transporter [mD:m00232]	4
Arginine transporter [mD:m00229]	1
Zinc/manganese transporter [mD:m00244]	2
Phosphate transporter [mD:m00222]	3
Hemin transporter [mD:m00257]	1
Putrescine transporter [mD:m00300]	2
Lactose/l-arabinose transporter [mD:m00199]	2
Vitamin b12 transporter [mD:m00241]	1
Sugar porter (sp) family [tc:2.A.1.1]	1
Glutamate/aspartate transporter [mD:m00230]	1
