	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
KC117378.1_1	KC117378	KC117378.1	1	1	1326	1	C	K06909	phage terminase large subunit	YP_008083051.1	YP_008083051.1 terminase large subunit [Haloarcula sinaiiensis tailed virus 1]	True	0.998	932	2.0280000000000002e-306	Terminase RNAseH like domain [PF17288.5]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
KC117378.1_2	KC117378	KC117378.1	2	1368	1709	1	E			YP_008083052.1	YP_008083052.1 hypothetical protein HSTV1_2 [Haloarcula sinaiiensis tailed virus 1]	False	0.998	241	4.092e-73					0	False	F
KC117378.1_3	KC117378	KC117378.1	3	1747	4392	1	D			YP_008083053.1	YP_008083053.1 head morphogenesis [Haloarcula sinaiiensis tailed virus 1]	True	0.966	1793	0.0	Phage portal protein [PF04860.15]; Phage Mu protein F like protein [PF04233.17]	VOG14462	REFSEQ portal protein; Xu	Xu	0	False	F
KC117378.1_4	KC117378	KC117378.1	4	4450	4692	1	E			YP_008083054.1	YP_008083054.1 hypothetical protein HSTV1_4 [Haloarcula sinaiiensis tailed virus 1]	False	0.99	169	4.165e-49					0	False	F
KC117378.1_5	KC117378	KC117378.1	5	4738	5013	1	E			YP_008083055.1	YP_008083055.1 hypothetical protein HSTV1_5 [Haloarcula sinaiiensis tailed virus 1]	False	0.938	181	5.433e-53					0	False	F
KC117378.1_6	KC117378	KC117378.1	6	5010	5144	1	E			YP_008083056.1	YP_008083056.1 hypothetical protein HSTV1_6 [Haloarcula sinaiiensis tailed virus 1]	False	0.903	85	1.377e-20					0	False	
KC117378.1_7	KC117378	KC117378.1	7	5141	5323	1	E			YP_008083057.1	YP_008083057.1 hypothetical protein HSTV1_7 [Haloarcula sinaiiensis tailed virus 1]	False	0.939	121	1.716e-32					0	False	
KC117378.1_8	KC117378	KC117378.1	8	5320	5436	1	E			YP_008083058.1	YP_008083058.1 hypothetical protein HSTV1_8 [Haloarcula sinaiiensis tailed virus 1]	False	1.0	84	3.56e-20					0	False	
KC117378.1_9	KC117378	KC117378.1	9	5433	5558	1	E			YP_008083059.1	YP_008083059.1 hypothetical protein HSTV1_9 [Haloarcula sinaiiensis tailed virus 1]	False	1.0	95	5.743e-24					0	False	
KC117378.1_10	KC117378	KC117378.1	10	5599	5997	1	E			YP_008083060.1	YP_008083060.1 hypothetical protein HSTV1_10 [Haloarcula sinaiiensis tailed virus 1]	False	0.952	266	1.246e-81					0	False	
KC117378.1_11	KC117378	KC117378.1	11	6004	6390	1	E			YP_008083061.1	YP_008083061.1 hypothetical protein HSTV1_11 [Haloarcula sinaiiensis tailed virus 1]	False	0.899	242	2.392e-73					0	False	
KC117378.1_12	KC117378	KC117378.1	12	6428	8047	1	D			YP_008083062.1	YP_008083062.1 tower [Haloarcula sinaiiensis tailed virus 1]	True	0.951	1079	0.0	Right handed beta helix region [PF13229.9]; Periplasmic copper-binding protein (NosD) [PF05048.16]	VOG01982	sp|O31912|YORA_BACSU SPbeta prophage-derived uncharacterized protein YorA; Xu	Xu	0	False	
KC117378.1_13	KC117378	KC117378.1	13	8013	9572	1	D			YP_008083063.1	YP_008083063.1 head maturation protease [Haloarcula sinaiiensis tailed virus 1]	True	0.924	916	3.043e-299	Putative phage serine protease XkdF [PF14550.9]	VOG01471	REFSEQ head maturation protease; Xu	Xu	0	False	
KC117378.1_14	KC117378	KC117378.1	14	9575	10816	1	E			YP_008083064.1	YP_008083064.1 major head protein [Haloarcula sinaiiensis tailed virus 1]	True	0.962	837	5.177e-274		VOG14465	REFSEQ major head protein; Xu	Xu	0	False	
