	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
NC_015159.1_NC_015159.1_1	NC_015159.1	NC_015159.1	1	515	946	1	E				0
NC_015159.1_NC_015159.1_2	NC_015159.1	NC_015159.1	2	1067	1258	1	E				0
NC_015159.1_NC_015159.1_3	NC_015159.1	NC_015159.1	3	1255	1455	1	E				0
NC_015159.1_NC_015159.1_4	NC_015159.1	NC_015159.1	4	1849	4500	1	C	K21313	Escherichia phage RNA polymerase [EC:2.7.7.6]	DNA-dependent RNA polymerase [PF00940.22]; DNA-directed RNA polymerase N-terminal [PF14700.9]	0
NC_015159.1_NC_015159.1_5	NC_015159.1	NC_015159.1	5	4696	5676	1	D			DNA ligase C-terminal domain [PF17879.4]; ATP dependent DNA ligase domain [PF01068.24]	0
NC_015159.1_NC_015159.1_6	NC_015159.1	NC_015159.1	6	5673	5798	1	E				0
NC_015159.1_NC_015159.1_7	NC_015159.1	NC_015159.1	7	5920	6246	1	E				0
NC_015159.1_NC_015159.1_8	NC_015159.1	NC_015159.1	8	6258	6941	1	E				0
NC_015159.1_NC_015159.1_9	NC_015159.1	NC_015159.1	9	6983	7156	1	D			RNA polymerase inhibitor [PF16857.8]	0
NC_015159.1_NC_015159.1_10	NC_015159.1	NC_015159.1	10	7327	7479	1	E				0
NC_015159.1_NC_015159.1_11	NC_015159.1	NC_015159.1	11	7518	7778	1	E				0
NC_015159.1_NC_015159.1_12	NC_015159.1	NC_015159.1	12	7794	7937	1	E				0
NC_015159.1_NC_015159.1_13	NC_015159.1	NC_015159.1	13	7953	8348	1	E				0
NC_015159.1_NC_015159.1_14	NC_015159.1	NC_015159.1	14	8453	8650	1	E				0
NC_015159.1_NC_015159.1_15	NC_015159.1	NC_015159.1	15	8647	10353	1	C	K21502	Escherichia phage DNA primase/helicase [EC:2.7.7.- 5.6.2.3]	DnaB-like helicase C terminal domain [PF03796.18]; Toprim-like [PF13155.9]; KaiC [PF06745.16]	0
NC_015159.1_NC_015159.1_16	NC_015159.1	NC_015159.1	16	10414	10728	1	E				0
NC_015159.1_NC_015159.1_17	NC_015159.1	NC_015159.1	17	10814	11272	1	E				0
NC_015159.1_NC_015159.1_18	NC_015159.1	NC_015159.1	18	11259	11516	1	E				0
NC_015159.1_NC_015159.1_19	NC_015159.1	NC_015159.1	19	11523	13559	1	C	K21238	Escherichia phage DNA-directed DNA polymerase [EC:2.7.7.7]	DNA polymerase family A [PF00476.23]; RNase_H superfamily [PF13482.9]; 3'-5' exonuclease [PF01612.23]	0
NC_015159.1_NC_015159.1_20	NC_015159.1	NC_015159.1	20	13864	14256	1	E				0
NC_015159.1_NC_015159.1_21	NC_015159.1	NC_015159.1	21	14388	14558	1	E				0
NC_015159.1_NC_015159.1_22	NC_015159.1	NC_015159.1	22	14570	14767	1	E				0
NC_015159.1_NC_015159.1_23	NC_015159.1	NC_015159.1	23	14767	15180	1	E				0
NC_015159.1_NC_015159.1_24	NC_015159.1	NC_015159.1	24	15173	16048	1	C	K21526	Escherichia phage exonuclease [EC:3.1.11.3]	5'-3' exonuclease, N-terminal resolvase-like domain [PF02739.19]	0
NC_015159.1_NC_015159.1_25	NC_015159.1	NC_015159.1	25	16140	16811	1	E				0
NC_015159.1_NC_015159.1_26	NC_015159.1	NC_015159.1	26	16811	17263	1	C	K21525	Escherichia phage endonuclease I [EC:3.1.21.2]	Phage endonuclease I [PF05367.14]	0
NC_015159.1_NC_015159.1_27	NC_015159.1	NC_015159.1	27	17263	17697	1	C	K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	N-acetylmuramoyl-L-alanine amidase [PF01510.28]	0
NC_015159.1_NC_015159.1_28	NC_015159.1	NC_015159.1	28	17833	18114	1	D			Bacteriophage T7-like gene 6.5 [PF10911.11]	0
NC_015159.1_NC_015159.1_29	NC_015159.1	NC_015159.1	29	18130	18381	1	D			Bacteriophage T7-like, protein 6.7 [PF17570.5]	0
NC_015159.1_NC_015159.1_30	NC_015159.1	NC_015159.1	30	18417	18824	1	E				0
NC_015159.1_NC_015159.1_31	NC_015159.1	NC_015159.1	31	18824	19114	1	D			Bacteriophage T7 virion assembly protein [PF11653.11]	0
NC_015159.1_NC_015159.1_32	NC_015159.1	NC_015159.1	32	19132	20730	1	D			Bacteriophage head to tail connecting protein [PF12236.11]	0
NC_015159.1_NC_015159.1_33	NC_015159.1	NC_015159.1	33	20810	21670	1	D			Phage T7 capsid assembly protein [PF05396.14]	0
NC_015159.1_NC_015159.1_34	NC_015159.1	NC_015159.1	34	21789	22913	1	D			Phage capsid protein [PF19821.2]	0
NC_015159.1_NC_015159.1_35	NC_015159.1	NC_015159.1	35	22979	23572	1	D			Tail tubular protein [PF17212.6]	0
NC_015159.1_NC_015159.1_36	NC_015159.1	NC_015159.1	36	23584	25968	1	E				0
NC_015159.1_NC_015159.1_37	NC_015159.1	NC_015159.1	37	26056	26688	1	D			Deoxynucleoside kinase [PF01712.22]	0
NC_015159.1_NC_015159.1_38	NC_015159.1	NC_015159.1	38	26681	27199	1	D			Bacteriophage T7, probable scaffold protein Gp13 [PF11090.11]	0
NC_015159.1_NC_015159.1_39	NC_015159.1	NC_015159.1	39	27192	27776	1	E				0
NC_015159.1_NC_015159.1_40	NC_015159.1	NC_015159.1	40	27844	30021	1	E				0
NC_015159.1_NC_015159.1_41	NC_015159.1	NC_015159.1	41	30034	33417	1	E				0
NC_015159.1_NC_015159.1_42	NC_015159.1	NC_015159.1	42	33497	35236	1	D			Phage T7 tail fibre protein [PF03906.17]; Phage Tail Collar Domain [PF07484.15]	0
NC_015159.1_NC_015159.1_43	NC_015159.1	NC_015159.1	43	35258	35452	1	D			Phage holin T7 family, holin superfamily II [PF10746.12]	0
NC_015159.1_NC_015159.1_44	NC_015159.1	NC_015159.1	44	35452	35895	1	E				0
NC_015159.1_NC_015159.1_45	NC_015159.1	NC_015159.1	45	36012	36245	1	D			DNA packaging protein [PF11123.11]	0
NC_015159.1_NC_015159.1_46	NC_015159.1	NC_015159.1	46	36264	36407	1	E				0
NC_015159.1_NC_015159.1_47	NC_015159.1	NC_015159.1	47	36407	36604	1	E				0
