	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000757.1_1	QGNH01000757.1	QGNH01000757.1	1	1	798	1	E	YP_009834238.1	YP_009834238.1 hypothetical protein HWB26_gp51 [Lentibacter phage vB_LenP_ICBM2]	False	0.264	97.0	4.627e-21		VOG24071	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000757.1_2	QGNH01000757.1	QGNH01000757.1	2	823	1200	1	E								VOG10711	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000757.1_3	QGNH01000757.1	QGNH01000757.1	3	1210	2004	1	E											0	False	F
QGNH01000757.1_4	QGNH01000757.1	QGNH01000757.1	4	2008	5514	1	E	YP_009007078.1	YP_009007078.1 tail protein [Pseudomonas phage vB_PaeP_Tr60_Ab31]	False	0.218	293.0	9.109e-79					0	False	F
QGNH01000757.1_5	QGNH01000757.1	QGNH01000757.1	5	5544	6209	1	E								VOG01668	REFSEQ internal virion protein; Xu	Xu	0	False	
QGNH01000757.1_6	QGNH01000757.1	QGNH01000757.1	6	6221	8614	1	E	YP_009783947.1	YP_009783947.1 transglycosylase SLT domain-containing protein [Rhizobium phage RHEph01]	False	0.254	72.0	1.377e-11					0	False	
QGNH01000757.1_7	QGNH01000757.1	QGNH01000757.1	7	8614	13725	1	E											0	False	
QGNH01000757.1_8	QGNH01000757.1	QGNH01000757.1	8	13819	15492	1	E	YP_453645.1	YP_453645.1 tail fiber protein [Xanthomonas phage OP2]	False	0.274	83.0	3.092e-15					0	False	
QGNH01000757.1_9	QGNH01000757.1	QGNH01000757.1	9	15492	15818	1	E											0	False	
QGNH01000757.1_10	QGNH01000757.1	QGNH01000757.1	10	15834	16106	1	E	YP_009221566.1	YP_009221566.1 tail fiber protein [Verrucomicrobia phage P8625]	False	0.511	76.0	3.683e-16		VOG02533	REFSEQ tail fiber protein; Xu	Xu	0	False	
QGNH01000757.1_11	QGNH01000757.1	QGNH01000757.1	11	16272	17837	1	E											0	False	
QGNH01000757.1_12	QGNH01000757.1	QGNH01000757.1	12	17912	18004	1	E											0	False	
QGNH01000757.1_13	QGNH01000757.1	QGNH01000757.1	13	18006	18227	1	E											0	False	
QGNH01000757.1_14	QGNH01000757.1	QGNH01000757.1	14	18187	18561	1	D							Family of unknown function (DUF5675) [PF18925.3]	VOG03732	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000757.1_15	QGNH01000757.1	QGNH01000757.1	15	18600	18815	1	E											0	False	F
QGNH01000757.1_16	QGNH01000757.1	QGNH01000757.1	16	18850	19050	1	E											0	False	F
QGNH01000757.1_17	QGNH01000757.1	QGNH01000757.1	17	19031	19267	1	E											0	False	F
QGNH01000757.1_18	QGNH01000757.1	QGNH01000757.1	18	19659	19841	1	E											0	False	F
QGNH01000757.1_19	QGNH01000757.1	QGNH01000757.1	19	19927	20778	1	D	YP_008853917.1	YP_008853917.1 DNA polymerase exonuclease subunit [Ralstonia phage RSB3]	False	0.421	183.0	3.904e-50	RNase_H superfamily [PF13482.9]	VOG01302	sp|P00581|DPOL_BPT7 DNA-directed DNA polymerase; XhXr	Xr;Xh	0	False	VF
QGNH01000757.1_20	QGNH01000757.1	QGNH01000757.1	20	20775	21098	1	E											0	False	F
QGNH01000757.1_21	QGNH01000757.1	QGNH01000757.1	21	21181	21783	-1	E	YP_009612264.1	YP_009612264.1 DNA methyltransferase [Agrobacterium phage Atu_ph07]	False	0.373	118.0	6.686e-29					0	False	F
QGNH01000757.1_22	QGNH01000757.1	QGNH01000757.1	22	21737	22261	-1	D	YP_009203679.1	YP_009203679.1 HNH endonuclease [Bacillus phage Stahl]	False	0.351	97.0	3.073e-22	AP2 domain [PF00847.23]; HNH endonuclease [PF13392.9]				0	False	F
QGNH01000757.1_23	QGNH01000757.1	QGNH01000757.1	23	22254	22604	-1	E											0	False	F
QGNH01000757.1_24	QGNH01000757.1	QGNH01000757.1	24	22601	22864	-1	E											0	False	F
QGNH01000757.1_25	QGNH01000757.1	QGNH01000757.1	25	22857	23234	-1	E											0	False	F
