	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_016571_1	NC_016571	NC_016571	1	1	903	-1	E			YP_004957908.1	YP_004957908.1 virion structural protein [Pseudomonas phage OBP]	True	0.999	635	3.041e-206													VOG03851	REFSEQ virion structural protein; Xu	Xu	0	False	F
NC_016571_2	NC_016571	NC_016571	2	916	3117	-1	E			YP_004957909.1	YP_004957909.1 tail sheath [Pseudomonas phage OBP]	True	0.983	1521	0.0													VOG07945	REFSEQ tail sheath; Xu	Xu	0	False	F
NC_016571_3	NC_016571	NC_016571	3	3224	4099	1	E			YP_004957910.1	YP_004957910.1 putative virion structural protein [Pseudomonas phage OBP]	True	0.943	578	1.93e-186													VOG07951	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_016571_4	NC_016571	NC_016571	4	4124	6934	1	E			YP_004957911.1	YP_004957911.1 putative virion structural protein [Pseudomonas phage OBP]	True	1.0	2008	0.0													VOG07946	REFSEQ putative virion structural protein; Xu	Xu	0	False	F
NC_016571_5	NC_016571	NC_016571	5	6927	8666	1	E			YP_004957912.1	YP_004957912.1 virion structural protein [Pseudomonas phage OBP]	True	1.0	1225	0.0													VOG04662	REFSEQ virion structural protein; Xu	Xu	0	False	
NC_016571_6	NC_016571	NC_016571	6	8723	11065	-1	E			YP_004957913.1	YP_004957913.1 terminase large subunit [Pseudomonas phage OBP]	True	0.967	1589	0.0													VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
NC_016571_7	NC_016571	NC_016571	7	11221	11508	1	E			YP_004957914.1	YP_004957914.1 hypothetical protein OBP_007 [Pseudomonas phage OBP]	False	0.982	199	4.372e-59													VOG02513	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_016571_8	NC_016571	NC_016571	8	11601	12215	-1	D			YP_004957915.1	YP_004957915.1 thymidylate kinase [Pseudomonas phage OBP]	True	0.986	426	8.860999999999999e-136								Thymidylate kinase [PF02223.20]								0	False	
NC_016571_9	NC_016571	NC_016571	9	12216	13697	-1	E			YP_004957916.1	YP_004957916.1 putative virion structural protein [Pseudomonas phage OBP]	True	0.956	993	0.0													VOG04511	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_016571_10	NC_016571	NC_016571	10	13697	14545	-1	E			YP_004957917.1	YP_004957917.1 putative virion structural protein [Pseudomonas phage OBP]	True	0.966	575	8.38e-186													VOG07950	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_016571_11	NC_016571	NC_016571	11	15585	15995	-1	E			YP_004957918.1	YP_004957918.1 hypothetical protein OBP_011 [Pseudomonas phage OBP]	False	1.0	292	1.344e-90																0	False	
NC_016571_12	NC_016571	NC_016571	12	16205	16471	-1	D			YP_004957919.1	YP_004957919.1 thioredoxin domain [Pseudomonas phage OBP]	False	1.0	190	4.456e-56								Glutaredoxin [PF00462.27]; Glutaredoxin-like domain (DUF836) [PF05768.17]								0	False	
NC_016571_13	NC_016571	NC_016571	13	16468	16701	-1	E			YP_004957920.1	YP_004957920.1 hypothetical protein OBP_013 [Pseudomonas phage OBP]	False	1.0	165	1.1639999999999999e-47																0	False	
NC_016571_14	NC_016571	NC_016571	14	17694	18017	-1	D			YP_004957921.1	YP_004957921.1 hypothetical protein OBP_014 [Pseudomonas phage OBP]	False	1.0	231	8.223e-70								Protein of unknown function (DUF2829) [PF11195.11]								0	False	
NC_016571_15	NC_016571	NC_016571	15	19040	19645	1	E			YP_004957923.1	YP_004957923.1 hypothetical protein OBP_016 [Pseudomonas phage OBP]	True	0.976	416	3.839e-132													VOG10727	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_016571_16	NC_016571	NC_016571	16	19783	20142	1	E			YP_004957924.1	YP_004957924.1 hypothetical protein OBP_017 [Pseudomonas phage OBP]	False	0.907	228	1.847e-68													VOG10729	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_016571_17	NC_016571	NC_016571	17	20207	21073	1	E			YP_004957925.1	YP_004957925.1 hypothetical protein OBP_018 [Pseudomonas phage OBP]	True	0.995	608	6.608000000000002e-197																0	False	
NC_016571_18	NC_016571	NC_016571	18	21070	21486	1	E			YP_004957926.1	YP_004957926.1 hypothetical protein OBP_019 [Pseudomonas phage OBP]	False	0.979	287	8.975999999999999e-89													VOG10728	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_016571_19	NC_016571	NC_016571	19	21489	21830	1	E			YP_004957927.1	YP_004957927.1 hypothetical protein OBP_020 [Pseudomonas phage OBP]	False	0.964	231	5.86e-70																0	False	
NC_016571_20	NC_016571	NC_016571	20	22039	22407	1	E			YP_004957928.1	YP_004957928.1 hypothetical protein OBP_021 [Pseudomonas phage OBP]	False	0.992	258	5.831e-79													VOG25258	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_016571_21	NC_016571	NC_016571	21	22498	23166	1	E			YP_004957929.1	YP_004957929.1 hypothetical protein OBP_022 [Pseudomonas phage OBP]	True	0.927	433	9.756e-138													VOG04441	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_016571_22	NC_016571	NC_016571	22	23242	23613	1	E			YP_004957930.1	YP_004957930.1 hypothetical protein OBP_023 [Pseudomonas phage OBP]	False	0.955	249	6.379e-76																0	False	
NC_016571_23	NC_016571	NC_016571	23	23665	24069	1	E			YP_004957931.1	YP_004957931.1 hypothetical protein OBP_024 [Pseudomonas phage OBP]	False	0.924	261	6.071e-80													VOG10731	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_016571_24	NC_016571	NC_016571	24	24389	25090	1	E			YP_004957932.1	YP_004957932.1 hypothetical protein OBP_025 [Pseudomonas phage OBP]	True	0.967	477	1.413e-152													VOG02665	REFSEQ virion structural protein; Xu	Xu	0	False	
NC_016571_25	NC_016571	NC_016571	25	25131	25580	1	E			YP_004957933.1	YP_004957933.1 hypothetical protein OBP_026 [Pseudomonas phage OBP]	False	1.0	319	1.64e-99																0	False	
NC_016571_26	NC_016571	NC_016571	26	25564	25977	1	E			YP_004957934.1	YP_004957934.1 putative nrdC.7 [Pseudomonas phage OBP]	False	0.989	288	3.317e-89													VOG07271	sp|P39258|Y05C_BPT4 Uncharacterized 15.3 kDa protein in nrdC-mobD intergenic region; Xu	Xu	0	False	
NC_016571_27	NC_016571	NC_016571	27	25974	26972	1	E			YP_004957935.1	YP_004957935.1 hypothetical protein OBP_028 [Pseudomonas phage OBP]	True	0.969	679	6.402e-221																0	False	
NC_016571_28	NC_016571	NC_016571	28	26969	27511	1	E			YP_004957936.1	YP_004957936.1 hypothetical protein OBP_029 [Pseudomonas phage OBP]	True	0.955	364	1.719e-114																0	False	
NC_016571_29	NC_016571	NC_016571	29	27566	27889	1	E			YP_004957937.1	YP_004957937.1 hypothetical protein OBP_030 [Pseudomonas phage OBP]	False	0.982	224	1.7709999999999998e-67													VOG25259	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_016571_30	NC_016571	NC_016571	30	27891	28706	1	E			YP_004957938.1	YP_004957938.1 plasmid antitoxin with HTH domain [Pseudomonas phage OBP]	True	0.976	559	1.494e-180													VOG04837	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_016571_31	NC_016571	NC_016571	31	28703	29392	1	E			YP_004957939.1	YP_004957939.1 hypothetical protein OBP_032 [Pseudomonas phage OBP]	True	0.976	473	1.997e-151																0	False	
NC_016571_32	NC_016571	NC_016571	32	29385	29855	1	E			YP_004957940.1	YP_004957940.1 hypothetical protein OBP_033 [Pseudomonas phage OBP]	False	0.949	313	1.906e-97																0	False	
NC_016571_33	NC_016571	NC_016571	33	29845	30318	1	E			YP_004957941.1	YP_004957941.1 hypothetical protein OBP_034 [Pseudomonas phage OBP]	False	1.0	347	4.46e-109													VOG04644	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_016571_34	NC_016571	NC_016571	34	30448	31095	1	E			YP_004957942.1	YP_004957942.1 hypothetical protein OBP_035 [Pseudomonas phage OBP]	True	0.97	441	9.316e-141													VOG01591	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_016571_35	NC_016571	NC_016571	35	31058	31378	1	E			YP_004957943.1	YP_004957943.1 hypothetical protein OBP_036 [Pseudomonas phage OBP]	False	0.965	218	2.648e-65													VOG10730	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_016571_36	NC_016571	NC_016571	36	31375	32061	1	E			YP_004957944.1	YP_004957944.1 hypothetical protein OBP_037 [Pseudomonas phage OBP]	True	1.0	484	2.786e-155													VOG10732	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_016571_37	NC_016571	NC_016571	37	32097	32423	1	E			YP_004957945.1	YP_004957945.1 hypothetical protein OBP_038 [Pseudomonas phage OBP]	False	0.96	220	3.196e-66													VOG10734	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_016571_38	NC_016571	NC_016571	38	32517	32762	1	E			YP_004957946.1	YP_004957946.1 hypothetical protein OBP_039 [Pseudomonas phage OBP]	False	1.0	174	9.828e-51													VOG10733	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_016571_39	NC_016571	NC_016571	39	32768	33223	1	E			YP_004957947.1	YP_004957947.1 hypothetical protein OBP_040 [Pseudomonas phage OBP]	False	0.954	305	1.135e-94													VOG04590	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_016571_40	NC_016571	NC_016571	40	33234	33740	1	E			YP_004957948.1	YP_004957948.1 hypothetical protein OBP_041 [Pseudomonas phage OBP]	True	0.997	356	3.888e-112													VOG04590	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_016571_41	NC_016571	NC_016571	41	33740	34126	1	E			YP_004957949.1	YP_004957949.1 hypothetical protein OBP_042 [Pseudomonas phage OBP]	False	1.0	277	2.034e-85													VOG10735	REFSEQ hypothetical protein; Xu	Xu	0	False	
