	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000401.1_1	QGNH01000401.1	QGNH01000401.1	1	50	634	1	D	YP_009201798.1	YP_009201798.1 HNH endonuclease [Lactobacillus phage CL2]	False	0.27	76.0	1.551e-14	HNH endonuclease [PF13392.9]	VOG00866	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
QGNH01000401.1_2	QGNH01000401.1	QGNH01000401.1	2	646	777	1	E											0	False	F
QGNH01000401.1_3	QGNH01000401.1	QGNH01000401.1	3	989	2959	1	D	YP_009604369.1	YP_009604369.1 portal protein [Pseudomonas phage phiR18]	False	0.196	115.0	1.1369999999999999e-24	Phage P22-like portal protein [PF16510.8]	VOG02069	sp|Q9T1S9|PORTL_BPAPS Portal protein; XhXpXrXs	Xr;Xs;Xh;Xp	0	False	VF
QGNH01000401.1_4	QGNH01000401.1	QGNH01000401.1	4	3045	3236	1	E											0	False	F
QGNH01000401.1_5	QGNH01000401.1	QGNH01000401.1	5	3246	3377	1	E											0	False	F
QGNH01000401.1_6	QGNH01000401.1	QGNH01000401.1	6	3386	3565	1	E											0	False	F
QGNH01000401.1_7	QGNH01000401.1	QGNH01000401.1	7	3590	4093	1	E											0	False	F
QGNH01000401.1_8	QGNH01000401.1	QGNH01000401.1	8	4086	4367	1	D							Protein of unknown function (DUF551) [PF04448.15]				0	False	F
QGNH01000401.1_9	QGNH01000401.1	QGNH01000401.1	9	4384	4743	-1	D							Protein of unknown function (DUF551) [PF04448.15]	VOG00128	sp|P14108|Y7K8_BPP22 Uncharacterized 7.8 kDa protein in ral-gp17 intergenic region; Xu	Xu	0	False	F
QGNH01000401.1_10	QGNH01000401.1	QGNH01000401.1	10	4846	5562	1	E											0	False	F
QGNH01000401.1_11	QGNH01000401.1	QGNH01000401.1	11	5600	5968	1	E											0	False	
QGNH01000401.1_12	QGNH01000401.1	QGNH01000401.1	12	5992	6186	1	E											0	False	
QGNH01000401.1_13	QGNH01000401.1	QGNH01000401.1	13	6269	6907	1	E											0	False	
QGNH01000401.1_14	QGNH01000401.1	QGNH01000401.1	14	6920	7921	1	E											0	False	
QGNH01000401.1_15	QGNH01000401.1	QGNH01000401.1	15	8249	8779	1	E											0	False	
QGNH01000401.1_16	QGNH01000401.1	QGNH01000401.1	16	8787	9221	1	E											0	False	
QGNH01000401.1_17	QGNH01000401.1	QGNH01000401.1	17	9234	10340	1	E											0	False	
QGNH01000401.1_18	QGNH01000401.1	QGNH01000401.1	18	10356	12743	1	E											0	False	
QGNH01000401.1_19	QGNH01000401.1	QGNH01000401.1	19	12740	13201	1	E											0	False	F
QGNH01000401.1_20	QGNH01000401.1	QGNH01000401.1	20	13252	14256	1	E											0	False	F
QGNH01000401.1_21	QGNH01000401.1	QGNH01000401.1	21	14267	15787	1	E											0	False	F
QGNH01000401.1_22	QGNH01000401.1	QGNH01000401.1	22	15789	17858	1	E	YP_005097992.1	YP_005097992.1 head protein [Salmonella phage SPN1S]	False	0.647	109.0	8.572999999999999e-23					0	False	F
