target	query	e-value	score	length	start	end
NZ_CP030760.1_3028	COG0160	7.6e-193	639.2	427	5	424
NZ_CP030760.1_3475	COG4992	9.2e-187	619.0	400	7	396
NZ_CP030760.1_2593	COG4992	5e-177	586.9	400	3	398
NZ_CP030760.1_3164	COG0160	5.1e-140	464.6	976	511	973
NZ_CP030760.1_3164	COG2334	7e-52	174.1	976	4	348
NZ_CP030761.1_66	COG0161	5.7e-165	546.3	444	4	440
NZ_CP030760.1_4456	COG0161	8.9e-170	562.1	456	6	454
NZ_CP030761.1_57	COG3320	8.9e-246	815.5	1331	23	1055
NZ_CP030761.1_80	COG0365	8.7e-121	401.7	505	4	498
NZ_CP030760.1_3424	COG0365	3e-104	346.9	567	38	566
NZ_CP030760.1_2507	COG0365	7.5e-183	607.0	543	12	540
NZ_CP030760.1_4668	COG0002	5.5e-82	272.5	311	2	308
NZ_CP030760.1_2906	COG0136	4.7e-161	533.0	345	1	342
NZ_CP030760.1_2927	COG1192	7.2e-108	358.4	265	7	261
NZ_CP030760.1_2752	COG0004	4.2e-173	573.7	477	16	474
NZ_CP030760.1_3133	COG0005	9.6e-93	307.8	267	12	262
NZ_CP030760.1_3254	COG0313	4.9e-123	407.6	306	20	303
NZ_CP030760.1_2521	COG0008	8.9e-96	319.0	294	6	290
NZ_CP030760.1_3878	COG0009	3.3e-115	382.7	325	1	323
NZ_CP030760.1_4669	COG0010	4.5e-98	325.8	321	19	314
NZ_CP030760.1_2653	COG0010	2.3e-97	323.3	366	53	354
NZ_CP030760.1_2592	COG0010	9.6e-90	298.1	312	5	301
NZ_CP030760.1_2872	COG0536	2.6e-162	538.3	359	1	339
NZ_CP030760.1_2874	COG0014	3e-189	626.3	428	10	426
NZ_CP030760.1_2532	COG0165	3.2e-227	752.7	468	5	466
NZ_CP030760.1_3194	COG0016	3e-163	541.4	361	2	357
NZ_CP030760.1_4606	COG0173	5.5e-263	871.4	597	3	593
NZ_CP030760.1_2794	COG2269	5.1e-131	434.1	340	3	336
NZ_CP030760.1_2534	COG0019	1.2e-170	565.4	423	4	421
NZ_CP030760.1_3890	COG1154	4.4e-286	947.5	639	2	630
NZ_CP030760.1_2634	COG0567	0	1444.1	1028	32	1026
NZ_CP030760.1_3816	COG1226	4.9e-207	686.3	605	5	560
NZ_CP030760.1_3605	COG4651	2.9e-229	759.7	607	1	580
