	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000374.1_1	QGNH01000374.1	QGNH01000374.1	1	63	935	-1	E	YP_009015338.1	YP_009015338.1 major head protein [Bacillus phage G]	False	0.437	226.0	7.92e-65		VOG04117	sp|P19693|CAPSA_BPT3 Major capsid protein; XrXs	Xs;Xr	0	False	VF
QGNH01000374.1_2	QGNH01000374.1	QGNH01000374.1	2	952	1563	-1	E											0	False	F
QGNH01000374.1_3	QGNH01000374.1	QGNH01000374.1	3	1703	2656	-1	E											0	False	F
QGNH01000374.1_4	QGNH01000374.1	QGNH01000374.1	4	2768	4342	-1	E	YP_009287971.1	YP_009287971.1 hypothetical protein BI081_gp249 [Mycobacterium phage Tonenili]	False	0.302	85.0	8.778e-16		VOG12310	REFSEQ head maturation protease; Xu	Xu	0	False	F
QGNH01000374.1_5	QGNH01000374.1	QGNH01000374.1	5	4358	4636	-1	E											0	False	F
QGNH01000374.1_6	QGNH01000374.1	QGNH01000374.1	6	4651	5208	-1	E											0	False	F
QGNH01000374.1_7	QGNH01000374.1	QGNH01000374.1	7	5313	6275	-1	E											0	False	F
QGNH01000374.1_8	QGNH01000374.1	QGNH01000374.1	8	6325	6627	-1	E											0	False	F
QGNH01000374.1_9	QGNH01000374.1	QGNH01000374.1	9	6734	7024	-1	E											0	False	F
QGNH01000374.1_10	QGNH01000374.1	QGNH01000374.1	10	7011	8948	-1	E	YP_009015325.1	YP_009015325.1 portal protein [Bacillus phage G]	False	0.278	188.0	9.467e-48					0	False	F
QGNH01000374.1_11	QGNH01000374.1	QGNH01000374.1	11	8941	9372	-1	E											0	False	F
QGNH01000374.1_12	QGNH01000374.1	QGNH01000374.1	12	9357	9662	-1	E											0	False	F
QGNH01000374.1_13	QGNH01000374.1	QGNH01000374.1	13	9652	9852	-1	E											0	False	F
QGNH01000374.1_14	QGNH01000374.1	QGNH01000374.1	14	9923	10318	-1	E											0	False	F
